cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,target
2.0,2.0,2.0,1.0,-58.7,-13.27,39.5,-119.33,-93.22,-162.42,174.88,14.71,-2.4,-11.96,44.03,22.92,129.82,22.19,-1.2,-6.57,121.98,11.0,13.95,-16.55,-44.13,-51.06,62.47,143.55,43.2,1.0
1.0,1.0,2.0,1.0,-79.88,-52.27,-161.76,-4.55,45.71,-110.4,22.27,-2.11,-9.09,-0.88,21.44,3.41,11.82,-51.19,101.86,-43.78,-91.15,-87.55,60.63,-58.85,135.45,49.1,108.77,-1.65,-27.95,2.0
1.0,1.0,2.0,1.0,-3.71,10.25,-15.31,8.79,38.38,-215.94,-152.72,37.11,-96.17,-4.11,-37.3,77.17,-86.75,37.91,-43.97,8.64,-82.71,68.78,21.87,-53.71,-59.43,-50.57,217.89,55.6,146.19,0.0
1.0,1.0,1.0,2.0,80.68,6.93,-127.32,10.75,-177.56,57.69,190.15,-7.2,71.69,-6.11,47.71,-17.47,22.67,-3.83,71.04,9.55,-66.11,-89.51,-10.02,-18.73,92.65,-2.56,187.99,132.8,33.01,2.0
1.0,1.0,2.0,2.0,-105.6,-13.43,-116.21,44.47,-261.35,200.69,43.06,44.4,-87.15,14.93,61.8,-12.88,269.55,-66.34,135.03,1.48,61.98,-9.04,-17.27,14.4,43.53,-83.74,156.34,-86.27,112.0,1.0
2.0,2.0,2.0,2.0,5.29,21.51,-16.15,88.66,-91.35,-160.15,-145.11,88.93,56.07,27.95,-49.13,-45.55,-173.9,-74.37,27.51,0.55,109.55,-125.66,-63.32,12.11,15.18,6.54,47.29,42.05,-2.01,2.0
1.0,2.0,1.0,2.0,-88.22,-38.46,-153.1,43.36,-247.58,58.45,125.82,123.14,58.77,-15.27,-106.23,-94.49,-187.77,13.29,62.6,9.53,4.03,-106.43,49.09,-38.08,-17.45,-131.44,123.38,147.18,-162.14,2.0
1.0,2.0,1.0,1.0,86.7,-3.21,-149.64,-5.09,-86.15,-75.97,164.95,-66.59,163.48,15.07,111.99,-25.91,101.01,-54.98,119.64,-20.75,8.54,20.01,11.81,-31.61,83.95,-0.44,183.71,5.94,72.2,2.0
2.0,1.0,1.0,2.0,5.75,-11.95,353.48,-98.45,204.16,-235.42,-112.34,54.43,68.45,-6.42,-9.73,15.24,-24.08,-54.64,-57.04,-36.83,-40.75,27.53,78.85,-19.99,-112.01,12.72,82.76,93.83,40.23,1.0
2.0,1.0,1.0,2.0,105.94,7.52,-148.2,2.67,-177.48,-65.19,195.72,67.45,89.78,6.29,-19.18,-9.72,-216.02,-15.37,70.75,-0.74,29.44,53.8,-18.14,26.65,-61.9,16.01,241.35,64.58,-38.24,2.0
2.0,1.0,1.0,2.0,-28.61,-36.43,131.74,54.38,-63.58,-81.61,6.27,-39.65,-90.94,-9.98,-163.45,9.85,108.08,20.08,-80.41,27.98,-38.32,13.39,20.78,-9.3,78.76,-97.26,170.04,175.22,-20.74,2.0
1.0,2.0,2.0,1.0,28.96,-54.69,234.38,8.82,102.5,-347.81,-52.94,47.72,-148.43,24.07,9.21,-67.32,-29.59,4.83,168.4,-19.3,120.32,-38.59,26.66,-20.99,-5.46,88.02,233.34,-41.97,-71.4,2.0
2.0,2.0,2.0,1.0,28.28,47.68,-46.28,24.36,115.33,-164.46,-42.61,8.85,111.9,24.69,104.45,-59.05,13.53,23.87,-59.84,-28.91,-199.79,-127.95,-81.25,-1.69,-48.64,57.4,191.76,91.62,115.22,0.0
2.0,2.0,0.0,2.0,61.51,-17.23,215.17,-46.07,58.42,-62.14,-92.77,-14.53,-99.74,-0.06,13.94,-29.91,-65.28,-48.34,34.76,-31.61,100.82,-44.16,44.29,-37.77,111.41,47.24,-123.09,15.83,143.4,0.0
1.0,2.0,2.0,1.0,-20.73,61.9,-139.17,9.98,-183.8,-103.9,-101.69,33.57,146.83,25.85,-67.37,26.1,10.85,21.37,58.83,32.05,43.82,-138.58,-4.64,18.43,50.31,16.44,312.68,-41.9,-85.18,0.0
0.0,1.0,2.0,2.0,-3.75,-61.8,-177.96,110.73,-133.74,3.46,-99.4,40.5,-128.38,-40.6,25.3,-101.94,-112.91,13.97,-122.77,-15.96,-2.78,-28.43,-0.18,-2.73,-89.78,133.62,166.82,-69.88,58.21,0.0
1.0,0.0,1.0,2.0,38.3,47.8,248.85,91.48,57.03,269.9,138.79,-2.61,55.44,20.69,-23.51,67.22,76.5,-84.59,22.88,7.95,28.65,-7.78,-72.36,-24.72,62.74,11.51,-220.28,-35.52,-172.03,1.0
2.0,2.0,2.0,1.0,17.86,33.22,-29.98,-88.81,-88.09,181.12,-63.33,-49.67,-167.68,18.84,8.07,127.49,72.71,70.05,12.78,57.45,25.63,22.75,-66.05,8.28,120.14,-79.6,-15.74,-102.84,42.41,2.0
1.0,2.0,2.0,1.0,-30.96,-11.94,74.97,4.86,62.45,-63.12,68.06,-54.73,-40.54,-4.85,60.21,11.69,15.08,4.37,-7.22,-38.64,39.96,10.18,57.34,-27.41,63.84,-56.37,-120.45,64.23,90.31,1.0
2.0,1.0,1.0,3.0,107.59,20.19,160.54,23.12,-152.39,153.58,165.8,39.72,-43.22,41.22,119.17,11.94,158.35,56.51,-30.6,-7.14,52.54,-109.07,26.4,-13.24,127.29,-21.85,113.39,42.03,119.15,1.0
2.0,2.0,1.0,1.0,-36.98,-0.12,22.83,-17.16,53.4,-259.93,86.15,-8.22,110.76,-9.93,1.45,55.22,-0.61,-1.53,-70.16,-14.93,-29.47,42.0,48.96,40.02,157.22,-94.27,192.49,109.99,-15.89,2.0
0.0,1.0,2.0,1.0,4.24,3.04,-150.33,59.15,-120.19,-14.72,-96.13,-142.04,-65.69,-33.5,79.12,-3.61,-15.69,44.46,-18.73,57.55,67.15,-81.88,71.48,-19.72,73.47,-15.37,0.79,-14.05,-46.48,0.0
1.0,2.0,1.0,3.0,-57.09,13.68,40.36,30.03,-30.74,168.58,-216.44,73.27,-135.14,27.09,55.63,-85.92,55.54,65.79,-24.7,-50.98,-0.24,1.67,-22.76,13.84,24.38,-45.22,-155.85,-53.76,-41.17,1.0
1.0,2.0,1.0,0.0,-55.18,22.54,190.08,-23.91,105.2,-344.11,-26.39,-4.05,122.49,20.38,-39.18,34.33,-92.64,43.64,39.13,-10.02,161.58,2.35,6.35,29.74,90.68,-62.45,3.28,52.81,71.27,2.0
1.0,1.0,1.0,2.0,20.32,52.45,-160.5,138.57,-124.17,-77.25,30.36,83.19,66.24,-15.94,-35.73,41.77,-50.01,41.37,16.57,-17.52,-20.18,119.44,-17.51,-1.43,-34.68,139.78,240.45,12.62,-1.75,2.0
1.0,1.0,1.0,3.0,-68.46,-117.85,466.0,-86.91,31.33,-125.93,101.23,-24.94,30.39,-13.07,-129.25,46.0,95.69,-83.13,24.99,-59.7,33.81,112.89,-17.06,-64.93,-73.77,41.42,93.2,240.24,164.77,0.0
2.0,1.0,1.0,2.0,114.26,-13.72,303.17,-123.75,-87.28,232.91,127.33,150.21,16.0,2.79,-105.95,36.77,-47.61,-89.24,-16.33,16.4,125.53,-24.93,11.69,53.11,96.13,91.59,-129.72,26.61,5.77,1.0
2.0,1.0,1.0,1.0,45.9,-3.25,-86.46,20.76,50.95,-98.77,-43.73,67.3,52.16,-8.82,7.95,-47.51,-8.7,-63.42,-50.85,-22.53,-87.49,68.8,-38.28,-41.5,6.17,-45.17,-3.48,86.36,-127.48,0.0
1.0,1.0,1.0,1.0,-100.1,-14.88,-181.5,-44.84,-109.34,66.28,-91.53,-33.33,48.37,-22.46,37.7,19.82,109.22,35.52,1.14,16.13,10.92,74.62,-15.64,1.88,49.85,-42.49,28.12,-73.3,-52.74,0.0
1.0,1.0,1.0,1.0,-22.96,-11.84,-85.48,-0.62,53.61,-17.44,3.85,76.3,-18.7,20.46,17.94,51.48,72.96,3.84,49.6,-40.97,-18.92,67.52,34.07,-0.83,61.16,-44.4,-37.29,-57.44,45.67,2.0
2.0,1.0,2.0,2.0,41.44,13.41,87.0,145.31,107.36,-26.12,-34.94,62.62,-8.15,40.86,74.67,15.55,-38.62,101.12,-38.19,-44.08,-40.75,-15.46,-48.73,-34.13,-111.77,-151.99,-96.4,35.55,-106.95,0.0
1.0,2.0,2.0,2.0,15.12,73.03,-261.51,-101.55,-264.71,218.25,244.5,-126.12,-132.77,19.58,-40.2,1.0,-94.27,-20.26,-13.3,-4.08,15.52,-54.24,-11.79,10.97,-37.02,-43.71,-2.87,67.44,-82.48,2.0
1.0,2.0,2.0,0.0,49.38,-70.21,-205.6,108.07,57.07,-44.64,188.27,-35.87,198.01,-36.99,-42.4,80.08,-148.56,-39.49,64.03,-54.73,-13.53,30.24,-10.61,4.55,55.96,-140.18,45.74,-121.2,31.21,2.0
1.0,1.0,1.0,1.0,13.52,-53.77,-103.08,38.41,200.9,126.1,185.28,-148.95,-4.76,28.77,-77.97,-126.98,5.27,37.95,-57.04,-92.87,-151.89,-80.71,-16.46,55.01,57.69,54.88,-161.14,-87.72,-151.03,1.0
0.0,0.0,2.0,2.0,-39.61,-68.16,-54.74,9.88,-149.24,-6.23,76.55,-51.85,-117.11,30.29,30.56,-57.42,61.54,-33.56,-52.15,-12.82,61.55,-128.21,-21.95,29.36,55.71,26.65,100.01,43.55,-120.56,1.0
2.0,1.0,1.0,1.0,-21.71,57.36,94.57,-60.05,-152.19,67.02,337.27,-24.19,-144.42,-13.92,14.42,53.14,12.14,-7.91,-62.39,63.32,68.64,-42.82,33.4,-27.5,-85.32,67.23,181.26,79.04,40.32,1.0
1.0,1.0,1.0,1.0,51.07,-20.22,286.34,-14.83,98.34,50.94,29.78,8.72,-13.56,5.33,-43.84,-27.84,-37.53,-78.76,24.58,0.09,6.47,3.57,-24.88,-8.25,-155.34,34.55,32.27,-54.09,-15.64,1.0
2.0,1.0,0.0,1.0,-102.53,-16.57,68.14,44.27,5.68,-90.67,-103.29,147.54,63.56,24.91,137.47,-21.44,41.52,-64.89,-51.11,3.29,122.19,88.24,-54.24,-37.31,31.33,79.95,71.14,-139.72,8.34,2.0
2.0,1.0,2.0,1.0,82.73,13.22,138.85,24.61,44.76,-75.92,-47.75,37.37,22.31,-3.89,-57.01,-84.31,-104.52,31.78,44.86,-1.29,-21.45,26.85,-55.47,41.25,59.17,-95.5,283.02,-111.92,1.09,2.0
2.0,2.0,2.0,2.0,-10.16,47.5,-111.07,50.23,-344.53,416.61,53.04,-45.75,74.92,-9.56,-5.32,-47.9,-92.41,6.37,-169.73,21.67,188.14,-78.37,-1.69,-20.11,66.18,107.46,-23.96,-212.33,-108.04,1.0
1.0,2.0,2.0,2.0,-63.52,101.46,110.87,2.34,-9.91,-113.11,-41.6,89.77,-56.45,56.73,25.99,-12.88,-99.42,44.3,112.25,-53.07,73.15,104.97,-81.66,-20.96,5.01,-9.59,-44.11,94.78,61.03,1.0
1.0,1.0,2.0,1.0,57.68,25.31,86.56,33.38,15.38,-107.88,-169.43,-46.13,49.01,-44.31,-26.95,78.95,13.87,-56.79,82.76,23.19,-26.12,-40.5,41.24,-31.65,169.65,-156.82,204.31,-33.4,-82.88,0.0
2.0,1.0,2.0,2.0,-11.92,0.79,122.32,42.25,74.09,-160.78,-67.55,-31.3,-34.26,-60.5,-56.59,41.94,32.91,60.92,-8.44,-21.65,-67.33,-10.41,22.03,21.99,21.25,-0.64,119.96,101.08,2.59,0.0
3.0,1.0,2.0,1.0,54.81,4.5,90.83,-131.12,70.93,-42.96,106.13,-45.78,-13.68,21.84,-97.8,36.97,1.24,-14.12,26.88,-56.15,21.79,102.21,-61.75,3.58,22.94,-47.43,-56.52,26.51,69.31,1.0
1.0,2.0,2.0,1.0,-71.55,-11.21,273.58,71.21,149.11,-22.78,103.26,-72.41,-126.37,35.4,86.63,39.99,50.56,6.71,-35.5,16.31,-1.12,-30.75,8.35,-26.09,-63.15,116.73,158.62,-121.8,-7.14,2.0
1.0,2.0,3.0,1.0,-13.46,32.96,20.68,-41.41,122.12,-100.86,-58.27,-88.52,126.76,-54.72,4.27,17.41,-160.92,-83.98,-76.04,-44.65,-40.41,87.11,-34.25,-4.11,-66.56,90.57,-190.45,115.28,-65.19,0.0
1.0,2.0,2.0,1.0,79.04,-41.51,71.85,-20.45,104.92,135.46,55.84,-5.83,-55.66,-22.5,86.88,-63.75,148.58,14.32,-7.0,51.7,-84.88,-104.65,3.97,-2.04,-149.33,27.96,-55.53,-52.12,48.42,2.0
2.0,1.0,3.0,1.0,39.1,9.16,-75.66,-57.35,115.51,-186.72,-77.44,87.11,95.81,-2.72,-142.24,39.32,-26.97,3.3,-78.43,-39.71,-93.55,-145.25,-6.8,5.04,-122.14,-97.49,2.19,78.28,7.22,0.0
2.0,2.0,3.0,1.0,19.99,-12.88,-31.07,-33.23,1.13,-312.56,58.92,-60.74,52.06,-37.93,77.29,4.81,-64.05,-29.46,-73.4,-16.66,103.35,63.53,-26.35,48.62,-76.63,-132.83,0.95,154.67,83.87,1.0
1.0,2.0,2.0,2.0,-66.61,-21.99,60.84,42.93,53.49,-83.89,84.13,-27.04,-16.29,-28.84,-19.03,68.92,-97.56,-14.77,-146.44,-4.74,-110.87,23.09,-1.91,31.77,-59.5,-26.31,94.95,150.1,44.89,2.0
2.0,2.0,1.0,2.0,-75.78,-64.81,53.87,-17.81,15.79,-111.58,-11.36,42.49,-11.35,43.85,99.32,-50.67,-89.59,36.29,140.34,-39.17,34.05,-87.25,-68.46,35.99,-43.25,-24.96,-54.68,100.26,-57.0,1.0
1.0,2.0,1.0,1.0,27.09,19.78,26.38,81.53,51.63,204.56,41.07,-67.01,-73.22,-10.76,199.86,-9.25,95.09,-65.21,81.89,33.82,-24.14,172.28,-41.47,26.74,-162.39,-90.27,-58.7,-161.51,124.83,2.0
2.0,2.0,2.0,2.0,-46.38,4.34,87.31,58.24,29.22,-146.93,-93.42,-89.84,43.66,9.17,-56.85,2.82,115.13,12.36,19.61,-8.21,-26.42,148.76,-11.58,-4.4,-7.81,-1.74,90.45,90.5,-147.99,0.0
1.0,1.0,1.0,1.0,-9.32,-47.91,-32.4,34.09,-124.85,-53.07,-119.45,-59.78,23.19,-13.54,-36.42,-11.19,238.8,-63.44,55.9,34.03,72.26,74.9,11.47,-19.76,-1.0,4.98,109.33,-5.38,70.5,0.0
2.0,2.0,2.0,2.0,75.76,58.19,196.11,-87.8,-131.56,-14.55,17.98,-45.35,38.49,56.61,-78.74,-22.91,150.72,42.05,104.82,13.84,177.61,-32.38,29.22,16.97,150.85,-83.6,-74.43,122.6,100.55,1.0
1.0,2.0,2.0,2.0,68.3,-11.54,-18.89,-22.06,-246.07,351.98,-16.23,-63.39,-190.52,15.53,-16.89,-33.21,-117.17,41.74,-80.43,81.53,92.68,19.95,-56.53,-38.68,27.16,30.85,-4.28,-126.15,37.59,2.0
1.0,1.0,2.0,2.0,-42.87,-21.53,-10.58,41.01,-48.46,-74.6,4.16,8.51,123.44,2.07,-7.37,-4.57,-93.58,78.47,-1.21,-3.35,-54.79,6.56,-26.68,45.17,-21.24,7.87,213.73,51.0,51.66,2.0
1.0,1.0,2.0,1.0,109.85,-24.08,-75.8,-25.38,5.26,-112.08,102.46,-41.54,20.08,-2.31,35.62,-123.5,-30.21,13.17,-49.67,-39.8,-24.71,-50.56,-5.73,23.21,0.11,-5.92,21.31,102.61,58.34,1.0
2.0,1.0,1.0,2.0,142.83,-33.64,-201.71,40.01,-53.61,15.73,-85.98,-89.72,109.11,-26.38,47.7,53.45,-26.64,-0.22,-47.79,-17.64,-83.57,26.94,-13.38,-46.5,11.98,-116.76,72.18,-17.62,118.23,1.0
1.0,1.0,1.0,2.0,-119.98,-27.07,-20.02,16.04,-111.89,362.87,20.73,-70.24,-49.22,-32.92,182.52,11.19,70.83,31.85,-29.19,71.15,-53.7,-62.7,-38.09,-20.56,-108.51,98.85,-28.05,-91.88,72.81,2.0
1.0,2.0,3.0,2.0,50.2,14.39,99.14,-31.74,-84.92,100.74,94.37,8.62,65.0,8.3,-21.93,25.54,-19.09,16.51,47.32,13.08,35.62,-28.65,67.27,35.51,-24.47,-49.27,113.07,-29.6,-2.01,1.0
1.0,2.0,2.0,1.0,-2.05,-57.71,83.04,-3.64,-3.21,-170.82,179.25,73.82,11.09,-0.08,-100.68,-2.54,-61.03,40.67,57.02,1.92,129.6,55.83,-11.83,-41.82,2.62,-176.07,-66.24,139.1,-24.53,1.0
1.0,2.0,2.0,2.0,-20.62,129.41,160.11,8.22,59.1,55.39,-52.54,-101.33,49.81,11.04,112.89,-68.43,-88.56,1.29,123.69,-6.82,-87.25,-0.57,-28.53,38.08,22.18,176.69,112.77,-27.66,-163.24,0.0
2.0,2.0,2.0,0.0,-19.22,-44.89,120.9,-0.1,281.3,25.98,114.68,28.6,65.03,7.97,-47.49,51.27,43.05,42.87,-3.92,-46.1,-36.38,92.45,26.24,21.04,-40.68,-84.36,-304.74,-45.34,-30.76,1.0
1.0,1.0,2.0,2.0,-8.08,30.87,104.57,-22.42,-84.84,49.21,107.74,-8.93,119.4,1.17,31.41,50.43,66.01,41.96,155.63,-12.44,57.65,99.89,13.94,-0.4,-24.69,-81.69,42.49,46.02,-5.28,1.0
0.0,2.0,1.0,1.0,-57.42,23.15,-43.44,-54.18,-13.88,-323.23,64.14,-15.26,-10.71,0.77,-47.55,62.15,-29.08,-32.8,124.38,-8.95,-37.89,-157.56,-62.63,-20.76,7.98,-24.1,259.52,185.52,20.24,2.0
2.0,2.0,2.0,1.0,-8.0,-25.02,156.91,-25.36,121.63,-319.05,-58.81,-10.19,13.1,-19.6,-84.8,113.73,-49.63,29.21,83.61,-16.63,24.6,-120.8,-19.31,-4.83,-12.27,76.07,109.18,89.34,26.74,2.0
1.0,2.0,2.0,1.0,48.7,18.73,68.08,-7.29,52.65,-28.92,-121.43,67.82,33.68,-4.96,-36.58,45.11,5.52,-96.93,-13.57,6.55,-85.53,0.21,55.65,-35.92,79.66,-178.13,167.95,-50.27,0.73,0.0
2.0,1.0,2.0,2.0,-30.65,0.3,-17.24,53.07,-228.02,61.58,145.13,-109.56,46.21,2.61,204.69,-12.55,51.75,-20.31,-22.91,12.77,121.17,-70.22,-27.31,2.42,54.92,-55.46,162.23,2.34,117.88,2.0
2.0,2.0,2.0,1.0,-35.05,32.23,32.45,76.81,23.4,-147.4,-115.62,-24.98,73.26,-12.55,-3.7,-39.67,46.78,40.42,93.28,-4.54,-4.53,74.8,-7.27,-12.1,-125.95,-64.84,33.74,74.75,-46.48,0.0
1.0,1.0,1.0,1.0,-65.37,-30.62,100.6,-71.54,-47.14,-163.9,37.38,-52.77,66.99,24.45,40.79,-11.72,-66.44,117.71,-29.07,3.28,157.58,108.51,109.17,-1.3,79.96,-24.24,-62.42,119.31,-36.68,1.0
1.0,1.0,2.0,2.0,-116.59,-52.04,-105.14,-69.16,-12.66,-94.87,68.92,-22.52,78.46,39.35,31.88,77.02,64.93,4.78,-113.43,-13.43,-131.61,-51.74,-3.61,-1.76,67.46,260.52,115.75,169.21,43.11,2.0
1.0,1.0,2.0,1.0,46.39,-107.16,127.07,3.73,-0.79,5.06,54.41,44.28,124.88,58.07,26.29,-8.01,-175.7,41.62,-53.43,31.83,74.02,-87.87,-40.74,16.77,-75.52,-14.47,-139.89,91.06,-25.76,1.0
1.0,1.0,1.0,1.0,-7.91,34.51,17.53,-40.51,75.12,-266.88,-55.22,0.19,30.95,-2.72,-41.44,80.59,-15.85,-28.32,-22.8,-57.56,41.91,134.34,19.95,-3.63,68.68,-118.67,-123.55,173.3,93.32,0.0
0.0,3.0,1.0,2.0,-53.06,3.83,8.55,-55.49,-216.13,327.13,127.48,-52.35,38.52,2.28,14.38,141.48,34.19,56.95,20.53,49.43,136.0,-86.83,-6.81,-7.82,61.01,83.26,14.84,-167.72,-23.15,1.0
1.0,2.0,2.0,2.0,13.78,20.19,290.22,-108.49,20.58,-19.46,-92.67,-69.14,-179.28,-10.31,112.45,-32.48,12.04,71.89,26.66,20.66,-91.92,149.11,-13.35,-3.01,18.24,-100.92,381.51,-32.99,-94.14,0.0
2.0,2.0,2.0,2.0,90.09,-44.88,-249.75,-45.02,-220.79,9.74,107.92,-37.53,29.83,10.01,-29.1,24.08,-5.83,2.85,73.46,-21.17,65.74,-85.17,-85.51,-22.07,97.76,1.22,200.57,-54.87,34.34,2.0
1.0,1.0,2.0,2.0,46.74,31.26,94.03,-4.82,79.76,-114.94,-66.57,4.77,88.97,-12.91,33.22,24.21,12.25,26.07,33.38,-36.13,0.31,-3.85,-64.24,-11.44,43.95,-5.97,-47.6,61.92,-12.96,0.0
2.0,2.0,1.0,1.0,-21.96,-5.46,12.94,76.55,115.33,-80.41,7.32,-76.9,-45.76,-4.63,77.36,9.01,56.6,-49.93,-79.23,-20.0,-137.21,-43.09,51.41,-71.84,9.22,85.83,70.37,62.72,-116.18,2.0
1.0,2.0,1.0,1.0,-26.03,-32.37,-58.71,57.11,35.49,-3.75,-65.0,-88.12,-223.96,-33.43,3.59,55.27,-144.22,27.25,18.53,-11.03,-37.79,174.79,-8.67,-24.92,-42.35,-83.63,-104.08,32.49,-34.49,0.0
2.0,2.0,0.0,1.0,40.3,33.43,-240.85,-52.43,-131.15,-81.83,143.92,-17.87,-40.83,-7.93,-126.45,14.69,-37.21,98.32,-43.12,-34.66,49.12,-30.58,36.43,33.93,82.44,-39.97,127.32,1.05,22.87,1.0
1.0,2.0,2.0,2.0,28.94,-34.28,-41.08,-8.89,-143.73,73.77,-41.61,-111.02,105.06,0.52,-63.31,34.74,-82.65,-43.85,15.93,35.0,64.24,5.65,-18.27,-5.52,35.19,215.93,120.02,-81.2,-102.59,0.0
1.0,1.0,1.0,2.0,4.74,-106.42,122.36,-79.59,-15.7,-13.94,33.18,31.06,-79.32,31.09,-13.92,-47.34,-13.57,-69.91,34.29,14.06,-16.07,-75.41,-0.6,6.93,-34.28,66.04,183.5,-0.69,25.69,1.0
2.0,2.0,3.0,2.0,32.11,-17.88,134.49,118.0,3.46,-264.11,-59.04,-32.99,-30.18,-39.35,-104.62,-59.69,130.46,-23.8,30.49,-4.62,-68.82,104.26,25.85,2.26,123.94,-83.08,283.2,192.19,109.16,0.0
1.0,3.0,1.0,0.0,46.0,19.73,-32.83,-54.19,160.65,-118.61,268.45,26.62,29.28,-28.15,85.97,83.73,103.98,-40.12,-28.22,-25.61,-10.29,18.09,-3.52,-25.4,68.92,-53.2,-91.55,31.07,-25.5,1.0
1.0,2.0,1.0,1.0,-10.16,-2.18,-109.53,69.34,-90.54,-61.77,-155.74,19.1,45.26,35.93,-2.09,19.31,-155.85,-9.89,29.79,46.11,31.33,-117.85,4.09,-17.04,187.28,-71.66,59.81,-1.22,-75.64,0.0
1.0,2.0,2.0,2.0,14.96,-67.67,52.05,61.03,-10.56,-86.26,-105.25,5.61,-82.32,-5.02,129.19,4.29,98.48,44.66,-57.63,-37.24,63.48,-56.97,26.37,-35.25,-47.86,41.87,-70.67,54.25,-25.36,1.0
1.0,1.0,2.0,1.0,81.4,8.9,-106.58,33.7,9.25,-119.89,10.18,44.61,-39.22,-8.03,-32.12,-4.29,-65.42,25.76,-62.5,-30.23,-41.08,188.83,18.4,-3.19,44.02,101.02,150.88,-14.49,53.44,2.0
2.0,2.0,2.0,0.0,115.47,61.13,-32.31,-79.68,120.09,-218.35,-218.21,28.75,38.56,17.6,36.06,19.5,-23.05,13.21,69.25,21.08,-19.48,-43.8,-26.28,8.76,75.14,16.54,35.91,-35.51,0.56,2.0
2.0,1.0,2.0,1.0,78.39,-66.15,344.05,-49.91,114.53,-653.28,-96.19,-85.47,139.06,23.55,-95.38,43.66,113.23,8.03,-82.63,-57.18,170.29,-29.47,35.72,-23.62,22.04,-21.04,412.69,73.99,-76.91,2.0
1.0,1.0,2.0,2.0,-122.02,-18.56,-108.08,79.78,-70.56,-31.96,-121.28,10.82,21.41,-43.02,86.4,-95.63,-57.88,56.42,47.29,8.11,-1.69,-5.45,32.81,60.94,-108.57,-186.21,29.09,16.08,154.22,0.0
1.0,2.0,1.0,2.0,21.77,-47.61,60.96,96.53,77.2,-69.28,-75.64,-73.27,-75.12,30.41,-66.74,29.63,141.52,2.06,33.45,3.67,-185.86,122.39,36.57,31.13,-39.94,71.83,268.46,29.65,-52.68,0.0
1.0,1.0,2.0,2.0,14.42,42.85,118.91,97.09,-77.41,-7.68,24.64,16.44,64.67,14.31,-95.45,-17.97,104.92,27.73,-8.49,24.31,-52.58,-3.05,-21.86,-82.7,122.35,63.3,136.12,166.22,-59.3,2.0
1.0,1.0,2.0,1.0,-14.07,1.53,123.65,-107.54,103.13,98.74,159.65,26.85,69.05,60.31,-15.25,45.83,86.72,105.65,16.3,-4.44,-70.41,54.29,8.2,-23.35,-75.68,-76.39,-126.48,70.27,96.06,2.0
0.0,2.0,1.0,1.0,22.02,-5.04,-7.25,-44.01,-64.54,-61.66,-119.41,30.68,100.2,6.6,203.2,1.87,70.01,35.37,-131.37,31.07,2.15,72.36,-28.17,3.28,49.22,128.53,121.71,21.43,53.32,2.0
1.0,1.0,1.0,1.0,-63.58,41.5,312.73,-46.5,136.93,4.67,22.59,-37.84,-29.54,-6.8,-17.0,17.09,49.14,-30.98,21.94,-9.91,19.32,82.97,-12.96,59.63,8.23,-21.98,-55.44,-3.71,54.94,1.0
1.0,1.0,1.0,0.0,-59.37,-81.84,-138.88,88.78,17.04,-259.54,-309.29,25.28,-44.04,-20.43,-27.53,51.8,-130.59,51.73,-19.99,6.72,138.2,-15.94,10.1,2.07,-173.5,-19.81,-137.19,-30.47,-81.2,2.0
0.0,2.0,2.0,2.0,36.6,52.38,-17.16,3.2,48.62,14.67,-13.9,-60.26,126.95,18.07,-19.68,17.84,-31.12,10.04,-19.4,-84.47,-60.72,-46.17,-37.13,-56.28,112.11,32.48,-47.12,10.26,-9.28,1.0
2.0,3.0,1.0,2.0,50.67,-14.58,41.88,-11.16,-62.51,121.74,6.8,56.81,169.34,22.77,-139.84,53.54,-69.94,-44.19,49.86,-12.37,23.26,6.59,35.33,-57.54,87.76,92.94,-80.96,21.26,-32.38,1.0
2.0,1.0,1.0,2.0,-164.36,10.33,68.32,-17.16,-268.58,-90.93,-68.0,74.77,-39.91,-48.85,106.57,-59.32,-38.91,18.24,-1.17,66.12,183.51,-39.92,-64.24,-27.57,-125.17,-40.06,404.66,-71.32,-18.43,0.0
2.0,3.0,1.0,2.0,1.39,-46.91,-73.21,38.47,-229.14,185.96,-10.82,39.21,-136.34,-6.51,-28.58,54.33,121.91,-39.8,94.95,35.99,86.01,-37.36,12.45,-1.53,4.96,-36.47,192.43,-165.22,163.97,1.0
1.0,2.0,1.0,2.0,92.27,68.11,49.85,-51.5,17.3,-81.11,-81.83,27.39,70.59,7.04,-88.72,-34.21,48.94,33.72,-14.04,-2.98,-38.61,25.17,-32.64,12.96,23.33,65.36,109.26,29.21,-70.69,0.0
1.0,1.0,1.0,1.0,54.02,-14.49,-109.86,44.3,-145.27,-161.33,-227.92,34.3,76.62,59.06,21.21,-125.25,71.46,73.7,59.64,29.04,76.99,-155.46,9.64,21.91,40.09,-135.45,177.95,-6.25,7.0,0.0
2.0,1.0,1.0,2.0,51.04,39.86,-106.97,7.04,-335.11,440.66,297.31,-13.09,61.29,27.02,-97.76,-25.52,25.68,-79.92,100.74,50.42,186.41,-18.85,-2.23,-58.45,53.95,16.72,-61.6,-137.23,-92.76,2.0
