cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,target
2.0,3.0,24.11,-77.44,41.5,80.41,32.85,101.18,-55.2,125.07,0.51,9.0,5.2,21.55,20.7,-11.35,43.86,-105.96,0.01,0.02,48.27,2.53,-77.68,88.53,13.98,23.01,58.01,39.27,1.0
3.0,2.0,35.13,-20.95,-83.51,345.6,-22.78,8.39,93.43,-46.02,42.54,0.91,-23.56,70.12,-7.29,-14.64,11.42,3.83,-4.53,-2.08,-31.05,19.0,65.15,55.7,-52.51,-54.35,-29.38,-32.04,0.0
2.0,3.0,5.58,-64.32,-69.01,-96.26,-17.15,76.45,96.33,95.3,-0.73,1.48,58.02,16.76,7.92,31.54,22.68,35.63,0.44,-2.52,-28.17,11.88,43.01,-7.13,-0.72,21.7,7.21,11.09,1.0
3.0,2.0,-150.6,-8.55,-92.11,-149.15,24.08,-26.24,15.02,-2.02,-1.81,16.72,-45.44,30.33,-23.07,7.26,-6.8,-14.37,-2.93,-3.55,-17.31,18.98,63.98,-37.51,-41.67,-66.78,-36.57,-126.81,0.0
3.0,1.0,-28.12,-31.61,-198.0,-173.0,-19.76,24.73,-28.84,-13.09,-2.48,-10.75,-95.5,-0.57,35.52,50.51,11.84,90.12,0.99,6.37,-12.13,22.44,132.41,91.02,-120.02,-61.03,-12.4,-30.38,1.0
3.0,1.0,-31.84,-25.75,-209.6,-251.32,-39.35,-93.09,45.1,-112.49,17.72,-8.14,-54.19,-16.54,-65.23,-15.8,-26.91,-88.99,-0.07,-1.63,-0.42,38.69,95.34,-110.86,-136.86,-5.84,-25.94,121.39,1.0
1.0,2.0,199.45,-74.96,-63.17,-223.24,-49.81,27.64,118.02,6.73,-22.87,-12.27,-48.29,-61.52,13.34,-59.84,13.38,-15.76,2.38,-3.64,-44.88,-5.5,85.81,127.83,-1.7,-67.56,39.53,75.14,1.0
2.0,2.0,202.11,6.14,8.94,-304.66,8.6,11.73,52.37,-47.24,14.86,-8.99,56.19,26.56,-28.78,38.27,-42.88,0.42,3.52,4.24,-18.85,7.14,-11.42,176.0,67.74,-31.12,35.78,12.37,1.0
3.0,3.0,-80.55,13.32,103.87,72.65,64.06,-19.55,53.63,7.59,-22.73,-0.87,-18.31,-31.16,-38.24,57.04,41.1,-69.87,0.36,5.43,-28.11,-17.35,-37.77,-109.32,36.98,9.28,1.57,-33.1,0.0
1.0,2.0,-43.64,121.75,3.89,-240.92,23.06,-74.2,-93.42,48.7,-5.59,-3.54,148.65,49.85,-20.59,-14.51,-40.92,41.93,2.43,-4.97,-10.12,18.14,-7.9,-132.35,-23.63,-0.08,10.15,-204.65,0.0
3.0,2.0,91.55,-66.17,-15.25,-88.62,-44.34,108.52,-58.27,101.02,3.69,9.87,-88.93,32.82,63.71,34.98,-34.2,12.08,-3.68,-0.1,-22.81,2.5,25.5,114.75,87.45,41.4,39.16,-14.37,1.0
2.0,2.0,1.49,48.74,24.14,-320.35,49.48,-15.48,123.25,-118.6,-12.81,-1.7,17.75,4.93,-54.87,-11.12,-25.38,-1.04,-0.12,-1.41,-61.06,-14.39,50.36,-49.91,-36.02,32.13,46.15,-135.48,1.0
2.0,3.0,-102.66,109.72,72.21,-18.49,23.47,-159.13,-66.1,-130.84,-1.37,-3.19,-82.54,21.69,1.31,29.82,21.95,0.25,4.09,-2.69,-33.66,-0.53,-37.17,-47.47,-36.02,35.88,-9.16,11.18,1.0
2.0,2.0,9.67,47.37,31.32,-481.96,33.38,-54.57,6.92,39.31,-25.3,-2.64,-99.38,4.14,-38.74,-85.17,29.61,44.66,0.37,-1.71,-52.23,5.75,10.91,145.43,87.13,7.87,40.88,-100.8,1.0
3.0,2.0,-74.64,55.7,38.54,150.4,-55.28,-87.92,-3.11,38.6,23.41,-2.22,-49.22,-3.68,-104.71,-31.1,11.15,-62.02,-3.93,-3.9,-29.51,-3.69,11.28,-97.26,-16.05,-32.16,-21.69,-91.31,0.0
3.0,2.0,111.51,-77.39,39.88,212.02,-24.06,59.03,-111.35,-25.5,24.07,15.55,132.45,-5.41,-2.66,-11.4,-13.26,81.6,0.2,-6.19,41.44,6.8,-37.95,34.74,39.15,63.89,7.38,-233.16,1.0
2.0,2.0,-30.04,-31.0,7.29,-138.4,16.65,58.69,31.24,81.47,-1.31,-4.95,150.38,-27.16,-7.28,14.49,41.03,104.2,2.46,-0.65,-69.64,5.3,59.97,0.06,94.73,-28.54,14.37,-279.87,1.0
1.0,4.0,-33.24,-151.67,-23.66,173.41,13.76,43.23,113.75,28.44,43.39,8.23,49.48,18.51,-18.89,33.51,9.92,-17.57,0.56,2.76,-66.09,14.53,2.02,86.09,127.25,14.9,39.01,430.98,0.0
3.0,2.0,-140.13,33.42,35.44,-27.62,-29.86,-94.46,-77.12,93.16,3.97,6.39,-106.58,-46.65,22.65,23.37,20.17,-86.04,-3.98,-6.43,2.44,4.81,-18.36,77.26,-17.51,18.8,8.17,-101.88,0.0
3.0,2.0,61.8,-1.17,-43.24,-230.17,-7.61,18.47,-118.07,49.46,2.5,2.37,-90.99,-106.08,-20.96,34.08,-0.27,-25.61,-7.24,-4.16,22.66,-7.19,23.01,-70.58,-104.95,49.78,47.62,36.03,0.0
3.0,1.0,-74.79,94.76,-92.79,72.28,-42.58,2.14,-195.1,-168.64,-5.89,-5.95,-78.4,25.78,-29.65,95.36,-23.51,-45.95,5.55,-4.73,-59.25,8.18,98.26,65.57,-119.51,23.56,-28.52,-97.97,0.0
2.0,2.0,40.34,-164.14,-66.66,37.54,-57.75,35.24,-60.13,-83.97,1.7,11.26,-7.03,5.64,12.8,-29.87,3.93,20.43,2.46,6.95,-17.0,19.01,57.38,-70.22,4.12,-58.05,3.38,-154.93,1.0
2.0,2.0,21.54,-68.49,-66.76,-290.46,-17.48,54.38,18.03,-134.46,58.33,-5.36,-52.72,-39.29,7.39,-48.52,32.73,16.86,2.69,-4.94,-27.86,12.52,71.78,54.0,45.6,-24.11,-44.99,-294.91,1.0
2.0,3.0,-136.51,19.44,135.03,-28.26,-28.92,63.21,-25.65,-67.53,-13.6,-1.34,-38.81,5.19,31.1,-63.85,-23.37,39.53,-3.04,2.45,-30.63,-41.72,-35.66,-74.88,28.25,-43.13,6.4,-50.52,0.0
2.0,2.0,-122.55,-27.61,-46.39,-125.9,1.76,-19.4,-7.45,21.51,6.2,-2.35,62.35,14.57,-23.93,58.8,-12.79,37.21,-3.64,-6.5,-16.43,27.89,19.85,21.4,-14.49,-8.4,-0.03,-190.13,0.0
2.0,2.0,75.5,102.06,40.12,-104.6,30.21,-125.0,40.76,80.43,40.68,-4.94,66.87,87.67,-65.73,-91.28,-22.05,-6.93,-1.0,-1.7,-3.97,-1.32,-9.72,-13.95,-55.76,-25.6,3.67,-123.97,0.0
2.0,2.0,120.02,-180.45,-84.55,-81.51,-26.04,-11.17,-119.1,-11.37,35.05,7.81,167.94,-18.38,-17.17,-20.33,1.25,-4.79,-3.33,7.04,30.15,11.28,26.66,-16.98,-36.25,51.31,6.62,119.03,0.0
2.0,2.0,-27.79,-44.82,14.11,-312.29,-5.59,5.9,116.62,-113.95,46.24,-5.31,-171.39,-37.57,-13.51,9.74,-13.13,-19.22,-3.55,-0.11,11.1,-15.73,18.58,5.82,-7.11,-2.07,32.61,-98.06,1.0
3.0,1.0,22.06,-29.16,-102.16,-193.42,-23.95,114.09,38.76,-77.61,18.37,0.2,136.2,13.97,17.18,10.82,-38.47,-51.22,1.8,3.47,-4.07,8.05,76.47,98.54,15.96,-53.54,-44.02,-175.64,1.0
2.0,2.0,-49.64,-65.29,-93.2,-187.0,52.65,81.58,-25.28,-86.08,16.18,9.08,-31.74,-3.98,-8.7,-33.79,-5.18,19.43,-1.57,0.43,63.16,-6.6,3.48,20.75,-137.12,28.96,28.93,240.68,0.0
2.0,3.0,-17.81,-27.2,16.9,-108.75,-33.67,52.25,27.65,-138.26,-14.82,-4.0,72.16,1.15,-2.82,41.57,31.48,-80.25,-0.26,4.07,58.8,-26.03,-30.56,33.8,-118.53,8.62,-26.13,-38.86,0.0
2.0,3.0,74.83,-59.47,7.17,-36.71,70.56,48.62,148.57,111.66,1.74,4.35,-138.3,27.6,-34.29,35.51,-18.61,67.59,2.48,-8.14,-10.6,-9.46,4.25,94.28,-22.75,-36.76,21.96,36.39,0.0
3.0,2.0,68.47,-15.36,-5.61,-217.35,68.71,-34.06,30.01,-11.12,28.76,9.1,-39.43,-13.46,76.69,-39.89,24.64,31.35,-3.9,2.84,37.39,-5.8,-4.03,8.35,-64.96,0.22,28.2,-36.04,0.0
1.0,2.0,-8.81,-68.91,-58.83,-93.5,-28.61,89.37,190.62,-75.44,-12.03,1.85,54.91,26.39,-56.3,37.23,25.68,39.24,-0.36,6.4,-59.26,5.68,82.03,116.98,37.61,-2.91,34.08,-50.45,1.0
2.0,3.0,-47.33,-5.77,61.57,77.81,-10.33,71.99,-112.28,-59.54,-9.21,-3.46,11.01,-56.28,55.12,-54.8,-15.51,-100.55,-2.51,-1.55,-2.3,16.37,-50.23,-51.33,76.65,23.88,26.77,-269.62,1.0
3.0,2.0,30.13,-29.11,-12.51,-208.13,22.91,3.58,-75.92,19.13,-6.43,2.25,-31.74,1.12,50.82,-37.96,-18.07,-4.28,1.19,4.09,51.26,-17.22,14.88,187.65,-161.9,14.87,0.81,-220.21,0.0
1.0,3.0,177.13,-79.99,-71.23,-7.1,-3.77,43.85,163.62,8.77,37.21,7.9,1.91,19.31,-35.97,-7.51,-35.99,21.21,0.05,-2.36,14.14,2.73,11.88,-157.56,-56.47,9.92,23.68,265.59,0.0
2.0,2.0,140.63,-47.63,-103.4,14.66,32.49,55.08,62.83,-77.66,8.46,13.32,234.42,23.1,-44.85,-57.24,-48.77,60.22,-1.35,3.3,-8.41,19.94,64.7,0.06,-107.16,32.73,-19.07,-203.57,1.0
1.0,3.0,-0.26,-6.24,67.45,60.84,-15.31,-5.34,-11.29,87.58,-41.91,-7.68,80.21,10.69,11.32,-68.84,-5.62,-77.49,0.0,-1.48,5.71,-15.59,-57.49,25.59,16.32,19.88,-2.6,168.31,0.0
3.0,2.0,-54.74,-39.69,-24.18,-348.33,-53.82,-104.82,56.47,103.14,2.18,-4.84,256.03,8.31,8.76,13.68,-12.98,65.61,-4.58,4.45,-21.72,27.53,26.08,124.62,85.63,-9.52,-40.41,-277.63,1.0
1.0,1.0,14.31,14.19,-19.7,-237.23,37.34,-44.62,-8.43,81.3,-23.92,2.42,182.99,-9.09,9.76,-60.0,27.63,70.99,-1.9,-3.47,3.13,-5.21,47.58,-70.52,-91.83,62.43,17.82,-225.95,0.0
2.0,2.0,-182.52,38.38,-33.67,60.49,20.3,-11.91,123.26,-84.24,-18.53,-2.57,-28.14,-31.61,5.52,20.16,14.95,-29.77,2.61,1.3,-18.32,8.18,36.31,28.83,-103.84,-33.39,27.63,-108.81,0.0
1.0,2.0,-103.93,-37.35,-4.6,-197.18,-11.38,92.18,48.85,-5.99,-2.51,0.26,43.98,1.36,11.46,-37.96,-9.77,97.83,-0.4,0.53,-36.91,-18.79,45.31,63.67,-25.81,42.3,48.67,3.38,1.0
2.0,2.0,-133.41,-69.07,-110.86,-26.12,0.02,148.5,12.65,8.44,26.51,-0.99,14.85,-14.01,-7.87,-61.83,-11.23,-9.67,-1.17,3.1,12.76,14.35,61.03,-33.94,-42.1,27.06,-9.33,-159.61,1.0
2.0,0.0,-180.84,21.27,-251.39,-675.51,-2.79,101.62,-52.11,-164.6,37.46,-2.85,51.37,-30.53,29.73,52.46,12.29,124.0,-2.41,4.36,31.59,26.71,154.28,186.52,-175.53,21.78,22.28,-302.31,0.0
3.0,2.0,56.85,-35.18,8.32,-297.63,12.72,43.66,14.33,10.17,30.99,-1.76,-47.14,3.29,67.12,30.65,-18.03,-57.03,-0.13,-2.34,13.14,-14.36,-5.77,-15.85,19.78,24.23,60.33,128.09,0.0
3.0,1.0,90.12,-42.18,12.42,-17.05,4.23,0.5,55.51,79.78,31.21,9.41,-35.91,53.44,1.88,-32.16,35.72,38.75,-4.53,-2.13,-38.7,-32.2,80.38,21.47,28.12,17.85,-46.44,-84.72,1.0
1.0,2.0,-3.87,-30.48,-39.09,-222.15,-17.88,-31.81,13.69,-53.51,-16.98,-0.76,7.64,-3.52,18.24,-34.63,-28.23,124.13,-1.37,6.93,-51.44,29.84,37.53,158.32,87.54,-7.95,-0.62,-154.76,1.0
2.0,2.0,61.44,107.39,-121.02,-22.08,-5.85,6.05,-71.83,43.69,20.85,-4.73,146.08,-10.14,-28.38,-24.55,-6.14,-34.94,2.25,5.53,-53.3,17.02,79.0,42.32,-73.29,-37.08,-40.93,91.33,0.0
1.0,3.0,46.69,-58.14,-2.81,1.98,44.08,90.12,62.14,37.66,26.59,1.94,96.28,5.33,-78.91,79.82,-12.66,1.76,-0.28,-2.62,-23.9,-12.28,2.52,-19.95,15.08,-54.02,24.61,224.61,0.0
3.0,2.0,126.88,-64.58,-68.8,-177.8,24.94,36.89,-14.04,23.73,-7.94,-2.37,189.78,-2.47,-70.66,10.99,28.13,25.9,-2.03,2.36,-16.93,18.55,70.38,38.81,-56.85,42.57,-15.83,-416.9,1.0
3.0,2.0,-104.81,-15.1,-8.03,65.13,-22.42,43.05,-55.9,-17.21,-2.9,-7.81,75.97,-28.49,-23.26,27.88,-8.76,-35.78,2.89,-2.57,-8.27,27.48,-17.52,-85.94,66.59,102.89,32.22,-96.72,1.0
2.0,2.0,131.81,-6.68,-68.74,-184.76,-2.69,-35.35,18.0,-20.51,-12.76,-0.08,19.72,-6.32,-58.72,7.03,-8.7,65.36,3.95,-0.54,2.66,23.45,42.03,110.71,-78.28,40.75,5.47,-255.79,0.0
2.0,1.0,86.26,-71.17,-117.79,-78.69,26.51,-34.22,-60.51,53.36,9.07,-8.95,-62.73,-0.58,72.06,-41.32,22.88,36.31,-2.49,5.95,2.4,5.07,89.16,78.43,-131.04,-3.84,-21.93,-25.73,0.0
2.0,3.0,71.17,-25.71,-48.12,-236.56,-18.51,69.56,24.43,-71.26,-12.1,3.54,65.47,63.16,-13.26,-15.57,-12.13,2.72,-0.77,3.15,-53.3,25.8,30.72,-85.02,102.2,-12.78,14.49,-69.66,1.0
2.0,2.0,155.81,-19.53,27.15,-87.56,42.23,-31.33,-160.59,71.14,-41.62,-6.14,-46.58,-26.57,4.18,-27.66,-18.61,-17.83,1.5,3.94,13.3,-8.13,-25.78,25.77,-11.4,0.97,24.42,102.36,0.0
2.0,1.0,-57.0,36.47,-87.96,30.93,-38.42,-47.66,-134.64,-31.73,-40.83,-1.47,5.76,61.09,-54.17,25.0,43.0,-66.64,-2.3,0.46,-43.06,-6.15,99.43,-125.64,-102.96,-6.15,-58.46,39.17,1.0
2.0,2.0,85.06,27.97,-34.19,-163.59,13.36,118.84,-42.69,-9.26,10.16,0.42,-49.33,-33.97,-12.5,-12.5,-7.01,47.27,4.05,3.15,1.24,-18.67,17.18,-112.2,-104.09,-29.42,49.72,152.58,0.0
3.0,3.0,-43.95,86.42,124.44,152.7,26.97,-23.65,184.66,-167.33,-18.82,6.72,-9.85,16.2,13.63,-41.37,13.35,44.13,2.85,-4.88,-6.61,16.48,-84.53,-15.11,41.11,-37.06,-32.3,-479.93,1.0
3.0,3.0,-1.54,-108.2,12.63,31.67,44.86,139.45,-68.3,113.66,-13.65,-0.82,26.97,23.29,58.14,97.22,8.29,-48.85,0.01,-1.78,-2.73,-8.68,7.99,-132.65,-1.0,44.7,35.0,-123.12,1.0
2.0,1.0,4.54,-63.72,-129.1,-66.67,-52.56,102.05,140.03,153.51,-12.09,-3.78,-88.01,-7.93,-16.92,-14.58,2.97,-9.49,-2.81,1.69,-44.19,-7.98,134.45,111.51,-53.08,-11.24,-21.17,23.91,1.0
3.0,3.0,51.38,22.34,22.35,-14.43,-2.43,71.28,82.89,7.17,50.84,-7.26,-75.65,32.12,-9.24,29.49,-17.02,-74.82,-0.13,-2.34,33.87,13.0,-75.67,69.72,71.71,-14.03,25.14,79.42,1.0
1.0,2.0,-44.58,-84.58,-126.71,-321.01,29.45,64.32,-27.55,57.94,13.38,3.34,-108.4,-47.14,17.23,44.62,-0.02,12.2,2.57,1.2,-50.91,22.26,113.57,-86.59,-46.65,12.4,16.58,-232.3,0.0
1.0,2.0,1.96,-99.5,-118.24,205.11,-53.31,6.66,-48.38,-60.77,38.07,1.57,-24.1,-62.81,-17.05,6.05,-61.51,-17.08,3.94,-0.64,-29.62,7.63,111.28,-32.96,-84.93,10.6,-50.53,-54.73,0.0
2.0,3.0,-2.78,-0.1,-25.87,-25.6,77.27,59.0,82.67,-79.32,15.15,6.52,-31.07,33.05,4.78,-43.54,-45.04,2.39,1.69,-1.99,-6.43,49.39,-54.18,8.48,181.45,28.11,4.31,-2.22,1.0
3.0,2.0,11.48,-21.7,-31.01,-248.03,21.58,-54.46,-3.79,-65.37,-31.15,-7.67,34.62,-39.63,12.5,-41.76,31.13,-41.93,0.28,4.48,-48.57,27.11,43.03,81.39,85.19,-27.31,-6.41,-214.99,1.0
3.0,1.0,-170.94,-58.91,-155.31,-33.29,-29.95,128.86,-89.46,96.58,-16.42,2.81,2.7,33.24,-33.65,79.09,19.37,35.35,5.39,-0.4,-15.3,1.83,118.28,-83.25,-68.05,-36.6,-43.01,-10.42,1.0
2.0,1.0,95.35,-98.22,-169.89,-166.56,6.67,78.45,-183.49,-79.81,-36.47,3.55,113.3,-22.26,35.26,19.31,0.41,86.23,-1.36,0.42,-21.56,0.66,152.56,48.48,-84.56,51.76,-41.35,-94.66,1.0
2.0,2.0,-19.83,-92.15,-14.93,-207.41,-62.18,56.8,-84.39,166.7,-3.16,-5.27,-11.63,-19.96,-5.09,-20.49,23.58,59.4,-2.9,6.06,-15.16,-11.25,34.7,-89.27,-2.58,-43.19,50.3,39.87,0.0
2.0,2.0,125.84,202.08,66.83,-44.9,4.57,-81.22,-49.42,13.73,-22.12,1.64,-32.23,33.29,-25.03,-17.64,-35.55,-77.23,-1.91,-0.18,-38.17,7.18,-30.95,67.31,-22.26,-78.52,23.92,-137.92,0.0
2.0,1.0,-45.69,-78.62,-141.86,-273.71,26.9,-5.98,-55.31,95.38,3.34,4.67,93.68,-3.87,-49.93,-18.27,-1.03,17.28,0.1,0.59,-31.98,3.24,126.95,-101.29,-75.28,14.6,-13.18,25.48,1.0
1.0,1.0,63.96,-58.82,-158.98,-268.64,16.8,125.52,-23.12,-58.91,38.72,11.4,-130.75,-3.14,55.14,23.39,21.81,35.4,2.07,1.13,-65.48,4.03,173.65,-50.85,-9.2,46.64,-60.77,-254.1,1.0
2.0,2.0,86.93,-29.83,-14.52,179.66,-61.06,-81.24,234.23,108.5,44.77,-11.23,-0.14,20.1,38.26,-41.15,15.08,-103.53,-4.9,7.13,-20.36,8.59,25.01,38.99,-50.8,18.16,-23.83,-58.19,0.0
1.0,3.0,-46.75,-81.8,-47.19,22.74,-36.97,64.18,-93.5,40.37,-3.52,-2.96,30.72,15.35,-33.42,-16.38,13.94,41.85,-4.64,-1.71,8.18,2.1,-3.99,41.42,-30.4,-30.37,17.01,234.05,0.0
2.0,1.0,-15.39,-18.65,-137.2,-549.97,-8.59,25.41,-119.14,124.57,-38.34,9.16,33.75,20.22,-15.9,-28.36,-34.9,37.34,0.6,-5.05,33.54,18.75,79.27,-13.05,-132.51,-22.44,40.22,-265.81,0.0
3.0,3.0,49.15,12.13,71.13,-215.13,34.27,70.35,-0.83,-85.9,12.34,0.16,-6.51,-23.39,-23.69,-18.22,19.92,-54.24,-0.98,3.5,-5.31,-24.14,-33.62,-98.8,-79.39,-12.89,43.81,-89.86,1.0
2.0,3.0,13.49,37.17,51.29,-504.21,4.38,-16.58,36.03,103.57,9.78,3.79,21.57,-19.54,-33.9,9.88,12.14,-97.41,-2.37,0.17,-73.68,16.1,0.12,-17.13,150.06,21.85,14.44,-278.57,1.0
1.0,3.0,64.16,-138.16,5.98,176.09,71.52,102.96,116.26,-43.3,23.34,8.03,-87.82,-4.71,44.88,16.94,-31.16,34.45,-0.43,-4.93,46.6,17.43,-61.45,90.14,56.93,20.23,23.35,-10.72,0.0
2.0,3.0,27.33,-33.53,-30.16,-328.4,16.28,-37.56,-27.52,-90.22,54.52,3.88,-123.74,17.77,-8.96,20.23,4.33,-71.18,2.79,-4.67,-53.56,18.34,33.73,-67.78,-35.53,11.97,8.87,-174.34,1.0
2.0,3.0,-19.13,-44.49,6.22,144.76,-18.61,64.74,57.03,-0.26,11.07,0.37,61.01,-37.63,35.37,-37.06,45.91,-21.81,3.1,5.0,35.26,45.34,-85.81,-50.9,183.39,89.54,-4.61,-75.94,0.0
3.0,3.0,-16.27,-108.57,108.44,-155.49,53.96,109.99,29.1,47.1,-40.59,6.64,102.78,51.83,48.44,14.95,-37.36,40.45,-1.02,3.64,23.19,-16.18,-62.91,137.68,64.16,-16.57,43.66,-237.53,1.0
2.0,1.0,129.92,123.37,-72.05,-95.29,7.5,12.13,17.98,-31.2,15.49,2.72,71.05,35.92,36.46,14.57,3.12,17.42,-4.03,-1.69,-20.38,28.4,34.16,64.39,-4.23,11.43,-4.73,-132.1,0.0
1.0,3.0,-33.78,7.09,-62.75,-68.03,17.92,59.32,64.85,68.1,63.17,1.65,-72.23,3.02,-20.16,33.3,-19.57,-16.68,-5.19,0.92,-33.82,22.26,15.95,163.22,27.86,6.27,23.37,116.57,1.0
1.0,2.0,-67.26,51.38,-14.23,275.17,3.96,38.59,-119.58,-16.57,14.03,2.16,-71.35,-8.33,13.22,31.33,-4.36,-8.51,-3.47,-1.53,-28.67,15.17,14.82,201.3,-76.27,-8.03,-0.08,-184.54,1.0
2.0,3.0,-105.24,0.44,153.22,-323.32,-29.99,70.97,-85.79,126.77,-36.1,2.56,-79.73,11.49,-34.6,53.02,13.84,30.44,1.02,1.44,26.55,-25.55,-94.12,3.47,78.29,-15.64,73.09,-152.84,1.0
2.0,2.0,-39.02,-31.33,-95.62,-16.98,-16.27,8.56,79.82,44.45,-55.05,-4.97,-183.26,63.12,19.72,-23.19,-28.98,-7.19,0.23,-0.16,-14.58,10.05,75.13,47.14,-106.77,69.39,1.12,-70.32,0.0
3.0,2.0,-73.82,64.5,-51.04,-276.12,-1.78,-70.67,97.83,-113.51,-22.27,-2.27,45.66,-30.39,38.84,-34.66,-65.55,-60.33,1.86,6.26,-23.19,0.4,59.3,174.3,-112.44,-22.29,-10.13,-117.85,0.0
3.0,3.0,49.27,-51.0,-22.03,84.58,-2.2,62.35,71.72,13.35,31.23,-6.04,-68.3,3.84,-50.16,-47.08,-22.62,76.45,-3.82,5.7,-23.57,-3.12,-3.62,114.7,1.42,0.92,17.53,306.61,0.0
3.0,2.0,23.44,20.5,50.95,-136.87,35.07,70.02,12.07,-121.0,-23.8,-2.44,27.86,21.35,29.37,-14.32,-0.6,-46.62,5.09,-5.71,-20.8,-22.71,-12.0,7.96,34.43,23.32,30.69,87.82,0.0
2.0,2.0,-152.85,-73.01,-84.62,-171.15,-8.79,28.57,-314.69,-87.67,6.94,0.5,123.83,70.76,67.9,24.96,-43.25,139.51,0.51,-2.59,-40.81,5.73,106.52,-61.04,-56.39,11.27,-15.44,-255.41,1.0
2.0,4.0,-57.19,-89.39,-17.34,-28.05,-31.75,97.36,-75.43,8.1,-76.54,-2.88,68.37,1.18,2.22,43.3,2.71,34.24,2.8,-0.4,28.51,9.34,-44.38,-122.05,1.79,25.21,2.87,64.07,1.0
4.0,2.0,-7.96,-58.48,125.11,-31.88,54.34,128.81,-62.09,-8.44,42.29,-2.48,-50.76,1.08,75.18,29.76,-37.86,49.19,0.66,0.51,-2.43,-4.68,-47.97,72.44,172.85,16.19,27.23,-429.51,1.0
3.0,1.0,-4.49,-104.8,-110.74,-109.42,-32.94,115.92,59.28,37.39,-14.35,6.35,108.64,37.91,-25.9,-64.81,-26.3,-80.05,-4.96,2.21,-21.13,-1.75,110.02,164.59,-30.66,6.69,-17.95,-118.15,1.0
1.0,2.0,-30.95,-30.35,24.14,-95.82,-73.37,-24.29,-92.36,-119.82,-32.97,3.27,-4.42,5.71,-33.57,-12.38,-29.85,9.43,-1.79,-0.29,16.42,16.26,-32.13,-80.15,52.82,-14.78,2.08,-186.67,1.0
2.0,1.0,261.46,2.43,-98.79,-238.5,-4.19,20.5,-114.91,160.33,-51.32,11.09,-196.67,20.37,-37.87,13.95,4.29,31.21,-1.22,-2.52,-5.7,15.47,72.22,94.92,-76.78,15.39,4.71,-189.74,0.0
2.0,1.0,76.99,-30.09,-127.91,-408.07,28.01,48.75,-137.49,18.88,-60.6,1.33,-27.38,-4.0,34.56,-3.94,10.98,-105.96,-0.75,-0.42,47.46,3.1,42.82,-21.93,-110.1,-15.24,87.18,242.5,0.0
2.0,3.0,64.84,-90.2,-40.0,-78.04,1.15,106.57,51.85,64.37,23.71,-11.79,152.53,-105.89,-4.99,1.85,-24.04,-31.98,-3.75,-0.67,13.54,-11.61,12.84,14.21,-52.54,7.96,2.41,101.48,0.0
1.0,3.0,-142.09,-31.62,-28.47,-81.12,-34.44,51.45,51.56,170.28,-39.5,-12.23,-80.22,-32.01,6.88,-47.09,39.87,-62.23,-0.45,-2.64,-14.44,29.37,-19.21,168.98,73.39,-10.34,15.98,-17.58,1.0
2.0,2.0,58.03,-24.88,-63.29,-407.13,72.69,-46.96,-104.96,47.64,-30.26,-11.01,-122.21,50.29,13.01,-23.53,-3.84,-107.14,2.78,3.73,-33.99,24.0,29.32,31.21,81.34,5.09,9.64,78.77,1.0
2.0,2.0,77.17,43.12,-29.74,6.33,1.22,-79.02,-99.18,-115.26,35.24,-3.51,15.05,-15.85,59.41,-42.47,14.54,-11.25,-0.06,2.4,-12.71,7.9,13.22,110.75,-64.21,-9.59,-10.94,64.32,0.0
2.0,2.0,91.67,-63.88,-68.57,44.07,-15.67,-3.39,-139.48,94.11,20.48,-0.2,-64.83,3.08,12.15,18.21,-14.29,115.28,1.75,-3.43,-21.66,29.62,47.6,-34.74,59.08,51.5,-7.49,-115.44,1.0
3.0,2.0,49.86,-40.53,-85.22,-222.13,45.17,-31.5,-0.68,-60.3,19.54,-4.64,62.7,5.3,6.65,-14.44,-39.07,-79.65,-1.6,-7.15,0.79,12.17,48.96,72.81,-102.49,-40.07,9.19,-42.24,0.0
2.0,2.0,8.59,17.31,87.29,-214.9,40.88,39.31,252.19,-36.71,-6.58,-3.64,38.2,-45.99,19.31,20.48,-1.1,-84.68,0.8,-4.35,-5.33,-30.66,-12.65,-208.11,-0.61,-5.34,20.21,-163.24,0.0
3.0,2.0,38.5,-25.94,-95.41,-186.33,34.27,28.79,-52.49,145.39,-23.53,-0.97,33.2,-32.79,-24.33,-62.32,7.36,-13.8,-2.41,3.28,-38.43,19.85,69.52,22.96,-3.95,-34.24,-17.32,-79.38,1.0
1.0,2.0,-12.91,76.32,-15.2,-156.42,-9.0,117.88,-74.4,80.61,13.79,5.18,-205.41,16.25,33.06,-1.9,-10.64,-80.8,1.96,2.93,-0.22,-22.45,8.36,19.4,-117.19,35.06,26.51,78.7,0.0
2.0,1.0,-45.88,94.62,-111.01,-441.84,88.46,-2.45,73.85,-41.09,-45.01,2.46,113.83,17.16,2.68,-53.71,18.5,54.1,-2.72,-1.09,-9.13,31.54,67.4,-94.62,-49.27,-70.47,-8.91,-327.1,0.0
1.0,3.0,-53.91,-135.67,-56.75,-66.13,18.71,39.75,-125.04,-97.9,-20.4,-14.25,-95.97,-76.16,13.67,-34.99,18.15,48.81,-2.41,6.09,25.32,4.93,13.48,28.61,-47.81,-22.99,2.61,30.56,0.0
