cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
1.0,2.0,2.0,2.0,64.39,81.34,-46.24,-53.74,25.74,261.62,0.87,105.37,127.33,93.96,-6.34,25.04,78.7,0.22,-41.91,-0.07,16.36,126.21,55.88,-141.99,114.95,1.0
1.0,1.0,1.0,2.0,204.38,24.06,3.76,27.84,-42.46,149.74,-15.62,-30.56,-4.64,21.24,36.09,13.89,31.73,0.73,29.44,-0.94,28.12,-156.56,34.63,88.9,72.55,1.0
2.0,2.0,1.0,1.0,-57.71,-114.69,-0.66,-14.66,-8.69,-71.13,93.5,-135.03,153.02,23.98,-33.55,77.57,17.7,1.92,4.23,1.66,4.98,112.36,107.72,12.19,15.73,0.0
2.0,2.0,1.0,2.0,189.34,-112.03,-2.8,-11.66,13.47,-54.69,-38.08,-96.87,25.24,27.45,10.26,62.89,10.93,-0.55,19.39,-4.41,13.96,-169.76,8.92,7.93,86.49,0.0
1.0,1.0,2.0,1.0,21.48,-37.77,-42.27,-80.77,14.23,73.87,-48.7,43.15,-160.32,-74.69,22.38,109.47,-12.54,1.36,33.79,0.89,20.88,-41.42,-121.77,-92.78,-56.14,0.0
2.0,3.0,1.0,2.0,-338.96,-102.8,49.88,-76.3,-224.81,-283.86,-29.84,-99.96,-0.66,135.05,-23.87,-84.84,-95.4,-0.63,-12.61,1.08,9.87,-228.14,65.75,-57.2,64.3,2.0
1.0,1.0,2.0,1.0,67.55,-119.6,-15.59,41.51,-106.21,18.72,70.85,-63.11,-142.11,-113.42,-26.9,13.78,40.42,-1.63,88.29,-1.12,24.9,-102.97,40.12,4.49,4.35,0.0
0.0,2.0,1.0,1.0,181.08,-51.62,-41.68,11.21,-356.11,529.57,-147.45,10.09,-250.9,-63.55,23.44,45.44,-32.66,-0.63,-16.9,-3.8,-13.64,-475.68,-46.96,84.83,-11.89,1.0
1.0,2.0,1.0,1.0,342.29,30.12,5.71,23.0,-136.03,148.94,-137.76,16.05,106.63,101.81,-40.73,103.93,-14.66,1.55,-15.21,0.63,-20.13,-372.02,94.79,-70.29,-50.31,0.0
2.0,2.0,2.0,1.0,-70.07,-11.45,-73.26,42.26,-26.13,94.36,104.07,79.49,133.55,2.66,54.29,-0.62,10.63,0.88,-85.51,-3.33,4.15,244.15,-23.61,158.15,-31.16,1.0
2.0,2.0,2.0,2.0,-27.6,-152.22,-68.95,-23.31,-3.96,157.68,-20.94,-74.94,31.87,62.58,13.4,88.85,-0.51,-0.69,-72.46,-1.85,-28.18,37.33,-45.63,-9.89,-2.63,0.0
2.0,2.0,1.0,2.0,-207.32,53.41,49.83,-70.81,56.13,-99.65,121.1,47.06,93.48,201.58,45.41,-1.99,40.38,-0.56,55.53,-2.67,58.22,169.55,46.67,-40.18,-34.68,1.0
3.0,2.0,2.0,2.0,402.48,-295.98,21.22,49.9,259.78,-103.78,27.36,-33.19,-17.42,132.64,-21.8,21.56,80.82,0.63,60.48,-3.09,2.17,-154.85,37.25,-0.23,1.51,2.0
1.0,2.0,1.0,2.0,-18.21,119.48,-36.71,72.71,-50.11,-353.57,-56.22,66.9,-10.12,-72.85,-7.66,12.72,56.56,0.76,27.98,2.61,5.4,-162.5,-75.87,-53.24,80.33,2.0
2.0,1.0,2.0,1.0,-55.03,-28.11,-89.43,62.24,-27.6,-138.07,-16.38,-8.17,76.18,41.42,-9.54,40.22,-13.47,0.38,-29.73,-2.2,-21.71,35.15,-39.06,2.69,3.72,0.0
2.0,3.0,1.0,1.0,-273.15,-79.79,7.24,23.42,113.85,9.41,-13.52,0.61,-18.27,170.85,-63.28,-42.74,-2.86,0.06,51.28,-1.58,18.49,66.87,-0.86,-36.47,15.31,2.0
2.0,2.0,1.0,2.0,-204.49,10.69,45.96,-2.34,294.14,-199.96,-34.43,-88.87,135.04,119.49,70.48,-20.17,-30.14,0.14,-43.23,1.84,21.77,232.3,31.02,6.64,27.17,1.0
2.0,2.0,1.0,1.0,-58.93,97.29,18.68,-92.83,73.19,-168.34,42.42,52.52,171.72,-156.06,54.49,-2.44,24.47,1.17,69.52,-4.54,31.87,301.31,-5.14,82.19,-110.84,0.0
2.0,2.0,2.0,1.0,112.14,-124.69,-2.78,-41.21,55.65,-59.35,-36.6,-114.83,105.19,83.27,45.73,33.4,29.04,-1.29,-16.89,-1.87,-19.66,-105.86,44.4,87.37,33.36,0.0
2.0,2.0,0.0,2.0,255.61,209.13,-21.59,50.93,135.04,-429.15,-62.62,-87.48,-10.3,-111.39,44.26,54.72,-4.51,0.05,-1.33,1.97,50.73,-266.61,-17.15,62.13,118.37,2.0
1.0,2.0,1.0,2.0,-73.6,-73.62,-83.38,24.11,-50.66,-15.85,-57.06,19.47,20.55,76.55,30.74,10.47,-109.85,1.0,17.5,-0.17,31.84,-56.93,48.24,-37.16,-104.86,2.0
1.0,0.0,1.0,1.0,-157.94,-102.99,2.66,-81.81,133.12,49.55,-20.59,65.51,38.94,68.57,-42.53,-52.24,134.8,-1.37,84.88,1.04,-13.52,307.16,15.1,12.29,42.89,2.0
1.0,2.0,1.0,2.0,-62.52,-72.75,-58.88,-68.88,-99.53,17.31,15.42,53.18,-85.19,-68.35,45.66,41.11,24.36,-0.0,-17.07,1.65,46.9,-25.55,-32.24,-44.18,43.17,1.0
1.0,2.0,2.0,1.0,103.24,-114.17,21.29,24.77,-90.52,384.81,-45.48,22.03,-46.02,-60.0,-59.87,-29.96,-147.61,0.06,30.38,4.31,13.4,-25.77,-18.64,-30.43,-3.44,0.0
1.0,1.0,1.0,2.0,204.05,24.94,-83.43,20.85,-189.92,242.05,-47.95,-29.04,-42.64,104.63,30.96,39.22,17.73,0.75,24.55,3.52,27.59,-324.45,10.98,46.1,35.45,0.0
1.0,1.0,2.0,1.0,-171.29,-53.52,20.79,9.09,77.84,-46.23,25.33,29.19,-124.25,31.22,35.58,13.39,-87.75,1.22,-104.12,-0.1,14.24,101.9,-24.23,-52.76,-120.75,2.0
2.0,2.0,2.0,1.0,-56.35,-200.78,20.75,-16.63,109.66,-142.39,31.85,-88.84,182.13,-86.6,16.98,-49.82,42.01,1.42,-11.55,2.03,-84.82,300.86,58.34,62.28,-53.89,0.0
1.0,1.0,1.0,2.0,-241.0,145.05,-78.75,6.97,-80.43,95.59,-43.82,69.11,133.31,101.9,36.62,75.64,35.88,0.17,113.43,-3.82,-60.9,166.05,14.33,-27.86,-60.44,2.0
2.0,1.0,2.0,2.0,-20.21,13.12,58.87,-28.49,6.59,5.91,84.91,-28.76,44.71,30.2,-31.52,-19.02,-5.97,-0.7,3.16,5.51,11.72,96.58,26.39,123.03,6.45,0.0
0.0,3.0,1.0,3.0,103.7,43.26,81.0,28.26,-126.65,573.8,-139.69,-75.12,-244.92,-35.11,-53.82,45.4,44.92,-0.89,7.27,-5.69,48.35,-317.52,53.95,-115.14,7.35,1.0
1.0,2.0,1.0,1.0,282.86,-131.68,33.11,-46.12,-163.96,194.82,39.65,113.04,-267.06,-168.13,18.03,-0.17,15.82,0.47,-42.84,-0.66,-5.0,-282.16,12.22,94.78,95.96,1.0
2.0,1.0,1.0,1.0,-280.71,-207.79,-9.71,26.95,-196.34,-195.54,37.2,156.92,64.43,-86.9,-29.35,35.53,-7.17,0.31,71.83,0.12,10.03,209.3,90.18,-42.46,-15.37,1.0
1.0,1.0,2.0,1.0,159.43,-50.63,-50.34,129.51,-141.22,227.7,4.27,-63.22,151.28,-74.82,-21.97,-14.13,-33.5,-0.9,-115.49,0.61,-51.11,48.11,-59.21,73.11,35.99,1.0
2.0,2.0,2.0,1.0,100.9,-118.44,34.68,-52.28,-156.87,444.01,34.76,-128.96,175.42,105.74,16.91,-13.99,-38.21,-0.68,117.19,6.98,19.23,17.8,-18.89,27.97,70.47,1.0
1.0,1.0,2.0,1.0,133.32,-52.22,84.84,-0.76,-115.24,-244.66,-93.27,61.91,65.91,-181.37,8.93,25.13,4.39,0.62,-1.84,0.76,12.63,-100.31,-16.01,91.53,94.36,2.0
1.0,1.0,2.0,2.0,16.47,74.78,7.21,-11.41,-108.19,184.24,-10.36,-80.18,1.27,82.57,-28.9,-42.82,30.15,0.56,33.41,1.56,-9.22,-82.79,30.14,-15.27,-104.38,0.0
1.0,1.0,1.0,2.0,-485.02,36.06,55.19,11.85,-8.85,-118.98,-11.59,38.95,8.29,90.21,-24.85,-46.58,2.88,-0.36,-1.44,2.09,-5.12,233.44,22.53,-6.79,52.73,2.0
2.0,1.0,2.0,2.0,-163.96,-167.91,46.72,-7.59,-64.08,-70.81,97.76,-81.09,187.48,104.69,-16.91,-23.75,-36.82,-0.03,40.22,-6.09,-2.01,188.78,52.02,97.22,16.01,1.0
2.0,1.0,1.0,2.0,106.15,-2.32,-2.9,-34.13,161.14,-214.37,40.85,-16.05,75.71,73.15,-29.04,-31.41,70.63,0.04,-21.62,-3.89,18.73,29.18,19.67,107.64,-73.57,1.0
1.0,2.0,1.0,2.0,-129.17,-72.05,-59.18,-3.91,-154.66,53.44,-37.9,-40.07,48.88,-30.21,-85.59,-98.76,-12.41,0.24,-47.07,1.31,-18.93,11.29,31.37,53.61,-104.69,0.0
1.0,1.0,2.0,2.0,-124.57,-119.93,60.17,-16.51,34.05,113.66,-1.31,71.77,0.9,-107.51,77.1,-17.7,-18.49,0.39,39.89,4.6,-6.95,268.85,5.87,99.92,146.11,0.0
1.0,1.0,1.0,1.0,47.21,57.21,25.45,-14.28,-16.71,-52.2,-84.09,13.78,87.95,135.04,-36.19,-72.52,108.62,-0.35,-29.38,-0.82,38.7,-120.75,23.25,82.41,-51.72,0.0
2.0,2.0,1.0,1.0,-83.91,-85.57,-1.42,35.73,6.98,-45.8,43.71,3.42,-45.22,94.13,1.24,-43.96,-49.58,-1.73,43.75,1.75,27.08,-27.08,40.06,-128.87,36.28,2.0
2.0,2.0,1.0,1.0,-55.47,-81.95,18.09,-49.17,18.91,-89.36,-44.51,37.31,91.31,106.29,-42.05,117.55,-69.65,0.52,21.06,-2.7,-29.49,-4.11,-28.4,-76.41,-104.05,2.0
2.0,1.0,1.0,0.0,90.57,62.3,63.04,62.34,202.19,-95.2,38.83,82.51,-40.63,17.02,-1.37,-100.83,-31.72,1.49,32.16,-7.07,-6.51,66.81,-65.42,-19.74,-21.88,1.0
2.0,2.0,1.0,1.0,88.35,33.96,17.41,11.11,-26.32,-69.72,15.99,-31.03,0.35,-64.04,44.06,-2.36,-89.76,-1.33,57.61,1.61,-53.19,-73.35,-63.88,-76.32,77.34,2.0
2.0,2.0,2.0,1.0,-82.81,-106.7,-5.73,1.41,-70.34,-321.99,29.12,36.25,12.91,-160.61,-18.27,0.21,-42.69,-0.31,-11.68,0.47,-20.59,36.31,-23.0,39.61,42.09,0.0
2.0,1.0,2.0,1.0,-180.33,-74.23,74.03,57.83,113.69,111.88,8.7,-93.05,129.4,-36.42,-81.88,-80.07,-71.41,-1.86,-27.45,-1.35,-13.66,370.45,68.89,187.14,-33.79,0.0
2.0,1.0,1.0,1.0,-23.99,-47.9,32.1,100.72,105.71,76.48,-2.39,-63.08,0.77,110.91,-83.61,41.44,-34.66,-0.48,-66.16,-0.72,10.66,46.94,78.95,-42.77,124.55,1.0
2.0,2.0,2.0,2.0,-80.74,29.49,31.24,-54.25,-129.16,-3.23,153.57,30.07,150.03,125.14,-89.49,-64.79,-22.16,-1.85,-93.31,-0.94,-68.77,78.22,24.94,198.17,62.66,1.0
1.0,1.0,3.0,1.0,48.83,245.19,55.62,16.91,-167.4,41.09,52.49,-97.73,-90.71,-127.92,78.85,28.56,-87.7,0.61,-0.09,3.7,-8.18,-169.82,-39.13,91.19,-54.62,2.0
1.0,2.0,1.0,2.0,-47.0,-10.38,-70.2,49.23,17.37,76.84,-38.96,10.91,-88.19,-23.31,4.74,62.41,4.97,0.08,-24.95,-5.64,-0.53,-13.5,-62.17,30.32,-22.59,1.0
1.0,2.0,1.0,2.0,-33.11,147.74,9.45,9.39,45.61,229.18,-40.08,8.99,-189.11,-1.4,23.79,-24.49,54.06,-1.07,18.79,0.49,-49.51,-83.39,42.02,162.04,68.44,1.0
1.0,0.0,1.0,1.0,285.95,229.05,52.17,-16.75,-117.11,-7.72,69.15,30.1,-77.01,49.47,12.37,40.26,45.06,-1.06,1.92,-5.67,49.91,-284.47,-7.48,45.17,42.01,0.0
1.0,3.0,1.0,1.0,-459.11,-90.84,-20.58,-21.0,-160.68,255.55,-77.47,-32.01,-79.92,-149.79,-62.87,58.31,81.54,-0.83,-57.27,2.78,19.35,191.41,6.94,-76.0,1.52,1.0
2.0,2.0,0.0,1.0,102.95,-209.2,50.08,36.12,-194.67,117.17,62.7,-54.06,7.76,30.81,-9.85,90.49,19.23,1.3,2.49,7.02,32.19,-152.79,12.39,47.99,89.38,1.0
2.0,2.0,0.0,1.0,-10.38,-172.26,4.27,21.77,-16.22,-140.14,-5.0,49.13,53.24,24.96,-50.67,48.72,1.21,-1.04,-36.7,3.09,-7.57,17.32,18.99,8.67,53.56,2.0
1.0,2.0,2.0,1.0,-396.75,-31.23,58.51,3.86,51.42,17.9,34.29,-48.22,-116.78,63.21,11.1,-86.59,0.22,-2.12,97.15,1.32,-20.13,169.21,38.44,3.97,51.6,2.0
2.0,1.0,2.0,1.0,38.03,-56.36,6.27,-10.68,-216.5,-243.18,-58.47,9.11,58.79,-51.47,46.24,40.27,-138.94,-2.01,-33.21,-3.84,40.82,-204.96,-50.17,84.2,-103.54,2.0
2.0,2.0,2.0,1.0,76.37,-35.26,-1.18,7.16,42.6,-96.32,6.68,-28.53,73.62,-5.77,-34.13,-138.38,-2.78,0.57,5.7,-3.53,61.18,1.14,5.25,90.9,6.33,2.0
2.0,3.0,1.0,1.0,-117.01,-163.86,-33.47,-26.53,-112.22,114.8,73.57,-68.52,-36.33,212.1,35.17,-42.37,-100.68,0.82,-93.06,3.42,-17.0,-142.51,100.79,126.82,-55.25,1.0
2.0,1.0,2.0,1.0,-7.08,-72.43,-74.5,-43.05,93.53,-202.3,70.97,128.23,-47.14,-8.67,-58.51,34.38,82.45,-1.11,10.21,-2.27,10.94,91.01,17.02,-17.43,24.36,1.0
1.0,1.0,1.0,2.0,-113.72,65.06,-2.68,-12.84,250.31,343.4,-40.68,34.77,-111.52,196.54,111.17,-34.73,-16.82,1.44,-11.01,-2.55,27.07,194.05,24.52,18.12,-74.72,2.0
2.0,2.0,1.0,2.0,57.54,-184.8,-30.77,-54.15,-59.92,-37.98,11.85,64.66,-50.9,-19.09,-46.34,-66.28,-80.83,-0.95,59.05,0.71,-10.98,-67.67,-48.58,76.14,-53.87,1.0
2.0,2.0,1.0,1.0,-33.87,64.64,7.24,-13.02,43.64,-273.65,108.92,56.93,136.04,-108.27,0.58,-60.92,16.45,0.65,14.77,1.94,4.15,205.36,27.83,78.46,65.87,0.0
1.0,1.0,1.0,2.0,-158.82,54.31,17.64,30.98,-140.84,-1.84,22.58,-17.26,-31.9,48.8,-26.58,24.82,20.01,-0.49,9.75,3.16,25.48,-43.75,29.01,-24.02,1.61,0.0
2.0,1.0,1.0,2.0,-42.12,-130.22,131.26,-60.99,-82.53,-192.65,30.57,59.55,-55.67,-78.1,31.96,-59.77,-67.8,-0.04,-5.07,2.94,-40.81,-30.05,-51.31,-70.02,-27.55,2.0
2.0,2.0,1.0,1.0,-35.47,-134.15,43.92,-3.4,-11.2,-94.9,30.58,-65.93,87.28,18.77,39.9,-61.47,-18.51,-1.63,29.51,-0.92,-8.63,24.71,-11.81,53.45,-27.67,2.0
1.0,2.0,2.0,1.0,-202.98,209.43,-18.91,-8.53,15.49,147.75,-14.26,36.83,133.89,58.08,-54.17,73.91,-8.49,-0.42,-43.2,2.64,14.12,234.73,69.82,-180.85,40.69,0.0
2.0,2.0,1.0,2.0,113.97,-171.45,-87.42,-69.45,21.17,-253.42,-49.06,2.84,-44.28,-29.03,-7.86,41.91,69.53,-1.97,66.93,-1.16,-65.53,-162.52,-90.71,21.2,-96.41,2.0
2.0,1.0,2.0,2.0,-58.42,20.93,-14.81,14.88,44.71,-135.56,93.49,46.85,22.06,7.38,76.44,-53.86,54.42,0.08,-25.05,-1.96,-80.43,120.66,-55.3,123.21,15.11,1.0
1.0,2.0,2.0,2.0,42.99,10.2,-5.48,-13.12,10.05,218.72,-46.52,-15.67,-103.61,85.42,65.99,-13.26,-56.29,-0.74,87.58,-3.02,5.23,-117.38,71.3,69.92,27.62,2.0
2.0,2.0,1.0,2.0,-249.34,-95.63,58.66,-34.56,38.02,-199.98,-34.59,12.56,115.11,-24.95,-4.47,62.43,0.88,1.44,12.99,3.64,42.56,211.88,-51.63,-52.97,-45.28,1.0
2.0,2.0,2.0,1.0,37.63,-57.21,44.8,-31.8,-64.34,-204.62,44.35,-43.96,-1.08,72.65,35.4,62.64,-6.21,1.26,-17.71,3.96,28.07,-186.65,49.47,-84.6,63.02,0.0
2.0,2.0,2.0,0.0,-38.1,12.38,-38.99,42.68,435.97,-79.61,25.58,-33.17,67.38,182.02,19.86,-105.98,118.43,0.75,3.67,-4.49,-43.75,237.38,95.34,-29.34,56.01,2.0
2.0,1.0,2.0,1.0,-23.92,32.15,19.67,41.35,-213.4,-26.37,41.48,-13.68,53.99,118.2,73.84,20.48,-27.9,0.82,8.45,-3.78,-5.89,-174.87,61.14,29.92,-51.12,0.0
1.0,1.0,1.0,1.0,-17.39,-206.54,20.69,14.22,-113.14,389.33,36.29,24.77,72.98,56.33,-3.31,-29.74,-25.54,-0.22,-21.32,-0.9,14.7,172.93,61.91,-70.96,-104.96,2.0
2.0,2.0,2.0,2.0,-152.46,-155.61,-27.82,-30.13,37.84,38.86,-51.12,-39.79,-21.08,119.37,-72.62,-46.67,53.27,1.23,1.26,-0.15,23.77,10.32,-17.93,-75.06,108.05,1.0
0.0,0.0,2.0,1.0,-518.2,154.15,-11.03,21.59,17.8,685.33,100.17,136.86,-149.7,334.63,-51.47,12.79,1.58,0.25,89.09,-0.1,7.26,438.11,109.7,69.11,70.84,2.0
2.0,1.0,1.0,1.0,204.16,-44.56,62.12,-3.57,-50.08,-275.22,-59.38,59.09,136.4,-121.03,-31.78,117.84,36.02,0.29,50.21,0.09,-11.35,-76.14,58.55,17.4,-70.74,2.0
2.0,2.0,1.0,1.0,-144.93,-33.28,-14.63,-30.46,47.84,-46.98,45.46,-10.97,-59.41,63.69,-44.0,73.84,55.3,0.15,-90.48,0.86,23.2,12.19,-96.08,95.56,34.09,0.0
1.0,2.0,1.0,1.0,-25.95,306.92,50.91,-39.78,-220.23,340.98,73.93,-148.51,115.79,143.33,8.09,29.92,14.64,-1.37,-20.47,-2.12,-9.18,-105.56,-64.4,103.52,-23.74,2.0
1.0,1.0,2.0,2.0,-198.62,-10.91,-17.67,-24.1,18.66,229.86,13.14,5.05,-63.95,113.26,-22.64,0.96,-12.35,-1.55,-3.06,-1.76,-35.14,133.13,-46.03,-89.91,-13.62,0.0
1.0,1.0,1.0,1.0,416.98,3.76,-77.09,-26.79,-101.42,420.28,-156.69,-60.16,75.4,-125.77,-16.73,2.6,-40.32,1.14,-70.35,-0.32,-1.05,-146.49,-2.82,154.0,2.9,1.0
2.0,2.0,2.0,1.0,124.03,73.81,24.6,-20.14,276.53,-207.64,-5.52,-44.44,-41.29,120.97,45.98,69.59,58.21,1.8,14.79,1.75,10.84,-104.67,-16.19,-26.98,11.32,1.0
1.0,2.0,2.0,1.0,-38.89,123.48,33.62,-17.65,165.52,64.27,-50.75,-77.75,-176.07,53.19,63.81,-65.3,102.31,0.02,41.07,3.15,58.0,-100.22,-19.02,67.06,-5.39,1.0
1.0,1.0,2.0,1.0,171.53,45.48,0.52,-7.38,-125.35,122.39,-16.67,-71.15,-146.34,-38.83,1.37,-40.82,11.8,-0.58,86.95,-1.44,21.15,-265.9,-90.79,-29.56,46.53,2.0
1.0,1.0,2.0,1.0,-85.09,-37.42,26.33,41.43,-60.5,99.88,-54.66,123.56,59.92,34.04,-26.75,-37.92,-109.13,-0.57,-57.1,-3.76,-19.49,119.07,-36.07,-85.18,-10.48,2.0
1.0,2.0,0.0,1.0,-177.37,-127.44,-0.84,18.47,-25.4,-12.16,-12.88,38.91,18.41,-111.4,75.02,0.3,-57.81,-0.23,-103.2,3.75,1.67,194.66,-47.07,2.48,-17.24,0.0
2.0,0.0,1.0,2.0,106.58,86.35,32.8,4.51,152.09,-44.52,26.2,32.56,145.49,-64.06,-89.56,24.49,22.28,0.7,-27.5,-2.45,-29.59,264.25,5.31,10.63,54.55,1.0
1.0,2.0,1.0,1.0,-240.81,-37.84,-88.14,-8.44,4.38,281.49,-9.69,44.9,133.2,46.64,38.13,-41.67,33.65,1.35,-68.78,3.22,-31.48,321.05,-53.38,-22.96,26.01,0.0
2.0,2.0,2.0,2.0,48.52,-31.97,-0.41,-35.36,-22.12,16.16,-13.21,-81.61,86.23,92.29,3.65,-17.73,35.55,-1.15,-77.15,-2.31,29.1,-85.28,20.12,-84.84,-85.64,0.0
1.0,1.0,2.0,1.0,-369.22,-96.76,-95.63,9.09,-8.12,307.13,111.45,18.38,-60.61,188.33,-15.91,-44.04,16.51,-0.59,-15.32,1.9,-14.69,278.12,-7.71,-109.14,52.4,2.0
2.0,2.0,1.0,1.0,171.61,38.53,-5.47,-13.99,287.85,-286.01,29.91,-70.36,-83.26,217.47,-7.49,-42.44,-85.59,2.34,-22.78,1.59,-33.08,-209.0,-100.4,63.62,-101.17,1.0
2.0,2.0,1.0,2.0,249.61,-24.41,6.94,56.53,-118.69,-10.55,-13.85,-35.85,168.01,-9.58,-10.18,-8.63,-5.89,1.66,41.54,0.16,2.33,-172.84,-18.41,19.83,52.35,0.0
2.0,2.0,1.0,1.0,164.43,-83.63,-7.5,-9.93,-150.77,-26.52,-18.7,-26.45,157.09,43.07,-27.21,25.76,-73.54,0.69,-5.83,-0.86,-9.19,-161.59,6.56,-59.45,73.55,0.0
2.0,1.0,1.0,2.0,703.72,-145.7,48.8,8.83,173.09,-33.69,-105.46,29.23,93.71,20.82,13.65,-81.6,-52.46,0.03,-82.12,0.11,52.05,-276.85,3.3,137.46,-39.62,2.0
1.0,2.0,1.0,1.0,-164.68,-85.3,64.93,-96.98,48.65,106.2,-25.46,51.71,-88.3,-7.04,10.06,66.88,123.38,0.07,46.09,-3.28,4.19,121.36,-4.03,-54.62,10.67,1.0
1.0,1.0,0.0,2.0,189.24,129.42,-2.12,21.42,-127.43,17.39,32.17,32.08,104.37,-63.49,21.37,-57.96,-46.47,-0.04,30.46,0.67,-18.19,-70.32,-29.19,-16.93,112.93,1.0
2.0,2.0,3.0,1.0,100.57,-180.03,-13.52,-29.29,-161.55,281.55,0.8,-87.2,30.88,29.78,61.59,-23.54,-18.59,0.07,12.4,-5.53,-30.33,-99.73,15.28,-57.38,-28.55,1.0
1.0,3.0,2.0,1.0,-9.62,49.75,36.53,-59.03,-208.41,441.89,18.4,-13.25,-147.31,230.55,13.06,75.37,41.08,-0.15,65.6,2.13,49.54,-378.42,59.74,-119.34,35.82,0.0
1.0,1.0,1.0,2.0,-33.91,176.48,32.22,-27.68,-81.67,-114.53,-15.03,63.51,75.22,-113.31,-49.65,-110.61,-3.37,-1.36,40.66,2.0,22.44,56.39,28.46,73.73,-45.64,0.0
1.0,0.0,2.0,2.0,-36.42,43.89,-57.82,84.94,-181.86,112.0,-9.9,59.7,5.86,19.27,-15.49,49.1,-47.04,1.36,27.23,-0.58,70.41,-19.61,2.18,-145.11,-112.41,1.0
1.0,1.0,2.0,2.0,-61.64,197.8,-15.14,28.15,106.27,222.93,-44.93,-16.55,82.99,141.1,20.27,-95.87,21.56,-0.14,27.36,-1.61,-24.33,125.55,46.39,56.07,50.03,2.0
2.0,3.0,2.0,1.0,291.15,-279.34,100.75,-48.65,285.34,-54.42,-113.49,61.19,73.99,157.27,22.58,-53.55,-35.18,0.24,23.15,0.87,16.61,-74.15,1.92,120.47,-27.0,2.0
1.0,2.0,2.0,1.0,-242.36,192.72,-8.97,-8.74,76.26,-24.28,77.72,105.43,116.76,32.9,-75.25,-20.07,-8.48,-0.85,21.05,1.18,-28.2,319.4,-2.53,-61.37,168.46,0.0
2.0,1.0,1.0,1.0,11.19,-12.5,2.9,-69.7,141.13,-36.6,12.51,91.31,-31.78,73.98,13.27,-23.1,11.13,-0.16,26.38,-0.24,69.77,70.76,-1.34,70.08,48.6,1.0
3.0,2.0,1.0,1.0,222.0,-332.73,65.89,-51.24,217.76,-268.01,-130.39,90.98,99.51,102.47,-49.99,54.86,6.86,-0.15,-51.46,-8.31,-34.48,-84.61,-75.55,-24.0,40.79,2.0
2.0,1.0,2.0,2.0,-122.05,-28.71,41.75,-16.28,38.64,35.57,83.95,1.84,133.61,72.32,4.79,37.27,-0.17,-0.68,-42.5,0.39,-50.4,241.52,17.2,-38.16,73.1,1.0
1.0,2.0,1.0,1.0,-5.04,184.91,-65.99,18.56,-205.45,-263.96,-30.45,94.18,-105.47,-125.94,76.88,31.13,-63.92,-0.74,59.26,1.08,7.56,-263.68,40.53,41.82,-11.31,2.0
2.0,2.0,2.0,1.0,37.2,258.98,37.79,52.65,-53.53,-296.91,77.22,83.27,137.52,-65.17,1.83,44.45,-43.14,-0.6,55.96,1.34,14.75,17.63,-30.99,-52.01,-54.3,0.0
1.0,2.0,2.0,2.0,-189.11,-115.96,18.85,-20.85,56.75,292.54,-32.59,66.95,-35.13,226.86,-12.6,-53.33,86.73,0.52,-0.61,1.59,18.82,95.04,-2.41,192.43,4.57,2.0
1.0,1.0,1.0,2.0,156.93,-105.52,27.87,49.28,-105.57,149.68,-15.36,-48.03,-30.75,-22.89,16.9,35.83,16.98,0.01,-38.36,3.32,18.05,-134.23,12.15,-56.57,-32.08,0.0
1.0,2.0,1.0,2.0,-384.1,-103.04,17.61,-3.29,-180.52,-263.82,-88.99,33.92,118.82,-107.73,53.41,23.02,8.43,-1.15,-17.92,-1.51,-27.35,161.54,70.63,27.21,-66.1,1.0
1.0,0.0,2.0,2.0,157.13,119.48,-17.35,-4.89,-98.08,255.19,103.87,-42.57,-188.32,252.52,4.93,165.99,-8.17,-1.07,23.67,4.86,24.39,-291.06,-34.43,53.97,58.79,0.0
1.0,2.0,2.0,2.0,-236.72,52.6,-19.96,2.18,-80.89,170.57,50.44,7.31,-49.33,127.47,49.81,22.2,-60.81,-0.81,-15.2,1.05,2.08,31.0,18.54,-85.71,-26.8,0.0
2.0,2.0,1.0,1.0,-141.69,88.97,17.42,17.43,-87.72,-100.83,49.65,10.17,99.5,-42.79,66.68,26.77,26.54,0.01,-18.38,3.21,17.55,88.74,-75.18,-18.36,33.53,2.0
3.0,1.0,2.0,1.0,392.34,-95.4,-3.91,-29.65,202.11,-150.76,47.93,-68.89,196.02,34.73,-50.32,-27.38,-74.87,-0.47,4.8,2.35,22.73,13.12,4.07,-18.82,-15.17,2.0
2.0,2.0,1.0,1.0,434.66,-52.22,51.81,82.12,-242.4,112.19,-80.47,14.73,200.43,36.24,1.39,-47.28,-89.86,-0.31,-23.69,2.16,2.59,-349.48,3.05,-12.07,29.43,0.0
2.0,3.0,1.0,1.0,121.77,-305.49,69.56,65.98,247.97,-496.86,-9.72,9.54,-102.3,-132.41,-96.0,-60.07,-48.05,0.38,-10.36,-2.15,-38.2,-58.53,2.65,26.97,-47.39,2.0
1.0,1.0,1.0,1.0,-212.9,-140.7,28.39,48.59,-70.19,169.37,15.58,3.29,45.99,51.78,32.83,79.35,75.55,1.95,59.87,-3.29,55.39,219.1,3.13,69.79,62.84,2.0
