cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
2.0,4.0,2.0,55.36,70.91,-13.52,-4.47,-1.82,7.78,-11.82,-44.28,-55.84,94.75,-65.06,151.69,0.0
1.0,2.0,1.0,92.12,-140.21,10.19,4.18,-0.3,-26.21,74.92,-3.18,-171.05,-29.65,-47.26,29.59,1.0
3.0,1.0,2.0,72.83,199.06,107.49,2.58,0.05,-67.15,26.13,8.48,307.01,2.85,-14.01,130.36,0.0
3.0,3.0,3.0,19.37,-179.44,-39.29,-0.88,-0.76,7.99,117.36,-24.77,18.8,62.23,15.88,-11.33,1.0
3.0,3.0,3.0,-0.31,77.37,37.56,-3.71,-0.05,29.42,-72.59,13.97,53.82,-11.08,-1.79,-28.81,1.0
2.0,2.0,2.0,-64.67,51.83,-4.19,6.41,-7.31,-64.35,-42.08,29.83,-63.3,31.15,-16.75,118.74,0.0
2.0,0.0,1.0,46.19,225.68,-9.96,-3.54,-3.82,40.01,92.64,35.8,55.6,-42.09,-116.6,277.61,0.0
4.0,2.0,3.0,-17.89,98.74,-4.64,-0.93,5.56,-50.95,-120.59,-4.57,158.69,-10.58,83.37,-73.65,1.0
2.0,1.0,1.0,58.36,-21.96,3.72,-1.7,0.61,-47.43,44.1,10.41,-153.71,53.29,-38.07,138.88,1.0
2.0,3.0,1.0,184.09,300.52,-14.57,-0.5,2.6,49.44,-69.46,69.0,76.46,-22.13,-137.03,176.69,0.0
2.0,2.0,2.0,-47.14,-146.98,-23.37,6.54,-4.25,86.77,-133.37,-46.75,-261.0,0.21,-49.68,48.76,0.0
2.0,2.0,2.0,81.18,-14.76,-8.39,-6.75,-3.31,54.02,-29.48,0.74,-84.51,37.0,-104.62,195.24,0.0
3.0,1.0,2.0,103.7,276.46,-74.66,-2.6,-2.38,-84.88,-38.35,8.33,13.75,83.74,-93.77,358.17,1.0
2.0,3.0,3.0,-25.33,265.16,-60.02,2.3,-1.42,-68.79,-107.84,3.44,-114.08,-79.26,-17.46,96.05,1.0
2.0,3.0,2.0,-28.32,-24.51,-29.23,5.33,0.92,-46.36,-79.53,-3.85,146.18,10.15,61.66,-156.54,0.0
2.0,2.0,2.0,86.18,186.48,2.92,-1.67,-2.07,-54.02,28.31,-18.88,260.53,18.97,-31.15,86.12,0.0
1.0,2.0,1.0,84.95,-87.43,-4.62,-1.47,-0.9,-3.1,-75.59,70.87,138.15,29.34,-16.95,-87.33,1.0
1.0,2.0,2.0,-150.86,278.42,-30.19,-2.05,-15.48,-43.33,19.61,16.04,-32.77,-65.69,-83.89,339.39,1.0
2.0,2.0,2.0,-19.75,386.16,26.73,1.13,-7.2,-69.36,54.33,-21.71,-68.23,-29.68,-97.45,386.96,1.0
2.0,2.0,1.0,-73.68,142.11,40.12,3.42,-5.87,-27.87,-25.63,-2.47,159.03,36.21,-13.78,113.91,0.0
3.0,2.0,2.0,88.21,-48.53,-56.18,-2.54,4.08,-66.62,-132.92,4.36,131.49,-86.76,29.47,-11.58,1.0
1.0,1.0,2.0,-27.38,-160.4,8.95,-1.05,-7.87,-29.26,-69.9,-7.03,-138.24,-6.5,-38.32,132.15,0.0
3.0,1.0,2.0,95.25,112.17,9.85,-2.71,-0.85,33.97,1.43,-11.52,-65.38,14.76,-100.73,255.1,0.0
2.0,2.0,2.0,40.32,208.53,41.66,-4.57,-0.66,-49.22,121.81,-8.21,-11.16,52.28,-50.46,204.07,0.0
4.0,1.0,2.0,97.73,251.97,-38.96,0.42,1.98,-9.15,68.71,-9.28,169.56,-72.14,-66.66,305.05,0.0
3.0,2.0,2.0,-20.16,-48.25,44.43,-0.03,0.01,-112.4,-50.79,30.61,-177.78,16.38,29.17,133.33,1.0
2.0,2.0,2.0,-19.8,-22.91,-6.93,-2.73,2.43,-102.97,49.44,-3.23,121.18,-16.82,83.13,-137.43,1.0
3.0,2.0,3.0,-17.08,213.84,-39.69,-2.44,-3.12,-33.33,78.97,-22.9,-234.07,3.59,-58.34,265.6,1.0
2.0,1.0,1.0,49.62,1.54,-92.39,-2.32,-3.93,30.8,-17.55,1.11,-22.2,20.49,-83.17,163.88,0.0
2.0,2.0,2.0,45.27,99.9,-7.22,1.33,1.12,13.62,148.75,10.95,256.36,-0.26,5.04,-106.98,1.0
3.0,3.0,1.0,21.52,50.66,-40.38,-4.99,-2.46,-46.26,-0.34,40.91,-4.03,33.34,-59.65,379.64,0.0
2.0,3.0,2.0,-79.91,-6.32,-56.48,1.18,-2.13,-90.85,109.5,30.91,174.92,29.99,76.35,-76.78,0.0
2.0,1.0,3.0,-75.39,224.32,18.63,0.78,-7.51,-46.46,-83.68,22.84,-129.76,-5.36,-49.88,221.47,1.0
3.0,3.0,2.0,-95.52,30.82,-16.51,-4.3,-5.91,-8.56,9.0,62.88,18.1,-75.37,-7.72,161.49,1.0
2.0,1.0,3.0,93.77,-25.71,27.8,2.37,4.91,68.11,0.28,-0.64,64.6,-10.16,-5.85,-162.32,0.0
2.0,3.0,2.0,74.41,101.04,-88.25,3.08,-0.01,-21.34,-18.53,3.47,-233.15,19.73,-94.2,287.76,1.0
2.0,3.0,2.0,-39.93,62.81,32.64,-1.39,-4.28,-63.23,-105.51,-6.03,-64.28,29.59,-9.13,131.73,1.0
2.0,2.0,1.0,-9.23,-71.34,-44.0,-3.35,-4.83,-51.94,-20.8,-59.2,45.23,64.66,-26.35,190.75,0.0
2.0,2.0,2.0,146.08,-77.26,3.79,2.87,-1.06,39.81,16.0,-16.13,-194.03,-54.56,-119.58,218.82,0.0
3.0,1.0,2.0,-24.94,91.2,2.28,-0.99,-4.6,-35.95,62.96,-24.57,104.18,-23.88,-25.91,201.71,0.0
3.0,0.0,3.0,21.59,125.67,-5.42,0.99,-1.49,19.91,-64.26,16.85,82.75,-81.86,-34.47,91.21,0.0
1.0,2.0,2.0,-37.95,-33.79,48.91,0.1,0.04,-31.61,-43.18,-8.61,-58.71,-107.18,30.03,-132.79,1.0
2.0,3.0,2.0,103.07,-17.73,-78.45,-3.18,-0.32,36.62,-59.04,-18.97,123.45,10.89,-51.17,1.53,1.0
3.0,2.0,3.0,-63.57,132.25,-17.24,-0.97,-5.5,60.13,77.36,7.14,-30.22,13.8,-72.61,341.77,0.0
3.0,3.0,2.0,100.05,167.01,29.04,-3.0,1.88,-20.88,71.26,28.61,137.23,61.25,-26.67,20.45,0.0
3.0,2.0,2.0,-66.34,221.68,-50.73,1.26,-3.91,-3.35,-14.85,-15.27,203.22,9.24,-18.88,158.68,0.0
1.0,2.0,3.0,-136.86,-11.04,8.74,-5.12,-1.59,50.4,47.01,-1.65,24.38,-3.73,80.73,-370.32,1.0
2.0,2.0,2.0,48.77,53.84,-7.76,2.59,0.81,-48.3,-47.29,29.85,-118.69,-63.65,-37.77,187.97,1.0
2.0,2.0,2.0,-38.58,-0.95,11.24,1.58,-4.29,-10.14,-4.07,70.52,204.74,50.17,-0.28,98.72,1.0
2.0,2.0,3.0,-71.83,-12.23,34.7,-3.19,0.19,18.43,-84.8,-27.38,-46.61,74.9,51.14,-165.44,1.0
3.0,3.0,3.0,21.45,-505.61,-94.21,-4.91,-1.19,130.47,36.19,-1.99,-160.44,-52.07,15.26,-208.03,0.0
2.0,4.0,4.0,-19.02,176.08,34.96,3.0,-7.04,43.37,-2.22,-4.79,13.79,-6.95,-55.62,42.4,0.0
3.0,2.0,2.0,18.0,41.98,22.15,-3.35,-10.34,-120.59,-42.11,29.84,-155.25,7.32,-99.82,545.53,1.0
2.0,2.0,2.0,-57.39,-49.5,-68.83,0.43,-3.49,48.72,-81.96,-3.53,-95.47,-66.54,-23.32,58.95,0.0
2.0,3.0,2.0,84.04,31.25,-18.92,1.92,4.41,95.74,-15.5,9.28,120.39,8.65,-19.35,-150.97,0.0
2.0,2.0,2.0,20.51,54.6,-9.9,-0.27,-5.46,30.38,-6.65,-13.41,-8.05,-37.64,-75.05,178.38,0.0
3.0,3.0,3.0,130.03,200.89,-60.25,-2.08,-3.03,101.76,-22.28,35.11,-5.35,25.15,-142.36,208.97,0.0
3.0,4.0,3.0,2.77,159.02,-5.59,7.8,-7.96,24.35,-125.3,-27.39,32.61,2.22,-92.23,276.19,0.0
2.0,3.0,2.0,6.53,175.09,34.19,-0.37,-4.01,-45.21,1.61,0.67,46.39,-56.04,-46.41,203.26,1.0
2.0,1.0,1.0,94.0,113.97,29.58,-1.25,-1.13,-19.78,-63.91,25.21,-178.42,-27.27,-117.0,354.94,1.0
3.0,0.0,3.0,4.36,128.25,-18.47,-2.39,-4.36,9.27,31.91,22.46,-59.24,67.17,-61.31,197.67,0.0
2.0,1.0,2.0,27.05,178.49,23.83,-0.54,0.55,24.72,0.45,-65.05,178.18,31.4,-18.56,-78.95,0.0
2.0,2.0,3.0,-54.99,286.28,-30.21,2.32,1.26,50.75,-95.62,4.1,-155.4,-34.22,-41.8,74.4,1.0
3.0,2.0,2.0,-11.25,191.38,25.25,-4.7,0.47,-84.48,-92.8,22.61,126.21,-51.14,17.74,92.27,0.0
2.0,2.0,3.0,-24.57,56.03,29.04,-4.06,2.46,-2.38,34.46,38.18,69.65,-44.51,50.91,-193.71,1.0
1.0,2.0,2.0,18.62,16.73,7.11,1.05,0.24,15.15,-25.77,16.7,-126.96,-68.16,-31.57,-12.06,1.0
1.0,2.0,1.0,35.63,-39.2,-16.77,-0.91,-0.67,-12.13,22.44,18.16,-283.59,-0.97,-57.39,69.79,1.0
3.0,2.0,1.0,-55.78,-11.95,20.88,-2.07,2.39,-46.38,14.72,46.26,21.82,-31.79,30.72,182.06,0.0
3.0,2.0,1.0,4.66,70.87,-45.61,-1.07,-2.34,-107.57,1.2,1.0,94.63,-66.58,-12.84,299.49,0.0
2.0,1.0,2.0,-94.61,-35.59,19.35,-0.32,-5.91,-33.24,-9.64,39.38,-67.16,58.5,-7.82,187.11,0.0
2.0,2.0,2.0,69.0,19.04,7.75,4.25,-3.71,12.14,58.24,28.79,-125.54,25.97,-99.28,260.86,0.0
3.0,3.0,1.0,98.53,119.56,-0.61,4.06,-5.58,-52.0,-17.12,-1.36,-9.06,-19.74,-124.2,498.23,0.0
1.0,3.0,2.0,-24.02,220.9,-54.19,5.04,0.5,91.51,-44.48,31.49,-190.11,26.48,-63.57,-9.1,1.0
2.0,2.0,2.0,38.15,96.26,-15.84,0.63,1.27,-42.58,129.06,19.21,-66.26,30.08,-27.72,94.32,1.0
2.0,2.0,2.0,-65.61,198.99,7.36,-2.39,-6.65,-95.59,8.91,-20.05,-44.26,35.86,-32.04,258.74,1.0
2.0,1.0,2.0,12.64,-13.07,5.72,-0.53,5.16,-66.78,-178.14,-7.67,44.11,74.35,78.93,-213.51,1.0
2.0,2.0,2.0,23.59,7.47,-26.38,-1.64,1.0,-21.03,99.11,65.12,-49.19,92.83,-4.51,-18.58,1.0
2.0,1.0,1.0,-62.21,-123.68,-71.28,-0.44,-5.62,91.93,-25.15,-22.65,-102.98,73.25,-73.56,259.68,0.0
2.0,2.0,1.0,43.82,-93.23,11.86,1.48,0.14,-69.8,62.54,34.42,-112.83,14.53,-10.13,80.6,1.0
3.0,2.0,2.0,77.31,-85.18,22.22,-0.65,-1.3,-57.92,-88.34,-66.81,50.12,-40.16,-28.81,243.43,1.0
2.0,2.0,2.0,-19.66,282.94,104.27,2.0,-3.25,16.65,174.8,-44.62,185.01,18.53,-49.76,126.26,0.0
2.0,3.0,1.0,-4.53,38.37,54.93,2.85,-5.71,1.29,-31.8,45.95,0.35,-6.13,-66.3,226.32,0.0
3.0,3.0,1.0,0.61,-59.09,-11.71,3.55,-3.52,-30.64,-28.79,-38.01,212.75,37.34,2.28,99.5,1.0
2.0,4.0,2.0,59.69,69.96,30.35,1.86,3.7,25.06,-23.02,18.07,103.05,-9.93,11.53,-206.81,0.0
2.0,3.0,2.0,-68.73,-47.37,35.58,-4.4,2.63,-66.74,-36.78,11.67,266.41,66.44,120.63,-214.23,1.0
3.0,2.0,3.0,-58.86,225.72,3.48,4.88,4.26,1.21,-21.26,-6.64,-25.82,77.75,38.33,-46.51,1.0
2.0,2.0,1.0,-112.08,77.98,76.06,2.22,-7.65,32.54,-14.4,40.51,213.49,23.53,-16.42,95.58,0.0
3.0,2.0,3.0,18.94,142.64,40.32,0.44,0.62,63.47,46.52,-33.12,123.88,2.14,-23.11,14.24,1.0
2.0,2.0,3.0,31.43,101.21,13.29,4.33,-4.39,15.53,29.4,1.23,-75.53,-41.74,-65.96,101.93,0.0
3.0,1.0,2.0,-0.49,50.39,24.4,1.73,-3.69,39.51,-6.4,57.34,-83.09,-33.43,-78.39,300.92,0.0
3.0,3.0,2.0,70.71,-101.89,104.66,0.06,1.09,-19.26,-40.36,26.82,175.18,38.96,5.67,53.18,1.0
3.0,0.0,2.0,23.06,-19.29,-22.84,1.92,2.81,-37.03,-10.6,11.39,-150.1,-14.92,-0.94,98.57,1.0
3.0,2.0,2.0,-22.92,208.4,-22.9,-3.51,-5.28,0.73,-60.51,-16.93,58.58,25.52,-76.37,338.95,0.0
2.0,2.0,2.0,-34.58,-27.33,29.18,0.42,-2.94,64.18,-28.95,-21.79,94.86,-9.81,-8.74,-61.41,0.0
3.0,2.0,2.0,-30.95,-152.71,9.76,-1.16,-3.77,-16.5,58.46,-26.98,-8.83,44.35,12.52,60.7,1.0
1.0,3.0,2.0,97.84,27.14,-6.71,-2.78,3.05,-47.93,47.83,27.22,78.62,-89.61,20.0,-198.66,0.0
2.0,2.0,2.0,-33.73,98.57,-48.96,3.34,1.17,-1.02,-11.42,44.19,-80.77,18.74,0.08,-17.06,1.0
2.0,1.0,3.0,-123.15,-189.02,-0.19,-2.95,-1.42,79.13,21.65,37.63,131.57,106.83,87.1,-296.47,1.0
3.0,2.0,2.0,53.63,-12.99,-10.82,0.37,-1.25,-20.13,30.54,29.66,-102.12,11.43,-49.98,230.52,0.0
3.0,3.0,2.0,31.83,-50.71,48.56,2.53,-2.0,-59.97,12.59,8.1,-39.96,4.03,-22.37,240.76,1.0
3.0,3.0,2.0,54.68,-64.38,60.15,1.05,1.92,-88.4,54.26,8.46,64.64,37.96,29.94,20.7,1.0
3.0,1.0,1.0,64.67,-96.58,20.31,3.79,1.66,-104.76,90.23,5.77,-140.61,-43.62,-28.64,316.42,0.0
2.0,3.0,2.0,-41.84,-5.08,-2.03,-4.36,-1.53,4.15,45.65,25.36,145.25,-7.58,36.03,-131.21,1.0
1.0,2.0,3.0,-32.97,5.71,68.86,-2.4,-2.56,-58.42,-33.99,-37.16,-134.02,-70.47,33.76,-146.51,0.0
2.0,0.0,2.0,-6.39,144.32,-66.7,0.42,2.05,-36.38,46.58,4.61,-221.97,-33.75,-26.64,136.37,1.0
3.0,3.0,3.0,26.97,160.53,-3.11,3.87,4.88,-80.37,-46.14,15.75,58.22,9.19,50.55,-93.49,0.0
2.0,2.0,2.0,1.43,-16.49,-30.38,3.08,-2.67,41.84,99.47,9.94,104.68,-19.66,-32.45,75.57,0.0
3.0,4.0,2.0,47.5,151.85,8.12,0.78,0.97,-33.37,65.7,-27.9,35.84,-40.44,-23.91,119.09,1.0
3.0,1.0,2.0,7.28,-67.04,-4.71,-1.91,2.42,35.71,73.46,4.81,284.16,71.92,41.56,-86.99,1.0
2.0,2.0,2.0,-91.5,17.76,-14.14,2.2,2.22,-44.12,-11.36,-17.83,211.72,-5.88,91.86,-127.17,1.0
3.0,1.0,3.0,7.08,193.32,-16.04,-0.54,3.3,47.13,-37.51,20.64,27.24,70.21,2.58,-86.03,1.0
2.0,3.0,2.0,-21.12,-110.85,68.07,-1.7,6.93,-23.73,-63.07,-27.65,159.79,-17.92,121.85,-344.61,1.0
1.0,1.0,1.0,178.28,-195.61,-34.98,0.46,-1.88,-16.68,12.58,-22.25,163.73,-78.39,-48.54,-104.54,1.0
0.0,2.0,3.0,-283.15,112.49,-75.99,-2.39,-4.82,158.08,80.37,37.97,384.39,20.29,118.99,-581.91,1.0
2.0,2.0,2.0,-108.93,-37.04,-2.52,-2.43,0.72,99.24,178.4,-42.72,406.6,-33.13,95.24,-394.38,1.0
2.0,2.0,2.0,33.29,37.35,-28.64,-0.74,0.01,63.5,112.51,11.31,31.84,-21.78,-38.28,-47.28,1.0
2.0,1.0,3.0,-40.36,-49.13,-2.17,-0.21,-2.53,11.47,91.76,-14.19,-114.87,24.66,0.26,-36.13,0.0
2.0,2.0,1.0,28.7,-21.48,-33.81,-2.34,-5.79,50.26,-15.36,2.49,-57.05,-44.67,-92.58,177.34,0.0
2.0,3.0,2.0,16.04,-237.12,63.98,-0.41,-5.13,66.07,-9.49,-59.26,-164.26,-26.71,-58.17,114.3,0.0
2.0,1.0,2.0,-36.92,153.89,-106.98,-1.36,1.55,7.79,20.94,1.76,-62.19,-25.47,4.69,-74.45,1.0
2.0,1.0,2.0,-77.49,65.95,24.18,-2.1,-5.19,15.67,-70.56,-11.76,129.84,-10.46,9.87,-76.23,1.0
3.0,1.0,3.0,93.84,35.5,-43.31,2.54,5.5,-72.17,-62.97,-13.41,-79.84,-95.25,10.9,50.15,1.0
2.0,2.0,2.0,-16.93,157.08,12.25,0.28,-0.14,43.18,-83.04,-32.99,286.21,-69.18,5.58,-60.35,1.0
0.0,2.0,1.0,71.57,113.21,-47.15,-2.26,-1.76,102.98,-0.74,19.39,-169.89,13.8,-118.37,-23.06,1.0
2.0,1.0,2.0,-49.73,48.65,-1.48,-2.74,-5.26,-39.77,54.07,40.56,137.18,7.12,10.16,4.91,0.0
2.0,2.0,3.0,-40.62,140.37,-43.53,-2.65,-3.62,-48.08,-24.3,-14.98,127.56,-31.39,12.23,42.98,0.0
2.0,1.0,3.0,-34.47,-48.74,36.13,-0.26,-1.46,107.49,72.94,28.71,-150.87,25.31,-29.66,-49.77,0.0
2.0,3.0,2.0,61.67,136.04,62.3,2.05,-4.71,-80.93,-126.88,-5.31,107.43,23.48,-36.89,124.34,0.0
3.0,2.0,3.0,7.0,-193.25,12.51,1.3,6.62,43.02,172.74,3.43,137.0,-27.5,101.44,-358.15,1.0
2.0,1.0,2.0,-61.42,-83.65,-71.4,-4.58,3.62,15.43,148.67,45.98,212.52,55.39,105.7,-328.13,1.0
2.0,2.0,1.0,-56.0,309.27,-28.76,3.76,-3.37,-28.21,82.56,-2.17,267.16,34.99,-12.76,61.77,0.0
1.0,1.0,2.0,125.57,-7.02,-7.33,-1.88,4.29,-50.87,92.16,-44.07,184.41,11.09,29.5,-254.92,0.0
2.0,1.0,2.0,-63.63,77.71,18.9,-1.52,2.65,-104.47,-96.2,-13.71,-155.63,-58.76,47.03,80.32,1.0
1.0,2.0,2.0,-19.82,153.94,22.28,-2.75,0.93,47.44,-21.0,-0.74,-97.12,36.88,-28.06,-49.48,1.0
2.0,2.0,3.0,-54.44,218.59,-43.85,-3.56,-1.63,-21.27,-76.75,4.74,2.89,22.54,3.69,-29.19,1.0
2.0,4.0,2.0,-28.87,-256.65,22.15,5.9,3.37,-80.13,35.6,41.71,54.3,-26.22,126.87,-313.77,1.0
3.0,3.0,2.0,-19.91,166.61,-4.81,3.15,-0.91,49.35,-83.91,8.7,180.08,23.19,-21.9,72.03,0.0
2.0,3.0,2.0,37.74,-9.64,36.92,-1.0,0.7,-6.26,-0.04,3.01,-111.74,87.1,-35.01,112.65,1.0
2.0,2.0,2.0,-13.22,167.98,90.9,2.5,1.63,17.13,-3.16,-1.76,-110.04,-4.67,-25.17,57.26,1.0
2.0,2.0,3.0,5.85,198.04,-48.56,3.64,-2.66,-45.65,-13.82,-33.87,199.61,-29.84,0.24,3.47,0.0
2.0,2.0,2.0,6.91,-10.82,-3.97,2.41,0.86,39.78,-71.75,-11.24,-28.78,20.1,-10.15,-71.75,1.0
2.0,1.0,2.0,-6.49,91.03,23.98,-2.54,-2.79,20.68,37.77,-19.26,78.36,-40.96,-32.29,46.4,0.0
2.0,4.0,2.0,44.34,127.57,-26.05,2.1,-0.04,-27.39,68.72,-19.01,-37.29,-100.29,-36.0,124.58,0.0
2.0,3.0,1.0,-62.3,-187.15,45.92,-3.19,-1.99,-50.39,-73.83,-4.71,184.43,-6.31,71.5,-63.25,1.0
2.0,2.0,2.0,-146.18,-38.16,-86.61,-5.8,-4.13,40.45,-52.46,15.71,280.4,12.41,68.21,-124.12,0.0
2.0,2.0,2.0,-77.76,82.25,35.89,-0.19,2.85,-39.27,-25.5,-5.57,39.4,12.51,80.16,-227.41,1.0
3.0,3.0,2.0,85.17,27.13,-143.67,-4.98,-0.79,37.05,-101.03,-36.38,-66.83,0.26,-87.29,250.55,0.0
2.0,2.0,2.0,50.07,-5.66,-21.58,3.33,-1.45,30.67,50.2,-5.72,-58.41,16.36,-52.42,52.18,0.0
4.0,3.0,2.0,84.68,-68.83,77.21,1.33,3.51,-164.84,5.44,17.47,48.65,-18.36,35.74,199.33,1.0
3.0,2.0,1.0,-77.26,-12.73,60.07,2.73,-2.7,-79.24,78.78,17.48,43.68,-12.82,25.56,179.32,0.0
2.0,1.0,2.0,-33.15,99.38,-23.56,-3.89,-3.2,-43.4,-150.05,-47.83,115.69,-21.11,-6.59,134.93,1.0
3.0,2.0,3.0,-55.32,118.05,36.07,-0.75,4.8,-86.0,-69.19,13.61,17.05,85.91,76.85,10.88,1.0
3.0,2.0,3.0,15.06,84.04,32.18,2.16,1.8,14.02,-39.61,-30.83,82.76,-22.95,-2.23,60.47,1.0
3.0,3.0,3.0,4.98,509.45,-112.59,-1.38,-7.59,-24.99,-163.17,36.71,-168.33,-3.38,-150.21,489.7,1.0
2.0,3.0,2.0,-6.37,-79.35,-23.7,4.81,2.37,-43.68,-68.49,-68.24,27.1,-10.26,67.35,-232.93,0.0
2.0,2.0,3.0,-112.51,196.88,9.78,0.67,-3.11,101.62,-104.72,-13.82,206.28,36.27,8.89,-122.97,1.0
2.0,2.0,2.0,-85.17,-71.85,-44.07,-1.79,0.15,37.47,-101.87,23.7,-47.54,65.98,23.18,5.11,0.0
3.0,2.0,2.0,57.13,187.71,-11.78,0.97,1.14,-53.82,-71.29,1.21,72.55,50.59,-30.03,150.02,0.0
3.0,2.0,1.0,-139.23,-119.73,-33.03,0.58,-3.23,13.04,-19.15,-35.78,-258.38,55.62,-25.81,412.38,0.0
3.0,3.0,3.0,-61.51,160.5,-14.25,3.93,-7.33,-95.86,-87.2,-35.53,134.15,38.71,2.82,173.2,0.0
3.0,2.0,1.0,-76.11,228.58,-29.06,-2.13,-3.53,45.09,53.56,11.62,372.05,-23.18,-24.16,161.35,0.0
1.0,2.0,2.0,152.45,56.45,-19.32,2.32,0.23,-71.58,23.42,-21.11,71.25,6.45,-38.56,-7.44,0.0
3.0,3.0,3.0,123.05,263.08,-52.71,-1.1,1.83,-108.92,22.25,-22.51,94.02,-11.68,-15.64,71.4,0.0
2.0,2.0,2.0,52.75,165.03,-23.97,-0.09,0.42,84.25,75.43,-6.3,-214.03,48.92,-106.38,153.68,1.0
2.0,2.0,2.0,-17.33,246.05,3.96,-3.43,1.13,-14.89,112.46,41.0,-133.58,7.43,-32.67,83.88,1.0
3.0,1.0,2.0,26.73,159.29,43.46,-2.4,0.5,79.53,-52.43,74.25,240.54,-81.95,-43.12,87.83,0.0
2.0,2.0,3.0,-0.38,221.24,-29.72,2.58,1.15,106.0,11.29,-16.7,70.24,46.57,-34.95,-129.08,1.0
3.0,3.0,3.0,165.47,-102.5,-64.61,-5.88,1.92,4.12,-83.83,-69.14,-302.56,-50.16,-77.62,110.84,0.0
3.0,2.0,2.0,9.16,150.42,7.25,-2.97,-0.93,-45.37,39.58,-0.1,284.82,-41.18,2.39,110.95,0.0
1.0,1.0,1.0,2.44,88.82,-42.81,0.83,-0.88,0.92,2.44,-24.68,49.46,-8.86,-13.75,-79.17,1.0
2.0,2.0,2.0,-21.4,-12.44,-57.33,-0.96,3.0,-94.12,84.47,22.76,88.89,31.38,92.43,-235.69,1.0
2.0,4.0,3.0,-160.39,366.96,-11.85,1.02,-3.15,-29.96,18.37,20.52,-92.0,7.02,13.05,17.03,1.0
2.0,2.0,2.0,-20.77,73.1,19.29,3.53,2.59,-76.15,70.19,-4.09,-28.11,58.79,43.0,-6.71,1.0
2.0,3.0,2.0,42.55,65.07,24.71,0.38,1.71,27.01,91.75,-3.82,164.08,65.45,-5.97,-69.0,0.0
2.0,2.0,1.0,-12.79,-91.05,-18.33,0.7,-6.97,43.09,-48.22,23.45,-41.4,-46.75,-79.78,276.51,0.0
2.0,1.0,2.0,1.05,74.44,3.59,2.77,0.43,-59.4,14.84,27.39,-206.92,25.08,-21.95,108.72,1.0
2.0,2.0,1.0,57.86,-69.67,-45.14,0.1,-0.64,-90.16,-35.28,-17.1,65.0,-19.24,2.82,54.18,0.0
2.0,2.0,2.0,82.26,137.84,46.33,-2.48,-0.33,2.23,-17.25,3.82,209.93,-36.78,-35.09,22.76,0.0
2.0,2.0,3.0,27.58,77.48,47.31,4.02,-1.11,-55.32,46.67,-71.8,121.12,-29.81,21.41,-116.03,0.0
2.0,2.0,3.0,-37.38,-39.34,-4.89,-2.58,1.88,13.81,125.02,-35.62,75.82,65.37,59.61,-194.7,1.0
2.0,2.0,2.0,8.6,-65.03,-13.54,1.67,-2.23,103.1,139.31,45.95,-279.1,-24.62,-98.94,237.28,0.0
3.0,1.0,3.0,-96.5,191.56,25.49,-1.72,3.15,-47.92,-118.83,4.79,-342.93,-43.33,7.08,166.39,1.0
2.0,0.0,1.0,243.27,-146.63,-29.88,4.63,0.07,-83.6,7.25,14.03,-33.24,-11.59,-93.95,225.38,1.0
3.0,3.0,2.0,-50.84,4.0,-42.94,5.55,-6.04,29.97,70.88,-42.96,-83.18,-35.0,-63.87,289.29,0.0
2.0,2.0,2.0,69.25,-26.69,-16.22,-3.82,2.38,36.13,-34.34,-39.25,-54.47,42.79,-44.97,95.93,0.0
2.0,3.0,3.0,-53.76,244.29,21.14,-0.09,-5.82,-95.06,-111.95,-27.8,-215.42,14.85,-46.28,261.17,1.0
1.0,2.0,1.0,71.07,-57.66,63.79,0.62,-2.32,66.88,-71.97,-21.14,-42.47,-6.83,-76.05,-20.44,1.0
2.0,2.0,2.0,-0.02,168.96,8.84,0.22,-1.37,-1.45,-60.84,-22.14,95.01,1.92,-26.74,70.88,0.0
3.0,1.0,3.0,-0.18,101.64,35.84,1.47,3.52,-35.31,-7.84,57.17,67.75,78.03,35.9,-16.74,1.0
2.0,1.0,2.0,125.37,114.81,45.39,0.28,1.5,-19.05,-45.59,14.93,219.32,35.19,-25.41,-71.36,0.0
3.0,2.0,1.0,-73.0,-29.13,17.41,-0.78,-5.93,23.39,-17.54,33.4,-13.14,-2.8,-71.78,481.2,0.0
4.0,2.0,3.0,0.65,308.66,-44.92,1.98,-2.47,55.99,3.84,28.96,-60.79,12.3,-92.23,312.35,1.0
2.0,2.0,2.0,-110.13,277.23,59.35,0.85,-3.4,2.87,-34.24,21.93,322.99,13.33,20.83,12.93,0.0
3.0,2.0,3.0,22.13,247.02,-49.27,0.88,-1.13,-20.17,72.63,32.56,-89.98,18.57,-57.43,222.13,1.0
2.0,2.0,2.0,-32.69,182.92,-22.99,3.19,-9.35,6.57,-4.94,23.74,83.79,38.81,-84.04,289.22,1.0
2.0,2.0,2.0,60.26,-34.37,-33.97,-0.27,0.74,-54.12,72.85,10.49,-12.8,-22.46,-12.89,88.78,1.0
2.0,2.0,1.0,-15.69,269.46,-9.91,7.37,-8.07,-95.88,65.67,-2.23,-21.99,-49.68,-102.56,526.46,0.0
3.0,2.0,2.0,77.43,-19.53,-53.01,1.73,1.42,-70.37,-104.88,1.37,-20.42,80.52,-16.42,157.38,1.0
3.0,3.0,3.0,102.67,-216.59,26.79,-1.1,3.89,135.73,63.3,-19.76,-7.21,15.06,-30.99,-40.49,0.0
