cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
2.0,2.0,2.0,-4.43,42.2,-4.66,-62.91,-92.6,-4.02,11.72,-31.46,129.52,-46.5,82.18,-6.95,-200.93,-61.59,9.62,21.44,34.69,16.87,-6.17,82.28,-15.94,139.28,0.0
2.0,1.0,1.0,-7.73,144.03,9.03,79.78,13.63,-42.82,-93.62,-119.91,26.99,122.45,14.99,-27.95,-152.11,-14.55,20.43,-19.32,-3.63,-5.62,-38.59,87.64,2.2,103.64,0.0
2.0,1.0,2.0,-10.49,192.45,7.33,3.2,-9.04,-48.27,33.38,12.49,-35.76,-11.59,-70.8,-10.1,71.29,21.74,8.28,-6.17,-45.37,-2.12,94.44,-69.91,2.53,88.83,1.0
2.0,2.0,2.0,2.64,228.99,2.06,-24.49,-23.37,-4.34,8.85,130.8,-61.92,80.75,65.45,1.62,-89.5,-44.39,7.55,-65.78,-8.94,-4.36,8.68,-113.64,-33.33,167.4,1.0
2.0,2.0,2.0,-3.69,145.85,-5.93,60.21,-51.58,88.32,-44.83,5.05,1.03,-33.97,11.79,20.73,-22.9,28.46,-11.14,7.79,25.98,-7.16,-72.07,71.26,-30.31,80.61,1.0
1.0,2.0,2.0,12.22,148.71,0.31,-47.5,4.34,-18.77,-80.32,-116.32,-173.3,32.05,108.9,-0.5,43.84,-235.01,-7.62,-88.44,-7.0,-5.35,38.24,32.35,-6.76,224.38,1.0
1.0,1.0,2.0,-5.75,12.72,-2.7,34.17,198.29,-36.28,-39.32,43.24,-257.89,197.74,-14.94,17.38,-20.46,-125.87,-15.23,60.0,-16.33,-28.49,48.63,55.38,13.66,127.51,1.0
2.0,2.0,1.0,-13.81,-133.33,2.01,36.56,102.23,21.72,-101.76,-2.13,62.18,68.22,-57.47,11.79,59.46,-3.12,3.27,-34.63,58.72,35.99,7.78,-1.42,24.51,22.47,0.0
3.0,2.0,3.0,35.83,272.83,5.62,24.57,-210.93,-63.12,-34.88,4.35,83.07,-105.34,-79.03,4.82,-14.61,-43.49,-5.6,-9.6,-6.11,-13.1,51.0,-51.25,-31.72,249.67,1.0
3.0,3.0,1.0,0.32,-198.76,-7.3,2.12,83.94,-130.04,-90.24,41.76,66.54,-18.07,57.34,-19.49,-29.85,46.23,8.68,79.44,-49.18,-52.96,47.15,19.33,6.24,152.38,0.0
3.0,2.0,2.0,15.6,69.79,-4.53,6.91,-29.36,23.52,70.57,15.45,-20.77,-46.71,-52.75,-3.27,37.06,138.81,8.79,-48.37,-23.61,-45.62,-93.44,43.66,-15.12,-32.74,1.0
2.0,2.0,1.0,-22.67,1.5,-7.25,103.49,-35.17,-151.86,-7.36,110.01,180.03,11.81,146.33,-9.13,-69.77,26.31,-5.2,-6.05,53.83,2.73,-16.47,-14.84,-12.76,30.06,1.0
2.0,2.0,0.0,-4.62,-267.32,6.74,-128.19,-7.35,1.97,-152.58,163.1,171.91,15.14,-81.46,-27.09,61.02,24.24,-10.8,2.48,-14.04,-11.9,-18.05,70.48,-54.67,-51.04,1.0
2.0,2.0,1.0,2.82,-246.49,-1.83,-15.84,185.71,-40.06,22.36,-90.68,-15.94,45.47,-50.15,2.56,-16.55,0.19,0.64,33.45,-17.42,12.92,96.18,-22.88,14.72,-37.94,0.0
1.0,2.0,2.0,-0.21,3.0,2.75,-25.6,31.08,-44.09,59.86,62.53,-146.9,-55.6,-24.41,3.6,-42.61,5.29,11.42,15.12,31.18,-37.46,-70.9,-66.07,-7.9,-153.31,0.0
3.0,1.0,1.0,-11.15,-165.22,-3.66,12.08,81.1,52.41,-5.49,3.3,34.73,148.14,4.76,-14.33,-44.93,24.85,-1.1,-103.19,-1.69,-12.38,-12.22,20.39,-14.75,76.78,0.0
2.0,2.0,1.0,0.44,-17.74,-2.08,67.83,-8.73,1.54,-91.15,52.68,93.57,-57.63,-15.58,-6.86,106.65,42.86,3.85,-62.21,-12.67,-0.33,-5.86,4.32,0.65,-4.57,1.0
1.0,2.0,1.0,-27.59,113.58,4.9,-53.4,-84.35,5.61,49.14,-17.19,165.82,-11.88,-19.64,12.52,-45.79,-82.85,-0.08,-32.12,-15.5,18.01,-27.18,36.8,-9.98,127.06,1.0
2.0,2.0,1.0,-17.1,-277.0,11.16,-24.72,32.11,66.75,83.49,-51.64,111.93,108.02,-93.77,-9.05,46.09,24.13,-11.5,-94.53,-22.83,-33.79,-49.21,63.34,-3.9,19.2,1.0
1.0,2.0,1.0,-0.12,46.05,8.32,-68.52,37.64,44.52,-126.2,104.32,89.39,114.42,-55.62,21.07,18.01,-0.65,1.24,67.14,7.77,-2.72,-11.5,47.99,28.3,0.17,0.0
1.0,2.0,1.0,14.21,-152.45,7.34,2.16,-6.85,59.05,33.85,-102.15,60.84,55.49,14.34,21.51,54.02,-74.15,7.29,-44.25,4.01,-29.38,6.05,-6.89,6.06,-6.32,0.0
2.0,2.0,2.0,-24.13,33.03,-0.93,-19.69,-56.91,62.59,-94.37,135.63,-38.87,-80.55,66.62,-4.35,-60.94,-77.77,-12.04,-58.97,33.62,10.58,-15.74,13.29,-6.51,136.67,0.0
2.0,2.0,2.0,-6.97,87.48,-15.46,67.12,25.49,16.43,82.53,-31.39,-56.12,-61.89,6.38,-4.9,-76.6,128.05,3.54,-6.2,-4.13,15.52,-15.83,112.14,-26.04,-66.79,1.0
1.0,2.0,1.0,-17.38,-55.5,2.13,65.02,-3.47,33.54,43.63,-70.64,48.46,59.65,28.12,-15.51,33.24,-57.72,-18.94,18.56,21.21,16.19,89.38,-1.08,12.11,46.12,0.0
4.0,3.0,3.0,-9.02,72.36,-11.69,-20.8,-68.95,-75.72,74.02,11.09,-64.77,-62.28,11.1,-3.53,12.11,195.35,-4.03,-125.52,-34.38,17.44,77.58,80.61,31.6,-56.88,1.0
1.0,2.0,2.0,4.69,213.33,5.76,-57.8,-95.63,-116.88,-127.29,158.88,56.42,112.73,-29.37,0.2,3.98,-17.56,7.09,44.66,9.19,33.02,2.59,34.53,-2.88,47.09,0.0
1.0,2.0,1.0,6.37,158.24,-6.82,35.45,-53.21,49.24,99.94,8.68,74.67,5.84,-31.8,-15.07,-119.28,5.77,-12.26,-50.04,-39.71,17.83,-28.98,73.58,41.97,16.42,0.0
2.0,1.0,3.0,17.19,83.71,0.73,-10.79,-57.19,-60.32,-85.21,113.08,-93.2,-142.07,54.73,-3.35,-117.68,-33.68,13.42,1.46,-8.01,-20.38,6.8,13.69,24.87,102.84,1.0
1.0,3.0,3.0,37.96,-139.85,5.45,-13.45,63.17,54.09,4.48,40.31,-327.6,-17.95,-15.86,22.2,41.35,-85.33,-12.07,61.11,-11.35,19.98,18.78,-122.56,10.82,-153.73,0.0
1.0,2.0,1.0,12.61,-31.72,-1.54,13.97,56.78,116.54,133.37,33.13,41.04,58.49,-42.7,8.11,16.02,9.53,-9.36,55.89,25.9,21.94,40.37,34.8,3.01,-21.62,0.0
2.0,2.0,1.0,4.97,7.8,-10.97,-2.41,10.21,85.83,45.47,-9.49,56.99,17.09,-32.53,16.95,-27.99,95.91,9.16,27.11,-23.61,25.79,18.51,84.38,4.24,-11.27,1.0
3.0,2.0,3.0,7.47,-115.33,3.6,-27.22,-100.11,14.8,63.78,24.67,-124.96,-94.44,26.62,33.05,50.09,12.06,1.46,21.13,-26.91,-19.97,10.82,-44.92,-23.24,-20.75,1.0
1.0,1.0,2.0,-9.96,19.39,-17.04,38.9,-60.99,-32.14,-125.56,51.98,-47.3,117.19,-26.45,33.37,121.91,-10.42,-5.06,-52.23,-4.72,-0.17,-103.66,121.34,-5.26,-29.46,1.0
2.0,3.0,2.0,-9.25,0.41,-0.11,-66.2,-36.97,-23.86,71.03,-11.05,-46.98,-128.84,44.67,-18.83,-72.25,-99.75,12.02,-44.13,25.7,-3.13,-9.03,16.64,6.56,135.67,1.0
0.0,1.0,2.0,15.33,332.78,15.2,-11.36,-65.11,-29.9,-119.86,-161.39,-27.73,4.81,53.59,-11.62,-66.82,-70.08,23.8,40.87,-27.64,-43.38,-23.22,57.69,-5.23,-2.31,0.0
2.0,2.0,2.0,19.33,357.8,-8.05,-10.86,-87.13,-117.96,78.0,68.84,32.37,-100.14,9.2,-22.72,-49.07,48.98,-17.77,84.99,4.17,81.14,-35.74,-87.42,-3.98,21.94,1.0
1.0,2.0,2.0,-24.03,217.71,-14.09,-80.69,7.2,31.4,-7.09,-24.87,53.43,-103.72,72.74,-15.17,-37.68,3.82,-1.34,12.25,14.48,-120.03,-5.14,113.08,-13.22,107.02,1.0
2.0,2.0,3.0,-2.54,161.38,-0.21,45.46,-101.0,-52.52,-33.76,-55.9,-124.52,36.84,20.08,11.31,-15.96,-40.2,-11.88,-39.43,-38.22,-72.37,32.82,-19.33,-5.21,59.14,0.0
2.0,1.0,2.0,16.14,315.27,-8.01,27.11,-93.79,-14.95,2.51,-13.5,33.65,-76.98,-21.28,0.87,7.67,45.81,28.8,-158.03,34.16,34.75,-12.16,-82.73,7.46,108.03,1.0
2.0,2.0,3.0,-17.39,248.15,-11.84,42.71,-150.1,5.67,-74.02,-32.81,-8.23,141.09,88.32,-18.74,91.15,18.51,15.28,-21.97,19.69,-71.89,97.5,74.1,-12.71,53.31,1.0
2.0,2.0,2.0,9.98,232.11,-2.24,-45.72,-63.35,46.25,2.41,-160.5,55.28,-16.11,74.26,-9.9,176.51,59.73,8.77,-78.67,33.19,-44.08,44.16,10.07,9.13,21.95,0.0
2.0,2.0,3.0,-20.54,-41.09,-11.07,-33.21,25.59,-114.91,-49.09,-69.19,-120.07,-91.87,-149.02,12.99,-32.78,-52.2,-15.72,-6.36,-52.79,-2.46,-38.69,-55.56,-6.82,110.09,0.0
4.0,2.0,2.0,3.37,109.93,-3.85,12.74,-50.58,-4.0,90.55,56.12,9.2,-49.08,-4.49,6.88,-45.42,201.56,12.17,29.47,2.69,69.25,18.26,-15.85,-25.84,-38.91,1.0
2.0,2.0,1.0,-16.74,-136.33,0.02,-33.44,142.3,32.44,-47.29,-78.02,43.93,95.65,36.72,21.09,56.46,54.02,-21.37,7.18,-2.22,20.03,57.01,-27.17,29.18,10.26,0.0
2.0,2.0,2.0,-22.75,265.19,-21.97,33.33,-200.39,-129.02,-72.53,-68.06,249.77,-106.04,-29.86,-8.77,69.13,9.53,3.62,-39.21,-9.22,70.13,-59.18,-83.62,-18.11,146.59,1.0
3.0,1.0,1.0,-25.51,-108.41,-5.33,25.41,14.82,30.37,-92.1,50.02,157.63,-17.4,98.34,-37.97,33.52,104.91,-2.51,22.5,-7.99,-51.63,70.44,-6.41,18.84,-3.09,0.0
3.0,2.0,2.0,3.19,-2.48,-3.97,-28.78,-45.33,-94.93,22.37,-90.24,5.57,-225.19,42.94,2.36,-52.54,27.75,7.02,-22.1,40.36,-18.05,-14.21,81.93,-29.53,75.28,1.0
2.0,1.0,2.0,-21.1,303.73,1.29,7.48,-52.22,38.53,-56.42,31.21,63.8,22.1,-82.34,-14.71,-54.98,75.8,-17.43,-72.23,2.59,-40.86,-70.98,-70.58,18.52,-21.54,1.0
2.0,1.0,2.0,5.76,285.52,-9.96,3.38,-92.42,24.47,-104.14,-158.71,16.9,116.66,16.83,7.49,100.4,4.3,-9.54,-92.92,-2.01,-1.82,24.13,-88.75,-5.54,95.87,1.0
1.0,1.0,2.0,0.76,108.66,7.94,50.12,-21.67,16.87,7.41,159.75,-66.58,-16.24,80.11,-17.03,-116.52,-65.02,23.66,71.07,-21.11,61.09,17.78,32.01,-11.53,5.9,0.0
4.0,2.0,1.0,7.71,-59.47,-9.89,46.27,9.14,-81.73,-122.96,-40.31,131.3,-3.12,45.4,-11.86,27.0,164.09,-4.0,-24.86,-12.27,3.06,4.19,2.23,1.23,50.64,0.0
2.0,2.0,2.0,-8.65,255.08,-16.36,-30.61,-75.63,-71.35,-143.62,107.82,107.73,-42.29,-15.75,11.73,-78.29,-13.64,3.42,-1.82,5.84,-70.15,39.34,-108.02,-11.19,150.35,1.0
1.0,2.0,1.0,-19.24,104.81,10.53,-23.43,5.86,-20.07,80.96,-24.16,-26.32,56.79,-15.54,12.72,-49.85,-27.99,2.47,73.28,86.06,-94.27,-3.96,17.21,19.64,-29.19,0.0
2.0,2.0,3.0,7.37,162.23,-9.44,-6.59,-80.46,-69.52,55.24,-63.21,-72.6,54.73,-48.99,-23.03,-41.38,-92.19,-15.52,-54.94,7.12,-47.47,7.36,84.28,-1.75,138.26,1.0
2.0,3.0,2.0,-10.24,-100.18,2.97,10.8,-35.3,-94.1,10.63,-2.98,-60.0,-35.23,-9.67,-7.3,66.34,-68.55,-0.33,74.74,18.53,-15.39,41.02,3.51,-2.7,61.18,1.0
2.0,2.0,2.0,-6.15,-149.69,-9.17,78.21,46.87,-75.32,-125.62,-32.16,12.27,102.13,-64.02,-33.2,-131.1,-39.58,6.28,19.59,7.79,-20.56,65.69,44.94,55.16,85.06,0.0
3.0,2.0,2.0,-18.11,217.99,-12.64,5.81,-97.99,-39.91,22.62,-96.82,12.37,101.65,36.55,2.49,25.7,127.07,-5.66,25.09,-4.34,-32.04,23.56,101.92,-6.44,32.53,1.0
1.0,2.0,1.0,7.07,127.19,-1.69,30.47,-35.0,-35.44,-110.24,96.23,107.37,12.78,-57.57,-19.69,-15.27,29.77,20.47,18.14,-0.83,-15.65,-61.19,-46.7,-0.04,4.88,1.0
2.0,3.0,1.0,-18.64,138.35,-7.45,62.3,-50.42,-39.58,155.78,25.88,150.98,-40.66,84.47,-30.86,0.39,30.61,10.09,-51.0,-21.21,56.74,-69.38,-53.66,-9.19,44.22,1.0
2.0,3.0,2.0,10.74,68.3,2.9,2.66,-108.42,106.53,198.85,45.62,65.8,-219.14,104.44,-11.64,-81.58,-8.88,-16.9,12.14,-25.87,-25.89,15.69,-28.47,-67.2,86.8,1.0
2.0,2.0,1.0,-5.3,-74.01,-5.78,-1.81,-12.19,112.08,73.17,34.07,196.98,72.55,-121.35,13.72,-47.81,60.55,13.38,11.72,-6.88,-48.54,37.55,-3.31,4.48,10.67,0.0
1.0,2.0,2.0,-8.18,37.0,5.25,-7.82,-68.8,-80.24,-11.06,-103.09,-11.83,-90.51,-38.22,13.26,18.26,-104.46,-26.2,-12.38,-23.94,-21.82,-60.38,1.41,40.78,69.24,0.0
2.0,4.0,1.0,-4.83,-9.7,-3.59,-0.35,98.3,145.07,43.55,166.21,56.56,134.54,97.2,20.83,-171.13,181.23,-12.62,25.73,-26.17,-36.1,-25.36,-24.0,-20.84,-114.76,0.0
2.0,0.0,3.0,17.54,206.65,0.26,-25.33,17.96,1.01,10.16,54.49,-198.33,64.95,-51.84,-29.64,-55.89,-62.93,-0.97,38.63,5.15,-59.42,-52.42,16.32,-3.48,82.85,0.0
2.0,2.0,2.0,-4.52,21.67,11.1,0.02,-122.33,39.47,29.87,21.42,60.06,-45.27,18.69,-18.46,-147.59,-5.28,16.15,26.31,-27.41,-23.01,-49.6,0.65,16.72,-11.09,1.0
3.0,1.0,2.0,-11.96,62.64,3.86,14.38,-20.04,-10.07,-100.67,-37.24,72.38,108.6,-26.08,-0.98,99.49,22.88,1.7,17.0,-5.24,-131.72,10.63,-45.03,28.06,158.34,1.0
2.0,2.0,1.0,-7.76,82.32,2.49,7.58,38.55,-60.29,58.47,-36.22,38.31,-39.42,15.15,4.65,43.18,17.55,-0.57,80.45,-9.62,-6.91,108.28,-54.3,17.61,31.59,1.0
2.0,2.0,2.0,-4.97,-32.2,-6.78,-63.39,41.28,-138.64,-142.67,27.46,0.43,151.76,-3.2,-29.57,61.9,58.56,4.83,-7.4,-24.77,4.22,43.05,68.92,-10.75,9.73,0.0
1.0,1.0,1.0,12.0,-17.82,9.2,28.09,37.44,-117.88,-59.2,44.51,-22.77,-74.32,-129.13,1.64,-97.75,38.0,-0.65,19.93,5.44,19.62,-22.59,-34.9,-35.42,-156.7,0.0
2.0,1.0,1.0,-8.83,-60.18,-9.35,58.8,29.35,-7.55,55.12,93.52,43.27,99.89,29.07,8.38,-66.78,78.7,-16.49,-77.43,48.75,74.47,81.42,44.02,-3.39,-21.97,0.0
2.0,1.0,2.0,16.47,55.25,-1.89,44.05,-53.79,5.74,151.25,102.17,-26.27,-113.73,-96.0,-22.77,46.41,-33.17,-1.61,-21.01,-16.78,-15.47,-30.99,-28.63,-7.95,31.31,0.0
2.0,2.0,1.0,2.15,67.98,8.25,-33.32,-57.77,72.06,214.82,-52.84,83.74,109.48,4.9,3.56,22.63,107.17,-7.95,22.5,12.39,72.59,14.91,30.22,-22.94,-107.36,1.0
2.0,2.0,2.0,-1.3,119.41,8.02,74.08,0.91,131.75,46.46,85.28,-96.19,-11.22,-74.13,-2.3,76.02,-44.21,-15.71,-57.27,8.61,-30.19,11.52,-70.43,-4.82,85.08,1.0
2.0,1.0,3.0,25.45,34.42,-3.5,-55.3,13.77,-120.62,-21.51,-132.12,-274.97,87.66,-120.3,-38.84,47.02,-64.45,-20.91,-85.14,-39.84,-121.43,6.91,20.57,21.3,33.1,1.0
4.0,3.0,3.0,-19.03,341.13,-16.01,-60.64,-174.65,-144.57,-117.18,92.44,37.55,-4.89,-27.51,11.67,-71.07,198.17,7.44,-4.24,-12.52,-4.5,6.7,156.61,15.27,110.71,1.0
2.0,2.0,1.0,-18.02,-112.09,12.89,-23.57,-54.79,-105.53,250.97,-19.06,201.44,54.81,-89.15,-20.55,128.78,19.98,8.71,-12.25,-7.66,61.08,-19.68,10.1,23.98,61.53,1.0
3.0,2.0,2.0,-7.58,29.08,-10.65,-90.09,9.01,70.72,-189.75,-61.53,58.43,10.32,-56.02,-13.59,48.77,113.45,-12.24,-33.33,27.17,64.3,85.6,64.61,6.59,63.13,0.0
2.0,3.0,2.0,8.12,147.54,11.56,10.63,34.3,-134.19,102.92,203.39,-69.41,21.25,30.0,-8.81,51.06,9.77,-4.63,11.65,-20.11,-56.95,56.79,-61.08,-39.73,0.76,1.0
2.0,3.0,1.0,-22.67,-180.17,2.18,24.59,114.14,43.94,-144.9,51.98,39.68,-117.41,-89.26,-10.64,-143.47,-20.14,-20.69,22.33,-3.09,20.05,4.81,19.01,-7.2,66.99,0.0
1.0,2.0,2.0,11.35,-95.12,-2.49,-25.1,46.32,28.28,-62.21,68.89,-107.98,81.99,-32.9,31.32,-125.19,-68.32,2.13,-84.52,-33.95,24.57,31.15,-49.81,9.36,-33.06,0.0
3.0,2.0,1.0,-33.0,29.93,-10.2,45.28,-60.85,35.68,44.89,3.25,249.51,64.74,63.58,-13.04,12.93,169.85,11.98,-31.79,-19.4,6.58,-58.93,-5.25,1.84,21.59,0.0
2.0,2.0,2.0,-4.74,42.25,1.1,-23.78,-35.11,-24.75,149.75,122.4,-6.43,96.31,113.8,-9.17,-7.47,-16.98,19.17,168.43,-7.95,28.51,-36.94,-34.91,6.11,96.23,1.0
3.0,2.0,2.0,-1.79,66.82,-10.37,-32.09,-26.04,-96.3,4.49,-41.99,12.53,57.96,-27.29,31.38,-6.41,216.31,2.06,-76.82,30.46,-70.29,-11.39,90.74,-18.78,-65.77,1.0
2.0,2.0,1.0,25.29,109.75,-3.12,15.01,-30.89,80.17,-142.04,-83.83,155.64,22.13,132.78,-9.25,1.93,23.77,2.41,-117.33,26.64,-51.23,-10.71,-57.17,5.49,61.49,1.0
2.0,1.0,3.0,2.34,233.85,-7.57,20.6,-22.09,21.98,-34.9,9.4,-246.78,-4.95,2.17,29.09,-23.19,26.68,-6.92,-16.0,48.5,33.83,59.78,-48.83,1.79,-29.97,0.0
2.0,2.0,2.0,3.49,163.29,-11.26,38.82,52.28,-86.39,98.28,61.74,-85.04,-22.66,5.26,6.45,23.77,74.41,-18.53,127.54,2.77,-14.44,11.31,56.58,-8.91,-29.26,1.0
2.0,1.0,2.0,47.32,-92.92,-10.85,76.07,-51.64,-127.19,71.96,159.99,-47.03,-111.64,67.14,18.75,-82.55,-122.12,5.32,-11.03,14.16,36.22,-11.4,180.35,16.65,157.04,1.0
2.0,2.0,2.0,-20.32,109.86,-3.48,-24.34,-118.89,-60.02,6.74,53.3,114.85,-5.47,-35.93,9.43,-117.85,39.47,1.4,23.45,-33.97,-2.69,109.13,19.2,-28.87,81.29,1.0
2.0,2.0,2.0,-2.03,-59.81,-0.45,-17.11,-32.01,44.23,7.67,-82.2,-142.35,81.66,49.58,17.84,0.77,-18.51,11.21,2.05,8.31,-51.59,-69.55,-22.54,8.49,-55.56,1.0
2.0,3.0,2.0,-21.4,-181.57,11.56,-10.51,-42.61,-41.57,-71.8,-5.12,-104.73,-151.93,79.15,-23.13,65.21,-116.78,-21.59,-76.87,-25.5,24.57,-67.81,-106.37,-12.27,44.08,1.0
2.0,2.0,3.0,13.35,132.55,5.47,-4.03,-115.33,-1.92,53.49,89.07,-108.49,194.18,-47.2,-13.16,19.34,-136.28,-9.69,-39.26,5.76,10.81,-14.77,0.37,-21.76,169.51,1.0
0.0,2.0,1.0,-21.03,94.0,-9.43,23.11,-74.08,-65.1,55.96,-153.48,217.6,0.7,42.95,-5.5,-4.8,11.73,15.63,-70.42,-52.18,-73.16,13.72,-34.41,26.53,-108.83,1.0
3.0,2.0,1.0,-11.62,-9.44,-0.45,17.53,53.9,-118.37,233.04,-16.86,121.19,126.4,-49.77,3.37,38.24,75.21,-2.93,-20.4,65.01,15.95,60.18,-12.23,39.48,67.47,1.0
3.0,1.0,1.0,6.5,-124.03,-2.56,-3.91,136.23,39.1,-69.25,-35.47,65.37,85.57,-34.1,-16.36,170.69,157.9,-2.68,-34.8,-12.29,-26.2,1.86,-41.6,4.71,-84.51,0.0
1.0,2.0,2.0,21.49,-2.1,10.31,25.08,-9.08,16.58,144.97,-0.7,-170.07,70.4,87.64,30.99,37.63,-247.92,2.92,-30.94,0.63,24.18,75.03,-75.54,16.24,187.54,1.0
2.0,3.0,2.0,21.43,0.98,-9.3,40.73,37.55,40.92,-175.27,-18.73,31.45,42.7,-11.4,-3.31,-105.26,-32.98,-6.93,-55.63,-2.34,13.82,-16.33,24.65,-2.6,117.46,0.0
3.0,3.0,3.0,8.45,61.26,-4.5,-5.88,-104.32,-20.16,-141.01,37.61,-113.06,-1.06,-25.25,24.89,76.47,39.88,-6.42,26.15,38.39,24.39,-15.37,46.98,-1.89,84.13,1.0
2.0,3.0,2.0,-3.27,267.44,-0.65,-69.38,-67.9,-108.91,0.42,-10.0,-53.0,211.48,-8.7,0.0,-44.13,-54.8,4.84,36.29,51.18,-20.89,74.58,4.71,28.99,133.96,1.0
1.0,2.0,1.0,18.02,-105.35,-0.16,6.57,57.7,-61.74,-170.94,-10.51,56.42,-28.92,-58.1,-10.34,-85.05,-61.0,-4.24,19.25,46.41,-44.23,27.86,22.6,-13.38,-13.42,0.0
2.0,1.0,1.0,11.48,-109.88,-6.13,-43.73,-54.31,-59.53,-4.58,124.99,178.76,-5.63,-39.06,-8.19,2.74,7.79,-8.93,-22.71,0.5,-49.71,16.52,56.03,16.01,42.14,1.0
3.0,2.0,2.0,-17.99,28.68,-9.89,32.96,-4.38,-5.68,158.61,44.78,82.57,-2.56,101.08,-12.95,-52.85,53.72,5.99,-16.61,29.19,6.38,65.22,42.64,0.16,114.18,0.0
2.0,1.0,2.0,14.17,144.62,8.9,79.0,-21.53,60.71,162.17,27.96,-67.3,-186.51,48.14,-7.27,-69.34,47.42,4.8,46.82,23.11,12.81,0.93,-22.71,-0.36,-2.03,1.0
2.0,3.0,0.0,-1.1,-322.81,8.04,-62.28,202.26,102.76,-23.35,-60.44,7.36,11.38,-78.97,-0.19,23.6,-79.84,4.38,-46.31,93.85,92.92,146.44,-36.38,-13.3,57.36,0.0
2.0,2.0,1.0,2.81,-49.91,-0.04,5.43,23.88,-100.45,-47.14,-129.89,107.57,53.64,-57.65,-2.35,-160.41,15.42,6.1,-23.82,15.77,-25.86,53.26,-17.56,-9.5,68.56,1.0
2.0,2.0,2.0,-36.21,54.91,2.16,68.04,-47.55,64.3,13.36,96.98,-52.07,146.66,-46.86,17.47,-72.04,-43.78,7.02,-92.38,-5.5,57.8,11.1,-27.71,-58.03,51.81,1.0
3.0,0.0,2.0,10.55,10.78,-7.5,2.31,6.18,-64.35,-5.67,85.12,-82.76,-36.94,-69.37,-13.52,20.65,112.88,17.06,37.74,-58.12,-39.76,-66.23,72.41,-9.19,-4.95,1.0
3.0,3.0,3.0,8.88,96.5,-1.42,-46.63,-52.4,43.07,104.86,-47.49,-129.4,4.1,50.17,23.66,-84.94,-20.13,9.77,-5.25,-45.26,102.69,66.11,-12.71,42.87,91.39,1.0
2.0,1.0,1.0,-15.27,58.28,-1.62,-35.18,36.36,75.86,82.67,106.87,155.57,-40.46,-92.03,-12.47,0.76,29.36,-10.24,-25.88,-28.98,-56.22,65.9,-17.33,9.83,74.32,0.0
2.0,3.0,2.0,10.56,15.83,5.64,-27.94,-80.19,37.85,-82.31,85.18,-44.4,-5.92,39.22,-16.86,-21.56,-129.91,-2.55,-23.13,-10.16,-34.22,37.86,-28.47,-1.4,118.21,1.0
2.0,2.0,2.0,9.25,242.7,-5.27,7.73,65.62,39.63,-13.29,39.85,-42.6,-2.52,-118.98,-18.76,-92.83,22.4,-2.29,44.02,-11.96,-18.2,-31.31,-95.84,-2.81,25.18,1.0
1.0,1.0,1.0,18.85,-216.44,6.83,-26.91,-49.35,-6.29,-43.35,81.85,163.94,27.29,-56.99,49.58,-33.77,-13.68,-3.15,-66.87,-7.45,25.64,-48.36,-48.2,-4.08,-67.25,0.0
2.0,2.0,3.0,21.68,98.75,2.76,13.75,-48.4,-26.5,174.01,146.71,-198.46,16.68,73.25,56.47,-84.57,-49.25,-11.32,3.7,-52.77,-50.52,-7.31,-54.35,-1.05,-33.12,0.0
2.0,1.0,2.0,-3.35,-62.6,-5.31,-58.58,55.37,-53.42,64.25,-3.61,-40.22,-62.62,134.64,-19.24,-93.83,-3.59,-2.97,70.88,-13.18,-72.24,2.87,56.8,-44.36,-9.15,1.0
1.0,2.0,3.0,-7.72,385.34,0.1,9.77,-130.29,-60.58,-2.95,21.25,-209.57,-7.35,-7.04,19.68,-2.09,67.27,8.06,-1.76,-21.65,-25.26,10.97,-73.14,-38.85,-179.47,0.0
2.0,2.0,1.0,-6.33,-53.15,2.21,44.27,59.08,-55.36,-11.39,-41.12,29.48,5.57,-71.99,19.11,44.31,-34.69,13.0,116.14,10.93,90.73,9.95,28.0,-8.04,101.48,0.0
2.0,2.0,1.0,-21.03,-19.89,-0.72,-62.16,120.76,-33.36,24.08,24.35,-28.8,-84.3,27.73,-0.91,-4.24,14.76,-6.85,69.38,-5.6,32.13,-17.24,12.78,-13.28,73.48,0.0
2.0,2.0,2.0,-9.63,-200.63,1.18,34.66,-47.75,-123.24,-76.62,-48.89,-14.13,-36.19,-171.74,18.75,-183.52,-121.25,20.6,3.2,29.79,-21.15,-110.46,-66.75,4.87,71.76,0.0
1.0,3.0,1.0,7.82,-57.66,4.91,51.08,12.77,32.36,-246.23,-42.17,160.49,-73.32,-49.49,-2.45,-24.5,-17.68,-12.73,-25.98,13.76,50.86,-107.53,13.42,37.05,40.97,0.0
2.0,3.0,3.0,6.14,72.79,-14.99,-52.1,-33.14,-125.77,43.69,0.57,-159.04,138.15,69.47,-19.7,54.55,43.02,-21.15,-1.37,54.94,12.79,86.51,86.37,-9.23,-40.82,1.0
2.0,1.0,3.0,-40.5,320.0,-0.2,101.02,-133.77,-62.43,-115.18,135.37,-42.08,-145.3,-62.93,-0.58,-17.8,-6.58,8.09,126.4,10.59,-45.16,4.73,-39.87,21.24,133.61,1.0
