cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
2.0,2.0,-7.77,33.3,8.8,-27.75,-2.93,163.45,24.41,-45.93,11.01,-195.58,-2.55,-26.33,-220.42,33.67,0.0
3.0,0.0,-18.22,-129.29,9.89,31.88,-6.85,124.59,-17.9,-0.09,0.82,-240.14,8.39,-48.62,-395.63,26.19,0.0
2.0,1.0,-0.17,-64.8,-10.24,2.73,11.65,-97.63,5.91,-34.24,4.55,-205.52,-2.79,-44.67,-383.69,-16.86,1.0
2.0,1.0,0.3,-100.06,35.74,18.26,1.78,36.21,4.75,-29.03,-16.32,-56.08,4.64,-28.57,119.69,23.0,1.0
2.0,1.0,8.65,11.47,68.9,120.51,8.35,-0.25,2.78,-22.34,-5.01,113.38,12.06,1.03,25.82,-14.86,1.0
2.0,1.0,21.73,36.72,36.24,69.11,5.93,202.08,1.77,-35.53,-15.62,-150.11,10.02,8.11,-36.94,-18.34,0.0
1.0,1.0,21.81,-109.32,77.58,34.28,4.52,111.71,18.67,-1.17,-17.88,-37.21,8.97,-50.78,212.83,21.48,1.0
2.0,1.0,10.17,13.37,100.94,-1.17,1.58,255.98,-19.07,28.31,-15.24,49.51,6.2,9.7,311.81,24.89,2.0
1.0,2.0,16.5,-39.56,75.47,-19.19,-1.6,39.11,29.54,0.69,-6.89,-181.67,-4.69,-32.02,24.88,15.36,1.0
3.0,1.0,3.38,53.29,91.83,1.12,-14.48,137.45,32.81,-6.52,-3.04,-303.15,-4.6,-6.77,-251.03,9.5,0.0
2.0,2.0,13.37,73.07,79.16,26.25,2.42,112.99,-43.45,40.21,-11.77,-289.35,-6.02,-32.09,-68.02,21.77,1.0
2.0,2.0,18.38,33.14,100.77,75.92,-0.62,29.42,-17.94,0.07,-6.0,-42.15,-0.56,-46.79,-112.23,-10.84,2.0
2.0,2.0,-21.16,51.75,-33.52,-1.14,-4.41,57.11,-13.96,-16.16,6.58,-167.45,4.6,-15.91,-130.17,47.92,0.0
1.0,2.0,15.19,10.84,124.48,110.31,-1.19,14.91,29.78,-15.56,6.48,-81.05,-7.06,1.29,-118.83,-1.5,1.0
2.0,1.0,3.53,91.45,88.47,13.89,3.98,84.34,-18.8,24.57,-8.09,72.36,-7.57,26.48,241.71,12.8,2.0
0.0,1.0,15.62,-8.01,-26.86,-69.88,0.12,165.91,4.14,-50.92,-10.45,-81.94,1.98,-60.32,177.17,31.14,1.0
2.0,1.0,-17.48,-89.39,-69.18,39.63,0.26,-29.91,31.08,-41.05,-3.87,-23.16,-3.81,-2.69,-56.38,13.17,1.0
2.0,1.0,-8.81,-9.31,-82.33,-22.29,3.85,-45.61,-1.83,13.43,10.2,-147.08,1.46,-39.54,-399.72,-12.82,1.0
2.0,1.0,11.33,-103.05,-17.67,24.52,7.27,185.29,22.35,-34.3,-4.65,-163.23,12.4,-11.09,-187.96,-13.63,2.0
1.0,0.0,2.46,3.77,-112.13,29.71,-8.57,-176.65,-0.16,-21.44,2.38,-103.29,1.01,24.46,18.7,-2.65,1.0
1.0,0.0,-19.46,49.98,-173.08,-58.17,1.87,-197.43,9.4,47.2,-8.61,-10.11,-11.71,-3.33,135.02,14.42,0.0
2.0,1.0,10.01,-13.77,0.31,82.38,5.2,57.66,-44.38,30.6,-7.86,-23.02,0.41,15.41,42.84,-8.09,1.0
1.0,3.0,0.46,56.56,-21.9,54.06,3.81,-85.4,-0.29,-19.55,-0.24,94.76,-5.11,20.15,65.85,-11.88,0.0
3.0,2.0,-4.02,-55.78,-0.34,37.5,7.74,114.92,-38.98,4.32,-8.76,-62.25,1.29,-27.68,-161.51,-3.15,2.0
3.0,1.0,-18.66,-4.76,62.35,-40.8,7.0,2.12,5.17,-23.73,-11.63,231.58,5.01,-31.62,141.83,10.75,0.0
2.0,0.0,19.73,-59.86,43.51,47.12,0.97,138.62,19.14,-2.46,-6.17,-64.5,3.64,-17.43,-104.94,-20.77,2.0
2.0,1.0,17.69,-132.87,67.67,-76.72,-3.0,91.94,16.57,-31.43,2.35,-74.2,9.71,54.14,75.04,-20.51,0.0
3.0,2.0,2.89,36.73,98.3,-18.19,-14.37,145.69,9.53,-6.52,5.26,-279.09,2.57,-18.48,-292.39,14.27,0.0
2.0,1.0,5.41,5.25,-14.97,120.37,7.58,-27.91,0.21,28.61,-2.69,131.23,-11.5,50.53,6.79,-38.81,0.0
0.0,1.0,25.16,37.8,128.81,75.25,3.94,147.9,-32.42,3.02,-5.49,85.52,5.86,-31.04,225.5,18.91,1.0
1.0,1.0,-24.66,16.36,-38.48,-18.0,3.09,-21.53,-46.22,-6.11,11.65,35.95,5.75,35.76,141.26,46.32,0.0
2.0,2.0,-14.6,-24.72,-73.81,-42.87,1.15,155.4,-17.36,-8.38,-8.67,111.2,-5.14,34.82,133.86,0.31,2.0
2.0,2.0,9.25,-43.3,42.38,32.08,7.64,61.56,-18.09,15.93,-8.94,2.23,2.23,-1.84,95.14,-0.29,2.0
2.0,1.0,6.19,20.98,4.28,31.08,6.13,31.83,-19.39,9.28,-10.04,43.56,-1.86,14.69,139.0,-6.3,0.0
2.0,2.0,20.85,10.11,173.19,-72.84,-13.12,40.07,6.46,-8.67,10.09,-121.65,-6.87,11.0,-45.51,-6.02,0.0
1.0,2.0,-0.5,-64.9,-45.41,15.98,2.36,-90.99,51.64,-52.15,4.32,13.42,-3.13,-13.31,-70.72,-7.2,1.0
1.0,1.0,-17.43,6.34,-70.04,135.23,2.82,47.52,-21.62,-45.48,-8.98,134.53,5.3,5.88,194.55,36.7,2.0
1.0,2.0,23.31,-72.39,83.22,33.61,0.81,52.75,-10.85,-53.56,-5.64,9.32,-6.88,-35.76,141.77,8.58,1.0
1.0,0.0,10.89,-0.73,53.23,71.0,-0.52,54.09,15.84,30.19,-13.86,-95.81,-0.99,-41.8,22.28,15.2,1.0
2.0,1.0,23.03,-63.91,63.36,61.94,6.26,11.13,17.88,-22.43,-3.57,-149.08,13.67,-41.03,-246.57,-28.68,2.0
2.0,1.0,13.39,-91.77,157.22,-48.42,-13.0,150.68,21.33,-20.67,6.68,-83.3,-3.44,22.38,-0.38,4.92,0.0
1.0,1.0,5.15,11.12,-115.95,14.76,0.41,164.61,-20.48,-11.13,-2.34,-46.72,0.37,-62.83,-104.31,11.08,1.0
2.0,0.0,-13.62,-6.31,-69.98,-7.06,-6.0,-262.67,23.25,69.95,6.86,-59.9,-2.77,-13.1,-238.7,-15.63,1.0
2.0,1.0,-27.43,-36.79,-40.11,-9.32,3.66,-127.36,41.65,-1.68,-2.76,176.81,9.72,-13.61,36.31,9.46,0.0
3.0,1.0,-25.2,46.89,-121.08,17.68,15.72,-175.84,37.56,57.92,5.25,-27.41,-4.35,-54.87,-545.35,-38.03,1.0
2.0,1.0,-11.73,-66.56,-12.79,-10.36,0.31,60.97,28.5,-18.5,-9.1,154.06,-3.68,48.74,307.65,14.08,2.0
1.0,1.0,37.99,10.76,17.83,61.69,6.0,198.26,41.38,19.62,-18.79,-225.3,3.27,47.85,145.17,-22.06,0.0
2.0,1.0,-11.23,16.7,-74.67,-8.35,4.25,118.18,36.97,2.07,-4.34,31.09,-4.4,37.18,94.36,6.66,2.0
1.0,1.0,-17.38,-0.64,-220.76,-43.64,-0.86,-161.03,20.47,-40.33,2.95,89.75,9.31,9.12,107.84,5.12,1.0
0.0,1.0,36.86,60.32,168.12,57.45,-1.09,190.61,-2.04,32.61,-8.06,-43.79,0.53,-53.72,216.46,28.83,1.0
2.0,2.0,-29.65,-88.6,-134.1,56.1,4.76,-227.41,-16.34,40.78,2.13,209.23,-10.59,3.05,-76.2,-13.53,0.0
1.0,2.0,22.69,34.34,99.42,89.07,-2.59,167.93,-18.2,61.16,7.17,-216.93,-8.43,-23.9,-255.5,1.53,1.0
1.0,2.0,27.69,22.28,145.87,72.56,-5.94,5.24,-1.08,-6.45,8.56,-161.65,-3.54,-59.03,-382.45,-25.71,2.0
1.0,1.0,8.12,-44.65,-106.87,-45.49,13.08,151.9,-16.44,-39.3,-5.58,-123.73,-3.03,-27.69,-11.6,5.26,1.0
2.0,2.0,27.3,21.38,224.62,-89.48,-2.95,117.95,-24.78,-6.43,17.4,20.03,-0.59,83.17,106.36,-26.84,0.0
1.0,1.0,-8.96,16.59,-103.06,47.11,-1.42,-329.76,17.67,-23.67,8.59,12.68,0.53,9.44,-132.46,-21.34,1.0
1.0,1.0,42.53,37.21,137.48,37.9,5.3,367.38,-0.11,-23.84,-1.99,-233.1,8.97,-48.02,-158.59,-3.2,2.0
2.0,2.0,4.95,-86.78,57.82,-15.03,-7.44,180.94,11.85,-24.65,8.53,-142.83,9.91,12.63,-86.94,17.05,0.0
2.0,2.0,13.93,8.44,96.92,15.18,1.35,3.91,14.81,34.81,0.95,-383.01,2.48,0.65,-132.59,20.37,1.0
2.0,2.0,-1.59,55.52,8.18,57.04,-0.5,-85.32,31.23,32.59,13.79,-135.76,-5.39,-46.93,-466.67,-15.83,1.0
1.0,1.0,4.68,83.16,-110.56,86.46,4.4,278.09,3.48,-71.73,-13.62,138.91,-13.16,-2.34,174.55,5.58,2.0
3.0,1.0,-8.5,-94.66,11.88,78.26,-6.29,-46.15,-1.6,-10.13,-1.83,-36.17,7.48,-2.98,-208.86,-11.3,2.0
2.0,1.0,25.11,-43.77,140.07,85.14,9.31,152.3,9.28,-38.33,-6.04,11.09,-2.63,-4.9,54.98,-9.23,2.0
1.0,2.0,-1.2,29.21,-135.5,61.64,-2.4,-141.34,7.69,-3.71,-0.67,-31.42,2.61,53.85,65.31,-12.82,0.0
2.0,2.0,-25.59,58.65,-141.09,124.08,4.28,-85.8,8.43,-35.5,0.44,-43.77,-0.32,23.74,-58.51,24.0,2.0
2.0,1.0,-12.45,3.7,-34.08,1.37,7.31,-160.42,-1.49,2.71,8.93,-61.54,10.28,-18.38,-271.44,-11.32,1.0
1.0,2.0,2.91,106.18,-89.08,-10.75,6.68,10.64,53.34,27.46,2.99,-109.02,2.84,-47.94,-141.03,6.47,1.0
2.0,2.0,-12.56,-0.74,-145.65,113.88,16.1,40.08,13.14,54.24,-10.77,-51.54,7.51,14.73,65.93,20.91,2.0
2.0,1.0,-29.97,-46.36,-177.93,-36.41,12.28,105.2,15.06,2.36,-6.5,161.31,-4.07,78.66,272.15,12.95,2.0
2.0,1.0,-10.77,19.78,1.56,-88.66,2.7,47.1,38.22,-43.39,1.73,-56.05,2.25,7.48,7.12,14.8,0.0
1.0,1.0,-9.96,66.71,-73.95,-75.48,4.36,-129.02,-50.5,5.66,-14.37,-77.51,-9.1,38.02,306.05,20.39,0.0
2.0,2.0,14.43,83.43,1.07,17.14,0.37,18.56,2.86,-6.04,1.12,-268.75,-4.75,-11.79,-291.4,-20.21,2.0
2.0,1.0,10.1,50.66,148.18,80.86,0.21,287.76,9.91,-25.12,0.25,90.04,2.23,-71.79,-219.29,-0.68,2.0
1.0,1.0,19.15,47.68,113.33,55.84,16.04,112.94,-2.26,-25.54,-9.77,-149.37,-10.07,3.68,203.38,29.63,1.0
1.0,2.0,12.5,74.59,-75.14,148.92,0.29,-35.02,-0.86,-32.14,2.08,228.44,-1.4,78.63,102.94,-50.19,0.0
2.0,2.0,-14.48,-7.23,-110.76,10.6,6.06,-95.91,-43.58,-2.59,2.54,56.16,-0.43,-44.28,-162.96,-3.53,1.0
1.0,1.0,26.07,-61.7,85.4,4.64,9.05,106.29,-35.17,7.84,-3.89,-173.85,-3.39,4.64,-12.33,-10.77,2.0
2.0,1.0,-26.83,49.78,-130.7,28.79,7.74,-130.15,-30.52,2.26,2.21,-8.73,1.55,47.04,5.28,10.54,2.0
2.0,1.0,11.06,74.97,56.3,-57.5,2.92,135.37,-4.26,-31.56,2.46,-128.08,-10.0,37.12,-53.14,-14.81,0.0
3.0,1.0,-0.79,82.15,69.18,18.79,-10.41,248.42,-20.13,5.43,7.49,-321.05,-4.66,1.88,-333.89,20.68,0.0
1.0,2.0,37.72,-48.37,-19.99,127.45,3.89,216.74,6.08,11.11,-10.77,-353.7,-8.1,-72.65,-260.29,-2.67,1.0
2.0,1.0,4.29,42.07,92.45,-93.65,-7.17,89.69,-37.15,-22.7,10.62,-150.21,2.52,,-61.07,10.93,0.0
2.0,2.0,15.9,32.3,48.21,79.28,6.07,118.56,14.72,7.24,-2.28,-128.95,-1.3,-68.98,-334.79,-15.95,2.0
2.0,1.0,0.86,55.64,-57.85,85.97,9.48,56.51,-1.39,-25.83,-11.2,144.47,6.49,43.47,135.93,-23.0,0.0
1.0,1.0,-2.87,19.74,-120.97,-4.43,0.48,-131.04,2.49,-9.72,-7.23,82.25,5.1,28.32,260.7,0.86,1.0
2.0,1.0,-3.18,5.27,-13.75,-4.15,9.66,-175.8,-39.51,8.14,6.0,-46.76,-4.63,-16.61,-193.34,-18.47,1.0
2.0,2.0,-4.0,-31.95,152.44,6.9,9.96,47.46,-1.41,26.64,-5.75,429.05,-8.96,-20.45,249.86,-4.32,0.0
1.0,1.0,24.06,25.86,148.19,109.37,-2.76,146.54,-6.0,14.12,-6.43,-21.79,-2.43,-42.61,66.63,18.54,1.0
1.0,2.0,-18.1,-44.06,-166.05,-4.05,7.92,-28.64,4.3,-38.69,4.11,204.47,-0.23,4.62,39.49,-5.11,1.0
0.0,1.0,20.61,64.84,-12.32,87.81,6.07,-8.84,-40.45,-7.66,2.06,-64.89,-7.68,20.33,60.75,-6.15,1.0
2.0,2.0,-14.73,117.09,-35.2,-63.57,4.15,-91.91,26.27,-50.22,-11.23,76.64,-1.17,16.11,247.42,13.79,0.0
1.0,2.0,-0.53,-42.93,-122.31,50.02,-3.96,-166.64,28.66,-30.01,1.92,10.68,-0.41,40.5,65.9,-12.48,0.0
2.0,2.0,4.36,-32.14,16.56,-76.22,4.51,19.2,-28.1,58.07,-2.01,14.46,7.85,29.98,136.54,-8.05,0.0
2.0,2.0,3.63,47.17,24.69,17.68,-3.18,52.77,11.29,-44.93,5.34,-144.92,14.77,45.03,-0.42,10.26,0.0
2.0,1.0,-32.07,-62.88,-23.89,-5.85,-3.75,-219.56,41.11,54.55,-7.1,245.28,1.46,60.85,314.96,12.5,2.0
2.0,2.0,-0.95,-36.65,-36.5,52.59,4.07,-53.51,-19.83,38.48,16.69,-150.21,7.33,-49.84,-560.12,-26.47,1.0
2.0,2.0,14.92,5.14,52.61,42.37,-0.75,139.69,-26.91,-21.85,-8.67,-12.32,-0.22,-4.47,48.45,-4.87,2.0
2.0,1.0,5.06,-4.07,15.92,-35.51,-2.48,84.56,-0.13,-9.12,9.81,-210.15,-2.1,22.21,-140.83,4.95,0.0
1.0,2.0,-12.78,57.35,-249.16,-46.41,-2.48,33.06,-30.71,21.36,3.5,-52.94,6.16,-39.95,-224.54,-5.31,1.0
2.0,1.0,-32.1,-15.04,-202.64,-11.58,10.15,-217.7,9.21,4.39,3.15,136.31,-1.59,-26.48,-195.99,-17.15,1.0
2.0,0.0,8.62,-36.73,-32.0,70.16,6.44,111.58,15.44,52.03,-8.61,-128.44,-5.69,-27.35,-203.13,-15.21,2.0
1.0,1.0,-10.87,38.47,-85.37,58.86,-2.37,-205.32,6.08,40.06,9.9,-8.44,-6.36,-6.91,-226.38,-13.67,1.0
0.0,1.0,26.47,27.58,6.02,97.82,0.73,24.4,1.93,47.08,6.3,-222.44,-6.46,-33.88,-181.01,1.03,1.0
1.0,1.0,11.7,24.3,19.59,25.62,2.13,26.96,40.1,-76.69,5.45,-156.57,3.82,-37.65,-260.39,-8.82,1.0
1.0,1.0,10.76,-22.87,24.93,-70.44,6.39,-56.41,-5.2,-12.75,-1.91,91.65,-4.46,79.51,346.42,-16.72,0.0
2.0,1.0,-11.81,-18.02,-18.28,-23.06,-3.47,105.78,-19.77,13.2,5.56,-201.24,-4.62,-5.87,-208.79,22.38,0.0
0.0,1.0,16.59,10.17,159.13,123.41,-10.58,-125.01,-13.2,13.34,-6.22,145.13,1.94,-35.47,191.96,11.4,1.0
3.0,1.0,-54.61,-20.57,-179.55,13.0,-1.3,-66.07,-16.02,-52.4,-4.59,281.12,-3.37,69.33,198.57,21.55,2.0
2.0,2.0,-39.88,-10.84,-190.31,-114.81,2.56,-135.23,-25.97,9.6,1.29,127.28,1.42,-13.63,-106.52,-4.0,1.0
2.0,1.0,22.82,-92.88,136.63,28.81,-0.49,205.9,-18.53,-24.94,-3.12,39.31,9.46,9.41,72.15,-11.52,2.0
2.0,1.0,23.45,-60.23,57.98,-10.79,9.05,-16.75,-12.21,-22.6,-5.53,-206.94,-5.0,16.14,-32.62,-22.63,2.0
2.0,1.0,-10.31,-41.04,-117.12,59.53,0.39,-126.67,14.54,-2.98,0.23,51.3,-2.49,18.03,-64.84,-16.72,0.0
1.0,1.0,2.44,-12.86,1.85,37.91,14.77,-34.55,-47.42,43.71,-10.82,197.52,-4.54,-7.97,200.44,-8.71,0.0
2.0,1.0,-30.75,-22.71,-179.03,-6.59,0.12,76.18,-17.44,33.21,-12.59,233.43,-3.93,64.75,385.05,23.85,2.0
2.0,0.0,-0.36,-40.17,63.36,-57.45,-4.27,41.56,-31.18,6.1,4.68,-123.23,0.7,9.88,-32.5,13.72,0.0
1.0,1.0,-16.07,27.92,-146.66,-16.99,-5.3,-200.77,44.45,8.19,11.15,38.28,2.36,16.45,-125.3,-15.31,1.0
2.0,2.0,25.79,48.93,119.58,-42.89,-8.41,240.17,-6.85,65.44,11.61,-144.82,0.13,74.77,-4.11,-15.74,0.0
2.0,1.0,23.17,-107.92,86.05,14.12,2.93,100.33,-23.08,-7.24,8.06,-243.05,-5.78,18.14,-229.66,-21.16,2.0
2.0,1.0,-16.84,-58.47,-117.8,55.78,5.2,-65.25,-15.68,61.68,-3.61,129.49,4.47,-17.35,-208.31,-30.81,0.0
2.0,1.0,-43.46,44.25,-199.01,39.13,5.14,-229.27,-21.01,32.37,-2.48,152.6,-1.93,38.66,1.08,-0.17,2.0
1.0,1.0,11.13,24.14,-4.15,-4.44,-1.07,-35.07,10.36,8.56,8.12,-211.62,-7.39,-0.67,-145.4,-0.59,1.0
2.0,2.0,-21.53,-23.32,-155.93,75.29,16.14,-224.3,-32.34,-76.57,12.03,-382.98,-5.21,-10.05,-571.94,-4.7,2.0
0.0,0.0,7.28,-44.56,-126.98,15.04,-8.16,-178.4,8.69,0.13,4.42,-59.19,4.16,5.53,34.92,-4.58,1.0
2.0,0.0,-34.45,91.97,-119.62,62.7,5.86,-203.25,-23.42,-6.62,-3.29,217.03,5.87,29.05,57.13,-1.62,2.0
2.0,1.0,-52.45,-6.46,-107.3,-3.24,1.25,-313.71,37.11,16.16,6.66,465.12,-16.84,15.53,105.84,1.99,0.0
2.0,2.0,-4.86,-104.36,-91.1,73.94,6.08,-41.76,-11.35,-20.74,-8.36,-8.7,2.37,41.19,-56.79,-28.61,0.0
2.0,1.0,-24.27,30.07,-226.27,-5.46,-7.05,-152.97,-20.45,-14.4,-7.02,-178.73,-0.37,43.14,-35.52,6.69,0.0
3.0,1.0,-17.13,107.77,41.44,58.51,6.76,10.56,12.47,10.43,-4.69,284.06,-1.55,16.22,97.83,-5.81,0.0
2.0,2.0,-36.25,-29.64,-136.56,160.3,-1.74,-70.92,-6.49,-23.89,-3.69,137.31,3.46,30.31,142.0,43.76,2.0
0.0,1.0,6.94,51.63,49.52,-114.43,10.47,-80.35,35.56,5.9,11.31,315.91,-11.02,83.06,508.61,-6.37,0.0
1.0,1.0,-4.76,-5.41,-40.34,23.32,18.33,-160.43,11.96,-12.29,5.75,70.2,1.92,2.12,-70.82,-19.26,1.0
2.0,2.0,26.56,0.43,110.19,169.98,6.95,127.82,10.18,-6.55,2.39,-179.84,4.77,-8.87,-334.53,-28.44,1.0
2.0,2.0,-6.38,2.7,-169.82,3.63,8.13,41.66,17.23,77.26,1.2,-1.19,0.13,-46.05,-242.64,-16.62,1.0
2.0,1.0,-37.91,-57.63,-79.61,9.12,3.09,-226.42,5.5,-4.98,2.28,366.35,-6.41,0.23,86.87,1.03,0.0
1.0,2.0,35.99,105.42,84.93,27.2,7.66,427.09,-36.27,19.78,-9.76,-112.46,-2.2,-67.23,12.58,13.96,1.0
1.0,2.0,32.25,-27.84,228.32,75.73,-1.79,13.7,37.7,-22.17,-5.76,117.36,-8.11,-26.1,97.33,-20.67,2.0
1.0,2.0,15.31,32.89,36.58,58.68,8.57,105.03,9.49,-4.08,-9.29,-92.93,4.68,-22.61,106.95,20.14,1.0
1.0,0.0,31.75,23.39,258.62,61.68,-6.46,72.76,13.26,-44.58,2.9,-143.4,8.41,-16.24,36.06,17.6,1.0
0.0,1.0,14.51,17.73,-130.41,0.18,-3.36,122.12,6.98,6.7,-5.31,-98.01,-2.1,-24.04,89.98,13.73,1.0
2.0,1.0,-7.35,-77.91,-18.55,-41.42,5.61,113.61,12.59,-42.12,8.35,-47.73,-8.18,6.03,-54.26,15.95,0.0
2.0,2.0,-21.07,-131.28,-13.13,-90.89,4.94,-288.31,-26.77,7.17,7.52,27.39,-4.04,-12.11,-35.74,5.87,1.0
0.0,3.0,13.84,15.5,-1.48,97.63,-4.57,-262.95,-27.71,-0.17,7.41,-209.63,2.15,-8.29,-179.32,-8.1,1.0
2.0,1.0,-18.36,3.72,-100.83,12.81,0.2,147.24,25.31,71.21,-12.46,262.58,7.14,38.77,283.21,6.87,2.0
2.0,0.0,10.26,52.57,188.22,70.58,-6.29,0.64,-20.76,-15.96,-6.42,177.02,3.93,-4.93,149.41,-3.09,2.0
1.0,1.0,22.92,28.95,142.44,86.55,10.53,108.71,-10.79,73.37,-8.84,-78.8,7.43,-8.51,102.93,9.76,1.0
2.0,1.0,-4.68,26.74,70.93,-1.22,-3.16,73.13,2.7,7.81,11.28,-126.26,-3.55,7.66,-142.79,19.64,0.0
1.0,2.0,27.46,-62.96,120.87,79.22,12.89,93.05,5.11,-41.51,4.7,-308.27,-7.18,-57.75,-349.75,-3.38,1.0
2.0,1.0,7.54,54.48,86.48,-15.31,-7.79,108.72,24.26,-27.86,3.0,-139.39,0.35,23.77,-35.75,6.93,0.0
1.0,1.0,45.16,-36.76,234.97,26.24,1.09,178.68,-24.9,6.18,0.71,-10.32,6.65,-22.76,41.16,-18.82,2.0
2.0,2.0,-3.23,-86.58,-50.51,65.04,7.61,-96.4,-18.76,28.67,6.45,-90.28,-2.92,-43.83,-394.22,-22.56,1.0
1.0,2.0,4.11,136.71,-38.84,11.42,-0.56,-186.04,-18.94,8.1,7.37,-66.64,10.68,12.87,-62.96,-12.7,1.0
1.0,1.0,15.53,-7.94,29.87,89.27,1.77,-7.42,20.34,21.04,15.05,-168.92,4.35,-23.39,-408.91,-24.13,1.0
1.0,0.0,1.62,101.13,-130.19,14.45,0.21,-59.95,-34.06,44.29,-9.8,-7.68,-2.57,28.57,181.3,-3.38,0.0
2.0,2.0,-22.83,-19.01,-44.24,33.14,-5.1,203.72,-6.47,21.76,-3.71,253.34,-7.91,30.85,223.56,27.86,2.0
2.0,1.0,-3.77,-72.89,58.29,-54.35,-1.16,97.41,-18.89,-19.92,10.78,-232.9,-0.2,-2.68,-271.03,10.34,0.0
2.0,2.0,-11.02,-47.98,-94.16,4.32,-0.68,268.64,-11.15,-57.64,-5.72,172.02,2.56,41.53,242.7,16.98,2.0
1.0,1.0,19.97,12.91,-4.68,80.99,6.6,-65.0,-35.76,-39.74,-1.5,-151.35,-2.88,13.94,10.47,-7.04,1.0
2.0,2.0,18.01,28.22,-35.57,77.02,12.34,81.95,33.4,-21.57,5.45,-206.06,-2.47,-55.27,-464.55,-31.77,1.0
2.0,2.0,-4.64,36.75,27.27,61.84,4.77,59.33,20.24,31.67,7.11,-67.25,7.16,-14.22,-202.87,8.26,2.0
3.0,1.0,-3.28,-80.79,30.93,43.64,11.28,50.74,19.75,-8.45,-3.06,-143.02,-11.02,-15.63,-206.45,0.33,2.0
1.0,1.0,10.01,-11.37,1.6,6.98,10.2,151.97,15.72,-41.83,-3.51,-41.53,3.37,-13.32,126.05,21.82,1.0
3.0,0.0,3.16,-76.85,116.28,-18.6,-1.08,113.16,2.64,3.52,9.07,-206.77,6.51,-1.02,-312.87,-4.98,0.0
2.0,1.0,-4.25,-7.28,84.45,-12.78,1.92,-100.15,19.56,-0.2,-1.2,66.67,2.78,45.51,176.18,1.34,0.0
2.0,0.0,-4.85,63.73,-23.83,64.14,3.08,-46.99,-7.44,4.7,-2.79,85.45,3.34,21.73,-24.53,-19.1,0.0
3.0,2.0,-12.92,-64.89,-55.33,-57.41,6.67,220.79,29.27,-45.93,-2.9,148.78,3.39,25.94,48.95,-8.04,2.0
2.0,1.0,15.63,-66.26,183.95,84.92,-7.63,98.09,-6.1,12.15,-11.95,-202.64,-0.67,-41.32,-48.72,25.33,1.0
2.0,2.0,14.48,31.88,51.1,29.41,8.33,144.04,-6.5,17.4,-14.03,10.9,6.71,-18.99,40.52,-12.58,0.0
2.0,2.0,3.38,73.98,66.88,-65.23,-6.66,82.96,-5.51,-9.78,4.7,-72.44,-6.53,17.19,7.59,7.07,0.0
1.0,2.0,11.33,44.75,9.24,73.75,10.71,-2.77,-27.29,-21.39,-8.73,108.63,11.84,4.19,126.63,-15.81,0.0
2.0,2.0,-27.09,-3.83,-157.13,109.93,2.87,-45.0,21.19,-11.81,0.18,200.19,-0.05,14.46,33.62,10.52,2.0
2.0,2.0,3.37,-49.14,-2.48,62.41,7.19,82.49,-33.17,52.56,-7.09,-141.43,2.48,-34.04,-178.39,1.21,2.0
2.0,2.0,-5.95,-58.9,-26.29,74.38,-1.19,-311.25,-0.09,-8.44,13.14,-112.8,0.16,20.96,-347.69,-34.53,1.0
2.0,1.0,25.12,38.09,163.77,23.53,8.19,278.82,29.41,-10.69,-7.09,10.23,14.28,-33.7,70.45,5.19,2.0
2.0,2.0,5.55,-15.77,-16.02,44.84,18.28,249.9,-47.12,-3.73,-7.74,-150.96,2.03,-25.11,-186.8,-1.42,2.0
3.0,1.0,-9.31,42.71,-20.15,-16.83,13.1,108.95,18.57,57.5,-9.57,-138.58,-4.6,-30.99,-161.31,6.81,2.0
1.0,2.0,-1.76,-35.07,-17.09,-90.42,1.85,165.78,-27.36,76.38,14.97,-36.28,-10.24,18.98,90.25,31.95,0.0
2.0,1.0,6.9,44.88,100.55,-38.0,-11.96,117.96,32.26,-29.21,1.59,-94.27,4.41,20.96,-14.42,3.45,0.0
3.0,2.0,-1.56,0.64,157.21,-77.55,-19.25,43.95,-10.07,-0.65,2.32,-226.27,0.2,-39.23,-287.41,9.36,0.0
1.0,2.0,-15.33,74.65,-164.62,67.84,3.96,-200.58,25.65,-24.98,0.14,155.72,-13.49,15.68,-16.65,-21.63,0.0
3.0,1.0,-43.28,117.93,-2.59,-27.87,3.8,9.7,37.27,-54.78,-6.69,374.92,-2.4,-22.42,26.04,6.64,0.0
2.0,1.0,11.19,41.13,-67.33,61.18,4.36,263.36,12.23,3.39,2.38,-18.05,-3.0,-14.62,-162.27,-12.2,2.0
1.0,2.0,-4.0,82.48,-142.8,12.56,2.62,-102.68,19.81,-6.66,-3.83,15.54,-13.53,-10.39,49.93,-0.23,1.0
2.0,2.0,-29.61,73.65,-114.19,15.42,3.18,-225.44,-30.27,-24.08,1.34,92.48,3.38,17.09,-81.71,-8.35,0.0
2.0,0.0,-8.38,-49.68,-52.65,8.03,6.2,-70.5,9.84,-3.49,5.34,-24.6,1.22,21.26,-127.9,-14.46,2.0
1.0,2.0,-3.85,-30.64,-70.78,135.93,7.07,235.61,-43.85,-0.44,-1.9,-61.68,-3.02,-7.13,11.16,40.35,2.0
3.0,1.0,-6.41,-1.5,39.04,-39.7,-10.5,122.6,9.71,-28.58,5.84,-184.4,1.92,15.06,-185.89,10.87,0.0
