cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
1.0,1.0,1.0,1.0,0.64,23.15,34.89,-101.95,42.81,-104.4,9.65,-185.8,16.09,59.11,-5.93,65.81,10.49,-6.09,285.49,1.0
0.0,1.0,1.0,1.0,3.1,153.43,10.39,3.61,-12.79,-148.83,47.42,-154.57,12.44,-42.25,-8.01,-190.82,-1.38,-127.49,-171.19,1.0
2.0,2.0,1.0,1.0,-11.74,5.93,-1.52,79.51,-149.84,-42.97,-132.63,-22.11,-27.12,-14.79,-29.54,-33.39,-8.88,-47.38,104.33,0.0
0.0,2.0,2.0,1.0,-10.92,-10.93,11.88,-25.61,32.85,-2.56,21.94,210.35,11.0,23.41,-15.48,-69.85,13.28,-73.41,34.52,1.0
1.0,1.0,2.0,1.0,-0.69,-30.49,20.39,29.14,36.84,102.17,19.39,29.66,10.34,-2.84,21.21,-57.53,1.56,5.33,72.89,0.0
1.0,1.0,3.0,2.0,4.82,109.55,5.46,-8.53,40.84,65.23,-128.03,-88.54,0.9,27.91,-31.23,-182.07,-1.38,-68.79,-102.26,1.0
1.0,1.0,2.0,1.0,24.5,71.11,-13.29,0.93,-42.26,-70.54,21.86,-81.29,-2.09,-27.53,-1.69,-82.13,-9.22,-5.6,28.43,1.0
1.0,2.0,2.0,2.0,3.7,53.25,11.83,-71.26,8.24,-138.87,-74.16,71.65,-9.34,75.8,15.5,-35.28,15.13,-61.14,-143.6,0.0
2.0,2.0,1.0,1.0,8.89,-68.94,-17.12,-53.79,2.6,-81.68,15.76,22.89,9.37,39.47,-27.35,124.64,-2.84,185.07,-19.52,0.0
2.0,3.0,2.0,1.0,-7.65,-1.01,33.92,-120.66,-36.72,65.36,127.5,327.17,27.66,24.98,-0.79,16.34,9.85,-25.63,-198.61,0.0
2.0,2.0,2.0,2.0,10.92,-11.28,38.35,81.17,-71.49,50.81,-39.3,111.65,5.96,32.1,8.27,-80.68,3.09,35.98,-50.88,0.0
1.0,1.0,2.0,2.0,-0.4,-7.15,-22.21,-37.5,-24.65,-45.77,4.62,63.94,-7.92,-46.07,12.76,-21.59,12.02,85.05,-187.21,1.0
2.0,2.0,1.0,2.0,7.99,-198.48,-28.59,-61.59,108.9,78.25,-3.89,166.31,-1.72,0.41,-33.12,280.62,4.17,167.37,93.64,1.0
1.0,1.0,1.0,2.0,0.37,-106.06,-17.68,84.65,70.97,5.31,-23.34,192.19,17.53,30.39,37.36,-7.27,-16.32,-175.29,-16.42,0.0
2.0,1.0,1.0,2.0,5.33,-18.3,11.27,-72.1,-66.61,168.12,91.01,115.62,11.17,3.47,-24.16,23.11,11.45,37.86,-79.95,0.0
1.0,1.0,2.0,1.0,-2.64,36.79,5.52,-48.44,81.98,-58.9,70.4,60.24,-6.22,72.5,7.7,-34.92,11.71,-60.88,43.66,1.0
2.0,1.0,2.0,2.0,-4.92,-1.47,-2.19,107.3,14.56,87.16,-113.84,70.62,11.49,-9.03,22.25,10.3,-23.85,-79.3,-121.5,0.0
1.0,1.0,2.0,1.0,-2.79,55.45,-22.73,68.19,67.62,-36.88,-85.25,-180.48,-26.42,29.28,17.71,-63.83,5.82,-30.62,17.0,1.0
1.0,1.0,2.0,0.0,6.25,26.52,4.88,50.94,70.45,-75.06,11.41,23.92,17.81,-19.44,-54.43,-34.95,15.74,-104.82,109.49,0.0
1.0,2.0,1.0,1.0,13.3,-47.45,10.26,138.86,83.28,104.31,10.52,20.95,13.76,-3.36,-6.21,-43.69,-6.1,64.12,-10.25,1.0
1.0,2.0,2.0,1.0,8.99,61.68,18.76,-25.88,85.35,19.94,-7.22,119.4,21.29,-6.47,3.44,-81.43,6.7,-165.56,-90.6,0.0
2.0,1.0,1.0,2.0,2.16,-78.54,-15.69,-75.52,-100.21,-172.01,-39.67,64.0,-2.38,46.41,6.87,92.84,-4.1,130.7,-104.63,0.0
2.0,1.0,1.0,2.0,-3.66,-91.14,-40.73,83.29,78.93,74.98,-158.79,-54.38,-5.7,0.08,25.27,187.91,19.6,57.6,-15.7,1.0
2.0,1.0,1.0,2.0,-8.92,-141.46,-24.39,25.06,85.35,28.68,25.6,251.88,7.82,-2.73,-15.6,179.75,21.1,43.97,-62.79,1.0
2.0,2.0,2.0,2.0,-4.91,40.97,12.62,-79.92,-55.21,15.8,-19.21,21.24,34.72,-7.26,0.76,-22.01,12.25,61.25,-17.79,1.0
1.0,2.0,1.0,1.0,15.86,44.26,-32.66,100.41,38.1,59.5,-50.93,-147.15,-3.84,-22.43,6.43,-82.06,11.06,-144.56,-32.1,0.0
2.0,2.0,2.0,2.0,1.58,-132.7,1.66,67.03,3.33,44.76,11.96,167.63,38.23,8.76,18.81,31.83,-11.16,100.01,81.12,0.0
1.0,1.0,2.0,1.0,6.36,114.43,-22.55,-60.13,-13.65,28.76,-19.98,-176.63,5.97,-28.69,32.84,-16.09,8.71,-7.41,-0.85,1.0
2.0,1.0,0.0,2.0,-13.91,-126.26,-20.63,35.56,63.6,-79.39,-69.71,253.06,9.87,-38.95,22.15,123.95,1.58,76.49,-266.67,1.0
2.0,2.0,1.0,1.0,-2.04,76.12,-6.39,-11.34,-31.79,60.67,-31.96,-317.98,-10.05,-62.49,14.34,33.0,8.93,65.33,43.6,1.0
1.0,2.0,1.0,2.0,-8.77,-63.32,25.86,-41.5,-29.73,-99.37,85.8,132.38,-6.31,2.33,19.4,-15.77,-12.46,76.87,-64.23,0.0
1.0,1.0,1.0,2.0,2.03,-102.54,-2.56,-53.09,54.27,-123.62,1.32,181.32,11.17,-15.48,5.32,43.92,-7.99,109.41,-115.43,1.0
2.0,1.0,2.0,1.0,11.49,50.97,9.87,11.05,51.9,-44.9,32.37,-151.68,-22.83,28.95,-10.33,15.31,14.71,99.37,19.9,1.0
2.0,2.0,1.0,1.0,-7.89,59.9,15.37,56.22,75.6,-17.25,-183.21,-7.2,13.59,-40.68,-22.95,2.12,14.98,-99.26,-115.37,1.0
2.0,1.0,1.0,2.0,8.71,-38.22,12.91,84.6,-112.44,86.78,-18.65,120.65,-22.48,-49.9,-5.55,-36.52,4.84,34.14,-73.34,0.0
2.0,2.0,1.0,2.0,-4.34,-45.48,24.39,44.34,-74.19,-104.76,46.39,-139.78,-15.46,-48.53,10.82,31.35,-1.05,147.75,32.63,1.0
1.0,1.0,2.0,1.0,-9.89,54.23,-5.23,-48.08,-11.48,34.01,-16.3,-163.57,23.84,1.74,-14.62,3.17,-1.29,-7.08,104.2,1.0
2.0,0.0,2.0,2.0,-7.39,3.66,-24.94,61.69,9.6,66.14,-1.36,-46.41,7.29,6.38,57.58,-9.47,17.07,-147.78,78.65,0.0
2.0,2.0,2.0,2.0,8.85,59.62,16.35,-91.55,-78.34,-60.77,-45.98,115.62,29.02,14.73,16.96,-16.25,27.05,-73.93,-99.58,0.0
1.0,1.0,1.0,2.0,-6.8,9.64,8.3,-26.43,-26.87,44.05,-40.02,-38.18,-5.41,-64.58,-7.33,-56.32,-4.81,67.79,-121.19,0.0
1.0,1.0,2.0,2.0,-7.75,10.61,14.43,69.14,-22.57,-109.88,-64.18,55.66,-27.62,-26.42,24.22,-113.38,-2.73,-159.99,-4.17,0.0
1.0,3.0,1.0,0.0,3.75,99.71,61.97,-76.52,-31.21,148.4,12.78,-262.14,-0.81,-22.92,-19.1,-14.53,-19.17,-87.12,293.69,1.0
2.0,1.0,1.0,1.0,0.92,-15.33,14.05,27.8,53.08,12.29,33.76,-110.03,12.73,-1.1,2.56,87.47,5.77,-27.67,124.82,1.0
2.0,2.0,1.0,1.0,-12.56,-104.35,-21.45,-33.86,-25.37,9.86,6.56,168.68,-43.87,14.99,-16.44,175.75,16.3,176.25,-50.02,0.0
0.0,2.0,2.0,1.0,-2.15,24.16,53.3,7.37,106.74,150.41,-15.78,206.85,0.27,34.4,-2.26,-173.95,7.74,-203.85,-41.34,0.0
1.0,1.0,2.0,1.0,-7.69,-19.3,10.1,16.48,-99.23,-36.06,49.8,138.12,-16.11,-66.22,30.56,-91.53,6.39,17.3,69.49,1.0
1.0,1.0,1.0,2.0,6.94,-115.37,-6.55,56.29,4.22,-55.74,-18.62,67.19,0.36,-19.49,23.11,0.37,13.37,100.14,-66.75,0.0
2.0,1.0,1.0,2.0,14.12,-106.52,-16.72,70.13,188.94,34.97,-72.83,3.47,2.26,4.24,5.79,169.16,-3.11,80.51,-64.2,1.0
2.0,1.0,2.0,1.0,-15.45,40.87,18.4,69.52,-69.97,51.0,28.5,-0.36,10.45,-20.61,10.79,-39.17,-12.29,-3.73,-39.0,0.0
1.0,2.0,2.0,1.0,-4.29,70.37,-1.88,-59.44,219.89,-1.07,-32.13,-145.51,3.82,23.83,0.32,55.63,-0.33,-68.22,59.84,1.0
2.0,1.0,2.0,2.0,4.59,56.15,16.29,15.72,-78.85,-113.87,66.66,-41.29,8.93,-13.36,10.16,-96.63,-7.78,-68.68,-3.28,1.0
2.0,1.0,1.0,3.0,-1.33,-31.83,20.86,35.01,6.18,-140.88,11.14,-189.33,8.3,-30.15,11.63,45.57,-9.53,168.54,4.13,1.0
1.0,1.0,1.0,2.0,10.61,-32.66,24.98,18.01,-74.29,93.48,-39.87,-23.44,6.56,31.93,-0.65,-77.14,-2.3,128.5,0.62,1.0
2.0,2.0,1.0,1.0,3.05,35.78,22.23,37.93,-69.76,-47.44,156.84,-15.76,-18.02,3.16,19.34,-45.39,18.7,14.61,-65.78,0.0
2.0,1.0,1.0,2.0,-18.7,-13.06,-13.04,-61.79,-7.0,140.25,40.39,92.77,-20.36,-14.21,-38.97,54.92,7.98,-44.2,-104.91,0.0
2.0,1.0,1.0,1.0,-3.05,-28.08,-9.24,-59.74,43.45,-78.63,-140.37,203.51,-0.68,-33.86,-15.23,94.03,22.61,-53.88,-62.6,0.0
2.0,1.0,1.0,1.0,2.38,-70.3,-35.17,-26.65,26.95,-49.57,25.21,20.41,9.08,-26.26,30.03,179.38,-13.3,201.51,-37.71,0.0
1.0,1.0,1.0,1.0,12.67,-206.87,-44.98,-74.9,69.4,-178.81,-160.24,244.41,14.18,-21.1,-3.56,236.31,-7.06,121.1,5.15,1.0
2.0,2.0,2.0,2.0,18.13,63.4,26.85,-81.13,-116.78,97.98,27.49,115.39,-5.97,23.26,-7.1,-43.85,1.52,-58.92,-95.97,0.0
1.0,2.0,2.0,1.0,-6.33,55.76,34.37,-20.93,-10.44,76.13,109.64,-3.63,-3.63,73.72,9.26,-132.33,5.37,99.36,-165.28,0.0
1.0,2.0,3.0,1.0,9.19,36.75,-17.09,36.43,77.01,-43.21,41.72,-57.56,6.25,38.55,-46.94,-53.15,-5.45,15.95,81.98,1.0
1.0,2.0,1.0,0.0,-11.44,195.04,41.89,46.86,-163.05,67.78,64.2,-125.37,19.97,39.9,0.05,-212.4,14.57,-65.24,-217.46,0.0
2.0,1.0,2.0,1.0,-3.77,79.23,26.8,57.88,-110.5,160.06,-100.95,-17.84,26.84,-19.8,29.83,-89.9,-14.62,-39.85,-80.14,0.0
1.0,1.0,2.0,2.0,4.11,-122.22,2.32,55.45,8.25,39.1,45.96,118.43,5.93,21.95,36.69,-23.68,9.02,62.05,137.52,0.0
1.0,2.0,1.0,1.0,-5.85,-98.5,0.3,-32.77,4.16,78.7,-17.15,218.3,-15.89,-3.47,-28.62,54.71,-6.9,46.92,-131.45,1.0
2.0,1.0,1.0,2.0,5.93,-41.33,19.56,2.48,109.19,196.27,-112.93,-71.31,-24.85,69.07,-23.49,70.06,-16.3,55.48,45.38,1.0
1.0,2.0,1.0,1.0,-3.37,-103.55,-13.27,-28.59,37.28,-45.03,32.31,150.39,3.25,-36.23,-17.88,124.14,19.53,112.39,-32.0,0.0
0.0,2.0,1.0,1.0,-0.6,176.2,10.17,-107.2,34.57,64.24,-52.27,-271.85,2.29,-1.08,9.4,-108.73,-23.39,-15.7,-189.99,0.0
1.0,2.0,2.0,2.0,6.8,0.75,14.34,-25.72,-26.23,72.76,-4.24,-12.28,0.14,-0.5,-30.84,-82.04,-28.0,92.26,-41.17,0.0
2.0,1.0,2.0,1.0,-15.9,64.58,-4.26,-42.18,-35.54,-39.71,-26.37,-84.11,16.07,37.78,7.99,1.47,6.97,-42.6,88.23,1.0
1.0,1.0,2.0,2.0,-10.97,30.14,11.09,-46.49,-115.08,-49.88,27.39,25.34,-6.3,-22.99,13.68,-99.09,-8.47,-23.34,22.25,1.0
1.0,1.0,2.0,2.0,-3.28,31.69,0.46,75.22,39.52,-11.91,204.68,-79.77,-5.78,-30.34,15.62,-75.8,-7.75,47.51,-19.3,1.0
2.0,1.0,2.0,2.0,-1.88,36.35,6.09,-104.34,-135.62,-44.51,13.24,-70.76,-11.7,12.43,-17.77,3.78,-5.99,139.53,-113.48,0.0
1.0,2.0,2.0,1.0,12.58,65.65,-2.02,-91.94,21.74,34.64,-1.92,62.47,13.62,18.79,4.67,-34.53,-6.65,-101.21,61.58,1.0
1.0,3.0,2.0,1.0,-4.71,6.26,12.93,-34.46,92.23,-0.97,42.21,163.99,17.1,-5.99,18.32,-37.95,10.94,-46.37,-82.14,1.0
1.0,1.0,2.0,2.0,-15.43,73.71,-12.5,2.07,-61.28,-180.81,-37.05,-216.63,-13.12,-0.32,15.58,-48.01,-6.88,16.84,3.4,1.0
1.0,2.0,2.0,2.0,5.51,31.67,5.82,21.16,79.13,-7.58,29.89,-59.68,-8.04,58.41,-28.69,-25.26,3.03,57.32,-193.98,1.0
1.0,2.0,1.0,1.0,-5.88,18.88,24.39,-98.09,73.69,236.38,104.19,-79.58,-30.5,-6.17,-11.91,23.93,-16.81,45.09,47.92,1.0
1.0,1.0,1.0,1.0,7.83,-66.78,1.93,-76.54,77.95,100.24,96.33,23.94,-9.45,-15.74,-12.15,161.25,21.09,89.1,57.97,1.0
2.0,2.0,2.0,2.0,-3.71,-49.09,-1.53,-27.77,-27.56,130.77,-39.86,73.91,-8.8,14.0,-11.17,42.19,1.37,17.48,63.88,1.0
2.0,1.0,1.0,2.0,-8.01,54.76,17.07,85.51,-70.62,69.9,-50.99,25.56,-32.19,-24.18,-18.43,-122.38,-3.92,-156.69,-83.84,0.0
1.0,2.0,2.0,2.0,-8.07,44.04,0.81,11.87,-26.23,-39.1,108.83,-42.31,-3.28,13.8,-26.78,-67.96,-14.2,-33.96,3.76,0.0
2.0,2.0,1.0,0.0,8.08,-70.43,27.48,-64.69,110.33,-79.63,87.36,-44.34,2.68,20.11,-11.35,199.06,13.4,21.82,242.23,1.0
1.0,2.0,2.0,1.0,-4.14,66.43,-15.7,-9.76,52.2,34.74,29.26,-277.01,-7.16,-18.45,-2.65,33.35,-2.92,48.6,88.58,1.0
1.0,1.0,1.0,1.0,1.68,87.42,45.45,-15.78,39.89,-118.81,-89.23,-195.0,-8.52,12.56,-21.2,-79.99,-17.16,-65.13,66.66,1.0
1.0,1.0,1.0,2.0,9.86,-24.15,12.28,65.96,-47.96,-86.08,-24.44,-39.86,7.19,-32.14,37.26,-116.11,-0.43,23.45,-28.92,0.0
0.0,2.0,2.0,2.0,-6.41,-30.06,50.36,-3.58,-10.98,-115.41,-99.98,147.22,-0.19,9.95,-12.74,-158.21,23.24,229.85,-181.26,0.0
1.0,1.0,1.0,2.0,-9.99,43.7,22.67,-16.89,-99.17,-15.22,157.67,-76.87,3.02,33.68,12.43,-159.3,18.29,43.98,-173.57,1.0
1.0,1.0,2.0,1.0,-7.69,42.39,24.13,-20.06,9.4,-200.29,-28.75,91.74,0.11,18.46,-6.77,-83.75,-7.83,-48.67,-146.09,1.0
1.0,1.0,1.0,2.0,4.64,-55.29,-13.16,18.06,-67.43,-53.95,37.98,-116.98,1.32,-8.54,-5.89,-13.83,22.19,160.6,-53.4,0.0
1.0,2.0,2.0,1.0,-17.07,-68.73,22.42,32.74,40.15,101.35,42.29,158.23,9.31,-19.74,-13.18,-35.02,-20.19,10.97,37.86,1.0
2.0,2.0,1.0,1.0,5.98,4.42,-14.52,-18.37,-37.84,-116.04,-7.93,62.99,14.17,-38.72,-3.07,59.95,-12.8,-19.99,-13.5,0.0
2.0,2.0,2.0,2.0,0.64,19.71,13.42,35.35,5.82,214.33,-27.92,19.58,14.42,49.95,-10.53,-79.2,6.1,-103.43,7.48,0.0
2.0,2.0,1.0,2.0,5.66,12.06,22.38,118.61,-95.67,82.31,-83.39,-136.48,15.95,25.37,-15.38,-95.14,-11.19,61.46,-43.25,1.0
1.0,2.0,0.0,1.0,18.43,-158.83,-7.16,-17.73,143.96,-38.1,85.61,187.07,9.82,-18.84,-0.6,197.52,6.84,140.66,-129.93,1.0
2.0,2.0,2.0,2.0,1.31,97.68,-34.06,77.76,84.06,-14.27,-68.83,-154.01,19.68,-22.63,-12.97,10.99,-9.39,-32.35,-152.27,1.0
2.0,2.0,0.0,2.0,-2.31,-144.15,-34.18,40.12,129.14,-111.14,122.51,-57.81,2.6,4.32,-25.69,252.56,-7.02,145.82,14.01,1.0
1.0,1.0,2.0,1.0,6.47,10.49,13.48,-51.02,-47.76,64.36,-126.22,172.77,-28.41,-25.2,7.33,-84.9,2.49,-31.23,-5.48,1.0
3.0,2.0,2.0,2.0,-2.88,0.84,13.88,45.77,-63.13,97.84,-81.81,32.6,32.47,80.29,14.91,26.07,-9.01,33.21,-0.45,0.0
2.0,1.0,1.0,1.0,-2.96,-103.65,-6.03,-96.94,7.55,-5.2,84.85,135.97,-23.05,29.31,-17.65,200.51,-0.1,123.34,54.96,1.0
2.0,1.0,2.0,2.0,-1.84,-18.85,27.94,-28.81,104.9,23.92,63.91,117.24,-14.45,-1.68,17.1,17.25,8.63,71.3,-134.42,1.0
1.0,2.0,2.0,2.0,-17.16,13.37,-23.62,-53.8,-75.66,-111.59,-112.73,56.8,9.58,-21.72,-1.3,-74.76,-6.0,49.33,-141.74,1.0
1.0,2.0,2.0,1.0,5.38,30.55,-9.45,19.88,34.96,-17.05,5.94,67.26,-0.11,-5.31,11.7,6.19,5.95,-101.84,1.37,0.0
1.0,1.0,3.0,1.0,-10.49,40.69,3.31,29.54,-37.29,151.14,79.99,164.26,1.06,23.55,33.71,-163.73,4.03,-38.16,-71.33,1.0
1.0,2.0,2.0,0.0,6.64,45.71,41.75,-35.95,84.59,127.72,-83.79,154.42,-1.62,-15.83,21.3,-49.24,0.47,-77.6,47.12,0.0
2.0,3.0,2.0,2.0,6.01,128.53,16.03,40.96,-22.15,-63.92,-12.03,-165.21,1.85,-10.79,-9.91,-130.58,1.97,-40.81,-138.18,1.0
1.0,2.0,2.0,1.0,-3.12,136.15,13.51,-51.04,-22.28,32.85,11.39,-177.75,7.43,24.73,21.26,-80.7,4.9,-77.05,78.98,1.0
1.0,1.0,1.0,1.0,6.67,62.27,-22.91,36.87,27.66,-30.92,-161.5,-149.32,2.75,-1.26,14.52,-46.94,13.31,-145.71,0.18,0.0
1.0,1.0,1.0,1.0,-7.07,32.25,33.27,-91.99,-80.52,-40.66,49.73,-131.23,-9.96,-41.57,28.59,16.19,8.4,42.18,124.35,1.0
1.0,2.0,2.0,2.0,5.02,52.87,42.02,-46.53,-31.48,51.17,-49.5,187.64,22.43,57.9,-28.42,-112.75,-11.68,-138.7,-115.33,0.0
1.0,2.0,2.0,2.0,-8.59,-92.27,-39.37,-69.12,21.24,-84.39,38.07,204.02,-3.43,62.86,21.91,67.49,16.72,16.89,-32.5,1.0
2.0,2.0,1.0,1.0,8.14,126.79,17.15,7.88,-115.42,-11.73,-7.98,-145.09,-21.16,-55.62,-5.53,-79.22,13.7,2.29,-94.33,0.0
2.0,1.0,2.0,1.0,-7.47,-16.69,21.41,-35.42,-87.54,44.58,-27.97,0.06,-1.93,-28.67,30.1,1.1,3.79,100.2,100.05,0.0
2.0,2.0,1.0,1.0,18.11,23.96,14.6,28.1,39.66,103.49,11.91,-74.71,22.18,-27.86,-8.92,2.61,-16.48,-58.47,23.72,1.0
2.0,2.0,1.0,2.0,-7.63,17.75,16.09,57.39,9.15,-70.87,-67.82,-38.81,-7.56,8.84,5.75,5.53,7.62,47.55,-142.89,1.0
1.0,1.0,2.0,2.0,18.47,-0.73,20.7,9.26,5.48,41.1,109.57,205.95,-17.26,55.6,-22.25,-124.73,-5.45,10.41,-173.39,1.0
2.0,1.0,2.0,2.0,7.78,-67.54,-21.4,26.38,9.97,31.95,-72.62,108.41,-2.61,-33.01,-35.28,109.37,11.68,-12.15,27.36,1.0
2.0,2.0,1.0,1.0,-6.7,-101.53,-13.43,-62.43,-7.05,84.4,-40.5,111.71,-21.5,-30.36,-4.74,174.48,-8.28,216.24,6.2,0.0
1.0,2.0,1.0,1.0,8.02,136.43,32.38,10.73,-127.54,-137.41,0.8,-102.38,-13.8,23.38,-42.42,-175.02,-30.93,21.88,-200.84,0.0
1.0,2.0,1.0,1.0,4.12,-59.22,16.05,42.65,75.14,-106.3,110.24,-13.4,11.13,-16.14,14.79,38.63,6.05,53.19,29.77,1.0
2.0,2.0,1.0,2.0,-9.68,-129.94,31.56,-106.3,7.36,-42.26,-42.56,399.71,-1.8,-54.72,-19.82,86.71,-0.24,79.12,-89.26,0.0
1.0,2.0,2.0,2.0,-9.42,3.65,-13.51,13.79,33.8,-227.39,27.06,-7.35,9.41,-1.54,15.62,14.33,3.0,33.74,-126.85,1.0
1.0,2.0,1.0,1.0,0.98,-97.38,-10.18,-7.43,-23.74,-46.54,-45.74,49.32,11.04,8.53,5.57,86.65,17.56,158.5,29.7,0.0
2.0,2.0,2.0,1.0,4.96,60.37,20.21,-63.16,-138.03,-60.55,-12.71,18.54,1.79,-27.66,21.04,-31.78,8.27,49.69,-84.88,0.0
2.0,1.0,2.0,1.0,-1.81,-6.7,26.74,-21.43,-131.55,23.5,49.91,-4.52,-14.58,60.68,-14.99,-14.15,-14.05,198.78,27.15,0.0
0.0,1.0,1.0,1.0,6.19,10.31,1.3,81.83,56.5,-103.7,12.92,-30.61,21.23,57.62,1.74,-96.29,-2.0,-97.55,24.92,0.0
0.0,0.0,2.0,1.0,-7.52,116.21,23.57,-33.5,63.81,-80.83,106.86,-230.73,31.07,52.28,-17.62,-119.26,-7.89,-38.49,-18.15,1.0
2.0,1.0,2.0,1.0,2.14,16.52,-31.91,-64.59,44.25,-80.79,31.01,16.32,10.45,12.15,-13.5,140.14,2.46,67.18,-67.97,0.0
1.0,2.0,2.0,2.0,3.89,42.8,-0.28,-11.32,11.03,-47.37,99.29,-81.75,11.14,-84.91,-4.46,-79.54,12.5,-60.31,9.41,0.0
1.0,3.0,2.0,1.0,-4.97,33.83,-6.81,42.57,113.74,-93.98,-83.15,-60.73,1.83,-21.43,13.86,-39.38,-19.32,-80.19,68.95,0.0
1.0,3.0,2.0,0.0,-8.56,61.05,-30.47,40.8,58.86,-41.92,83.0,-247.71,-10.21,21.14,-5.19,26.98,-18.34,33.51,182.96,1.0
2.0,2.0,1.0,1.0,-3.17,119.84,-18.88,15.83,-59.16,86.9,54.05,-205.43,-29.71,-0.71,-25.67,-30.46,-6.35,-204.94,66.21,0.0
1.0,1.0,2.0,2.0,-14.85,33.09,15.51,46.4,26.83,-85.89,69.23,29.94,-14.59,25.26,-1.77,-121.93,-10.46,31.6,-120.81,0.0
1.0,1.0,1.0,2.0,2.86,14.69,7.96,84.29,-25.58,-46.05,115.92,-162.41,-6.88,2.0,-13.03,-46.43,-3.2,44.32,-13.95,1.0
1.0,2.0,2.0,1.0,10.33,71.55,31.32,-42.78,13.74,-186.2,-85.87,177.6,-11.65,-74.67,42.38,-111.6,6.12,-231.17,-85.61,0.0
1.0,1.0,2.0,2.0,4.15,78.49,-18.3,66.9,-96.98,-125.52,92.28,-191.04,24.53,21.39,34.59,-120.1,-26.22,47.88,37.37,1.0
2.0,3.0,2.0,2.0,-2.14,-2.27,-27.31,85.24,-74.08,76.2,48.6,11.66,-11.49,-24.18,-11.33,-28.52,13.78,-87.79,-19.9,1.0
1.0,1.0,2.0,1.0,19.51,9.98,3.62,-49.71,178.2,-90.63,-2.45,-40.56,8.43,20.69,12.28,82.74,8.58,21.1,11.38,1.0
1.0,2.0,2.0,1.0,6.43,123.25,54.8,-17.72,-91.71,110.57,86.53,17.62,11.86,-16.29,23.12,-175.78,-3.83,62.33,-263.4,0.0
1.0,1.0,1.0,2.0,-5.57,-223.04,-28.22,-108.5,24.31,-58.63,-70.5,204.11,-0.17,-19.98,-35.38,193.32,-3.89,271.93,-47.96,1.0
1.0,1.0,3.0,1.0,2.66,86.54,-21.03,-45.55,105.4,63.73,-3.28,-15.01,-17.23,-34.34,-13.81,-48.73,11.76,-24.54,-85.99,1.0
1.0,2.0,2.0,1.0,7.28,-1.44,5.84,79.38,44.56,-26.52,-70.89,67.25,-32.89,24.53,-10.62,-94.05,27.72,4.3,12.65,1.0
2.0,1.0,2.0,3.0,2.46,-65.17,-27.5,32.73,60.82,0.4,43.69,63.44,3.17,-15.71,-16.45,65.35,-16.16,12.72,-18.43,1.0
1.0,1.0,1.0,2.0,-6.71,-43.6,27.06,3.52,-77.19,-58.14,-153.92,12.94,11.85,74.36,8.92,-94.37,14.41,135.71,-89.66,0.0
2.0,2.0,2.0,2.0,-16.68,-82.61,-10.27,1.08,46.94,159.05,-24.48,30.34,-4.38,-22.56,8.24,131.73,-6.13,93.42,13.53,1.0
1.0,1.0,1.0,1.0,-4.68,-91.53,-46.9,83.36,7.39,-234.45,72.42,-107.49,8.02,14.58,-16.54,75.54,-27.33,75.36,67.0,1.0
2.0,2.0,2.0,2.0,-8.98,-32.13,-23.92,5.77,8.49,-60.35,44.68,-10.29,-23.33,-47.19,14.69,81.36,11.45,75.86,-64.58,1.0
0.0,2.0,1.0,2.0,-0.33,93.25,-29.36,-58.06,72.42,127.24,19.63,-233.97,-5.77,40.35,25.17,-60.2,5.88,-171.28,33.45,0.0
0.0,1.0,2.0,0.0,2.76,1.11,1.4,50.87,9.79,-6.64,63.53,165.3,-2.81,-18.43,5.78,-112.56,2.3,-70.92,75.91,1.0
2.0,2.0,2.0,2.0,0.37,-17.89,-13.18,19.4,0.22,-14.01,-108.33,-40.46,1.63,-31.93,-10.64,13.84,9.05,-40.73,154.62,0.0
2.0,1.0,1.0,2.0,0.96,2.55,-12.68,-69.8,1.23,98.46,-73.68,68.01,3.27,-47.11,-29.41,39.39,4.5,-49.09,-101.71,0.0
1.0,2.0,1.0,2.0,-17.35,-121.21,-12.34,-46.55,41.71,43.05,-29.69,309.99,-2.89,-70.52,3.75,72.45,15.68,12.15,-109.77,1.0
1.0,1.0,2.0,1.0,1.71,74.86,30.45,-35.31,8.23,33.0,42.54,-1.42,-27.12,-18.56,-24.3,-96.9,-10.46,-31.77,-38.54,0.0
1.0,3.0,1.0,1.0,-0.16,14.22,35.69,-81.92,-72.78,-56.51,79.08,-0.13,14.79,-3.5,-20.37,-57.99,15.43,45.49,21.11,1.0
3.0,1.0,1.0,2.0,-17.04,-63.82,-19.38,63.82,82.09,-94.01,-195.17,77.99,-17.95,-27.01,15.59,157.64,2.38,51.26,-121.13,1.0
1.0,2.0,2.0,2.0,-3.33,-110.23,-6.35,61.52,18.97,-140.84,-45.5,111.14,14.97,-19.72,11.02,-14.04,2.4,1.08,132.21,0.0
1.0,2.0,1.0,1.0,5.54,80.6,19.64,74.97,-100.07,45.82,14.61,-37.38,-22.1,17.03,35.19,-219.04,1.59,-161.79,2.44,0.0
2.0,2.0,2.0,2.0,-7.28,92.85,36.97,70.96,-80.53,-65.68,-18.03,34.5,8.42,-13.15,-12.5,-128.97,4.24,-154.5,-81.65,0.0
1.0,2.0,2.0,1.0,-2.98,36.94,16.14,-7.12,-0.67,-65.8,-105.54,71.73,11.5,-8.88,-32.18,-79.78,-8.67,-51.51,-13.7,1.0
