cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
2.0,3.0,0.0,0.52,3.17,89.4,-152.11,55.31,-146.1,39.86,5.8,-43.32,248.47,-166.96,20.39,-121.43,32.75,-131.28,-19.4,-1.56,69.45,79.33,34.63,2.0
2.0,2.0,2.0,13.65,-31.17,14.18,-1.82,15.03,-210.52,-0.26,52.31,-1.53,205.32,-188.43,-122.25,79.58,-16.2,-9.07,40.46,-46.08,4.44,48.47,-9.18,2.0
2.0,4.0,2.0,2.55,-63.21,-175.17,-41.27,9.41,-82.92,12.81,-26.62,-21.81,183.36,-144.9,65.89,-161.4,6.79,130.08,-36.04,-10.75,4.02,53.83,36.57,1.0
2.0,1.0,2.0,28.35,32.59,95.41,-25.22,-30.83,-268.86,32.87,-41.24,31.63,152.51,-99.18,-138.67,-324.37,21.35,-1.03,17.75,8.56,32.57,-42.93,-34.73,1.0
3.0,3.0,3.0,56.79,11.15,-89.74,0.92,-44.61,40.16,-90.53,-65.06,-9.9,9.72,-78.87,88.8,-249.34,-37.91,147.17,-47.61,1.25,-28.26,1.6,-20.85,2.0
1.0,2.0,2.0,-30.51,-93.84,187.51,-42.45,-13.26,55.93,47.21,-73.55,61.39,20.25,15.72,-9.65,330.41,-3.28,-60.52,-12.84,-2.59,-13.49,52.97,28.01,1.0
2.0,2.0,2.0,58.11,-16.96,-88.77,-69.83,-22.34,103.85,85.02,-57.74,39.97,100.5,-60.13,26.92,-95.57,-27.89,56.6,-72.69,-12.15,-73.41,10.0,-31.14,0.0
3.0,2.0,2.0,27.78,-48.63,71.23,-122.38,-2.01,-172.09,-196.94,46.54,6.77,24.82,,-53.36,-69.14,-3.24,-54.53,-24.16,-23.51,105.85,91.51,-2.82,0.0
3.0,1.0,2.0,-13.4,76.76,206.92,113.42,-6.86,-67.56,-96.67,0.61,101.3,70.34,-103.47,154.97,-244.01,11.69,39.45,97.8,-2.7,6.35,24.19,-22.35,2.0
1.0,2.0,2.0,24.63,75.69,-88.12,40.23,65.66,6.08,3.23,-28.17,-73.7,260.27,-138.17,-148.47,67.76,-16.44,0.6,-2.67,-10.84,-6.22,-69.02,7.49,2.0
2.0,1.0,2.0,-26.04,-38.09,-107.52,65.53,20.51,53.44,-42.17,39.68,227.61,151.5,-72.65,-88.55,-116.01,5.68,-14.49,31.46,-8.29,50.61,-51.06,-0.72,0.0
1.0,1.0,2.0,0.52,-2.75,-48.03,-125.93,14.13,181.08,-138.4,45.84,37.33,-33.91,105.65,139.14,227.33,2.26,-99.83,8.6,-28.15,4.69,40.75,-56.58,1.0
2.0,4.0,2.0,9.34,-62.7,92.02,-5.38,0.64,-138.59,-87.2,-2.13,97.17,132.07,-108.77,-66.13,-68.34,-32.13,41.44,-67.73,9.33,-32.84,15.99,-14.33,0.0
2.0,2.0,2.0,-31.03,46.22,-32.29,28.89,-26.13,64.25,77.65,6.86,-73.94,196.9,-175.66,98.85,-370.96,-0.7,76.85,-36.26,-1.27,-21.18,132.28,-38.93,1.0
3.0,2.0,2.0,-27.84,6.31,88.55,38.13,-50.39,19.68,120.79,-44.21,-7.01,77.51,-90.93,16.33,-291.89,9.96,47.57,36.5,14.93,63.17,8.34,51.64,1.0
2.0,4.0,2.0,-61.19,124.78,6.32,110.22,5.46,-149.73,8.74,44.67,29.22,196.9,-213.45,26.87,243.13,-17.34,-60.26,49.21,1.18,49.66,-36.22,28.43,2.0
2.0,2.0,1.0,20.61,-17.82,58.4,-34.87,29.13,149.83,-140.97,-76.31,-68.5,-110.66,125.52,-2.77,215.1,21.82,-76.09,52.13,27.14,-17.34,-57.17,14.89,1.0
1.0,3.0,3.0,12.35,-67.95,63.05,-2.01,-74.92,-13.02,15.91,12.57,83.45,39.63,35.99,-18.68,48.25,-0.61,7.31,-102.8,-1.22,-58.66,-19.07,15.92,0.0
2.0,2.0,2.0,38.53,151.66,-98.65,214.96,-38.82,140.63,-99.38,-38.23,-29.72,-148.07,150.65,137.67,77.55,4.29,-113.69,-9.76,8.74,112.06,95.77,19.32,0.0
1.0,2.0,1.0,39.28,34.25,127.13,1.16,16.73,105.94,16.9,4.85,150.56,135.82,11.41,126.37,-330.72,-16.12,40.24,40.51,7.49,-11.14,154.29,-73.57,0.0
1.0,3.0,2.0,36.7,26.62,57.86,-1.84,33.58,191.75,-95.2,-35.83,14.76,35.91,50.2,21.43,225.08,-19.75,-64.92,96.71,8.22,19.62,-45.89,-82.49,1.0
2.0,2.0,3.0,16.91,-5.15,-237.0,71.24,-37.86,-125.87,-79.89,-31.49,6.31,59.66,-13.63,-83.31,-172.85,31.66,112.01,-66.44,-2.6,23.08,20.92,-73.64,2.0
2.0,3.0,2.0,-5.77,-85.1,42.44,-15.49,-68.44,-14.18,-211.99,41.16,11.01,-115.17,114.71,85.17,-126.67,-20.2,-136.17,94.54,33.57,0.69,77.34,-73.07,2.0
2.0,2.0,2.0,-53.03,-25.0,47.06,13.92,28.77,-173.17,-143.15,1.18,-28.54,75.59,3.78,-76.36,154.93,-3.06,-143.02,-58.81,-0.88,-16.76,37.4,44.72,2.0
2.0,2.0,2.0,-5.73,112.48,120.08,26.79,24.66,-172.22,-156.21,62.97,-45.61,60.99,-69.86,85.97,135.36,34.57,-76.7,29.98,-2.78,9.67,25.83,66.45,2.0
4.0,2.0,1.0,-34.01,-71.93,-184.02,-16.51,-1.3,279.5,46.84,15.72,100.36,-145.71,48.6,81.68,-17.8,-13.97,98.45,-36.46,-9.83,79.09,-11.82,41.86,2.0
3.0,3.0,1.0,-8.4,63.51,133.08,35.36,42.11,130.74,-76.8,65.63,-101.85,-1.64,20.26,7.9,18.15,-41.45,-41.68,-34.92,13.09,-50.24,91.63,27.95,1.0
1.0,2.0,3.0,-4.96,46.13,50.73,-129.42,-40.28,36.49,72.66,7.3,7.26,123.58,-87.17,134.41,-66.07,5.11,107.22,-8.77,-5.61,6.71,171.91,-14.38,0.0
2.0,1.0,2.0,-29.16,108.25,-72.16,-179.97,-21.41,-211.15,-32.95,3.87,-93.28,98.65,-32.49,-2.77,-255.71,-21.01,15.6,26.85,28.7,-0.08,-87.4,-75.7,2.0
3.0,2.0,1.0,-29.06,57.67,38.84,-48.97,23.69,274.95,134.3,27.96,-20.21,-5.58,14.9,-104.75,-88.82,-14.53,14.71,-5.36,0.4,14.17,-117.21,-52.69,0.0
1.0,3.0,3.0,-17.55,4.75,94.9,-20.96,-40.04,-159.71,-38.77,11.84,97.57,100.3,-54.39,190.45,8.93,-26.99,18.05,23.23,-17.15,-73.2,28.24,107.35,2.0
2.0,1.0,2.0,44.92,78.4,39.8,56.73,8.28,6.59,-218.49,38.62,-3.29,64.25,-73.36,-7.84,-0.06,26.69,-10.83,-10.61,12.92,-119.34,-40.7,-23.4,0.0
2.0,3.0,2.0,-33.41,101.75,30.43,-72.47,-32.3,114.04,43.37,9.34,14.25,112.72,-54.64,-65.32,-241.04,19.17,11.9,-9.94,-22.11,28.93,-51.61,0.8,0.0
3.0,2.0,1.0,-13.53,175.95,-24.76,5.54,23.6,149.34,-207.33,71.82,-65.88,-87.46,55.53,-167.82,-42.02,-16.07,-74.25,57.95,12.53,12.03,130.54,29.57,0.0
3.0,3.0,2.0,31.73,23.75,-4.85,-70.19,-28.12,-129.22,-189.28,120.47,-34.26,-4.54,-131.3,7.97,101.47,1.1,-109.18,-34.95,-20.04,-102.9,30.14,-42.55,2.0
3.0,3.0,2.0,-12.93,-29.5,65.1,35.43,0.43,-234.34,-266.11,-14.31,16.43,8.61,-93.8,32.77,48.36,16.32,-77.47,-43.0,-3.38,52.46,37.33,40.74,2.0
2.0,1.0,2.0,-17.01,-95.54,49.4,-38.16,36.24,-2.76,60.17,-10.82,3.33,202.86,-198.16,70.43,120.25,-26.71,43.85,-2.97,-14.16,-8.75,-3.05,-44.08,2.0
1.0,2.0,2.0,23.33,91.61,-3.22,149.98,12.78,69.4,-52.69,-14.52,55.85,67.38,-21.51,-145.45,234.33,19.67,-105.29,4.08,-30.05,86.51,89.54,3.89,2.0
2.0,3.0,2.0,18.14,-12.65,49.39,-11.72,-16.87,37.75,18.0,-63.97,48.34,102.38,-99.88,-132.66,-112.66,-4.48,41.49,53.09,22.68,98.37,68.79,63.52,1.0
2.0,1.0,2.0,37.76,-55.94,-54.92,-8.76,-29.19,5.73,34.25,0.53,117.46,134.69,-113.87,-22.44,-263.62,8.53,146.49,38.08,15.52,-14.89,-48.1,109.2,1.0
2.0,1.0,3.0,2.19,-44.71,42.31,-36.82,-45.93,-24.23,-13.67,-88.14,61.63,19.92,-80.65,76.29,22.86,-14.2,106.21,-89.48,20.32,-32.39,0.3,41.98,2.0
1.0,2.0,1.0,-28.95,-173.22,131.91,132.82,33.56,21.66,-67.84,38.47,61.82,193.19,-85.46,182.55,118.44,15.36,-170.34,-13.0,17.52,-4.54,-23.07,-104.83,1.0
2.0,2.0,2.0,42.11,-16.43,-180.91,-19.79,-48.36,-58.73,46.05,-1.6,-76.66,14.84,-47.28,42.25,130.29,-4.39,-74.91,17.48,21.08,18.65,-62.8,-10.11,2.0
3.0,2.0,1.0,-21.35,82.6,32.69,123.94,36.84,8.71,-49.63,10.48,4.79,12.08,15.07,76.62,-19.31,-1.43,-34.04,-42.18,-3.07,42.2,46.0,149.91,1.0
1.0,3.0,2.0,-4.53,-35.86,-27.29,148.59,35.77,-69.15,-89.15,-31.66,18.1,73.92,49.65,-68.41,170.77,-2.48,-118.02,-11.7,16.2,47.37,-169.8,18.12,2.0
2.0,3.0,2.0,0.15,-51.72,-48.72,1.18,-28.44,70.37,80.31,-7.84,199.37,114.6,-71.9,-29.89,-218.9,4.7,-17.33,-52.49,5.05,29.11,-93.86,63.13,0.0
2.0,3.0,3.0,-7.59,6.81,-38.77,-203.57,-65.61,174.28,-115.72,71.87,34.22,-66.93,1.99,-23.9,-215.22,34.96,133.29,-65.26,21.35,61.81,128.48,-78.62,0.0
2.0,1.0,2.0,2.81,40.35,-191.18,-54.49,25.46,165.3,-125.08,-11.72,71.14,-94.85,120.8,-27.0,339.61,-9.61,-107.68,-59.24,36.67,37.12,-7.54,44.74,1.0
2.0,2.0,2.0,14.9,95.64,-228.62,53.93,-23.57,129.57,62.45,-23.28,-77.71,35.32,-40.57,97.21,-107.46,0.15,69.12,14.91,-8.96,-3.2,27.23,2.24,0.0
2.0,2.0,1.0,38.25,-199.49,42.78,23.38,-23.59,85.71,-147.82,-14.17,72.23,-34.89,55.98,204.85,-169.64,27.04,-82.57,-25.76,14.49,-132.77,-126.65,87.18,0.0
1.0,2.0,2.0,23.0,-19.62,1.8,-9.91,-16.06,10.19,-121.2,-43.31,-79.77,22.49,46.06,104.19,-52.25,-18.77,-57.02,78.84,6.11,-55.83,104.05,-4.26,0.0
1.0,2.0,3.0,-38.4,97.24,-49.09,-29.01,-41.77,104.21,121.72,-22.94,-112.86,85.43,-47.4,-133.16,-74.45,-1.89,231.48,-13.4,-21.62,71.28,38.26,64.34,1.0
2.0,2.0,1.0,-24.8,47.16,-85.13,-1.29,42.16,193.12,-156.52,47.89,-40.88,2.38,63.19,55.36,178.93,25.3,-117.21,19.31,8.98,35.76,-51.87,78.45,1.0
2.0,3.0,3.0,-8.33,46.5,165.13,30.15,-55.36,-16.44,61.98,-77.86,-57.99,22.42,6.31,227.89,-123.12,-34.11,150.71,-16.41,-16.7,-62.29,7.49,-91.17,1.0
1.0,3.0,1.0,41.64,110.37,148.79,-64.74,47.49,358.36,-225.39,-66.53,24.27,68.35,44.77,-29.11,65.26,3.75,-137.17,9.98,17.73,65.68,-171.64,-41.85,1.0
1.0,3.0,2.0,-14.13,-119.63,95.47,213.2,39.11,-169.14,-67.54,110.34,-118.64,250.69,-242.02,-11.64,248.87,-7.49,-7.47,11.35,-13.75,-19.52,-33.79,30.05,2.0
3.0,1.0,1.0,17.87,11.04,16.89,-146.12,45.16,155.81,-174.48,-26.39,-139.8,12.63,10.88,117.8,-234.1,13.85,-65.45,-106.91,25.22,-43.36,143.78,-50.4,0.0
2.0,1.0,2.0,5.11,-88.77,23.68,-17.19,-38.26,51.0,-6.14,15.8,-46.97,-116.43,159.53,57.31,188.56,4.44,20.0,3.35,6.47,-29.97,51.74,88.38,1.0
2.0,2.0,2.0,-0.75,75.47,-204.11,-66.13,-8.5,180.93,-11.61,-39.32,-40.24,-130.54,109.68,-93.35,339.29,-31.54,-8.97,15.04,-6.94,-67.0,25.1,-95.12,1.0
3.0,1.0,2.0,8.31,31.61,-18.62,52.79,3.5,-99.49,-77.24,-35.83,-111.26,0.2,-59.6,5.26,204.28,18.44,-57.37,-41.74,-2.9,-57.47,-122.77,89.86,2.0
2.0,3.0,1.0,5.14,-135.8,2.25,-44.09,10.29,-30.04,-230.08,-13.43,130.18,-3.41,48.77,-96.09,-176.88,4.81,-99.99,-64.9,12.2,16.91,-70.37,52.39,0.0
3.0,2.0,2.0,21.61,-45.12,-70.94,-91.64,-12.83,-7.57,11.06,-105.44,30.84,-59.93,50.74,109.23,136.85,10.09,-31.21,-12.61,-15.55,9.17,59.09,-39.3,1.0
2.0,2.0,3.0,11.37,-92.66,-155.2,-59.63,-24.6,-76.72,-113.07,51.24,-64.17,42.59,-48.86,-63.73,8.68,-6.42,77.78,-12.1,-23.05,40.12,54.82,-18.32,2.0
3.0,3.0,2.0,7.62,114.99,187.44,-31.21,9.88,145.45,22.11,53.81,-54.57,-155.4,103.5,83.29,213.94,-6.73,70.33,1.97,11.62,-134.14,-131.66,-1.36,1.0
3.0,1.0,2.0,17.95,-67.9,-187.42,-1.9,3.93,-189.67,-123.96,87.71,58.91,99.69,-189.01,144.96,-64.33,21.75,32.75,82.21,13.27,96.92,-8.97,-104.33,2.0
2.0,1.0,2.0,20.44,69.71,-92.88,-209.24,-19.55,-0.96,125.58,-35.2,6.95,103.62,-21.53,60.25,-72.3,-29.28,61.65,43.65,-1.76,32.26,63.61,47.98,1.0
3.0,3.0,2.0,-3.43,-36.71,4.75,16.3,-30.75,144.02,232.73,28.87,-68.11,116.12,-123.38,14.38,-170.92,30.5,91.74,-4.44,-12.86,-49.68,56.49,-61.57,0.0
2.0,2.0,2.0,3.94,72.49,-98.42,140.84,4.08,81.27,68.23,34.16,222.95,62.98,-14.74,15.39,-58.73,-29.59,80.67,18.34,1.27,-6.12,19.02,93.2,0.0
1.0,1.0,1.0,-55.15,-87.18,-125.6,104.91,92.46,-2.09,89.42,-39.45,-79.89,130.06,41.34,-16.41,425.77,-16.96,-59.92,-0.31,-19.52,24.65,140.33,10.09,2.0
2.0,2.0,1.0,47.3,-99.83,69.91,-20.76,27.14,294.37,-198.79,-122.27,-4.71,-153.29,180.83,10.67,39.18,-2.47,2.32,-44.98,-24.52,-53.4,-0.7,-30.83,1.0
2.0,3.0,2.0,44.48,43.29,80.29,137.38,12.45,-39.99,-92.7,50.83,-159.37,50.06,-47.6,-8.73,122.79,0.12,-55.09,-2.99,-12.99,-14.74,30.74,79.39,2.0
2.0,2.0,1.0,16.63,74.96,39.02,218.82,-14.02,57.46,-126.92,85.59,-171.75,80.01,-32.9,-17.69,-324.1,2.82,-79.34,-22.65,11.33,-42.23,248.68,4.8,0.0
2.0,2.0,1.0,10.92,43.41,79.72,-3.9,42.76,-90.29,83.63,25.52,22.67,158.02,-117.68,-7.04,184.26,-27.19,-38.41,27.59,27.31,75.45,-75.78,26.86,2.0
3.0,3.0,2.0,-32.24,-97.94,-89.01,-3.14,-34.36,59.7,-226.72,32.24,-34.44,-86.93,64.6,161.42,-101.46,1.85,-116.78,-45.6,5.2,-48.07,49.27,-11.63,0.0
3.0,3.0,3.0,-23.44,65.81,138.12,13.14,-24.42,-229.28,173.54,-70.98,24.05,16.26,-24.39,100.65,119.21,4.98,177.26,-6.87,-31.86,28.35,62.77,-43.55,1.0
3.0,2.0,2.0,-14.73,169.64,142.14,-200.08,-47.39,215.46,-13.3,119.29,109.18,-99.19,-4.08,3.71,23.45,3.49,110.03,-34.53,-5.05,54.65,60.03,-57.01,0.0
3.0,1.0,2.0,19.28,-78.15,49.09,52.91,-69.37,104.24,43.15,69.11,28.27,-31.14,-86.75,0.95,-150.81,-6.0,124.92,-29.2,-8.28,-0.76,126.88,-33.73,1.0
1.0,2.0,2.0,-75.32,15.49,102.26,0.65,-76.39,71.77,48.72,61.3,-13.12,32.48,38.59,-158.26,-141.13,7.49,-33.34,23.96,-30.89,7.48,-13.2,24.92,0.0
1.0,3.0,3.0,-23.83,-35.43,93.86,129.7,-55.81,-121.41,-86.61,67.66,5.35,31.82,22.39,171.5,-175.58,14.91,79.0,-46.54,23.43,-12.31,64.62,-49.12,2.0
2.0,3.0,1.0,-8.63,24.4,-9.6,-52.39,-36.06,74.31,-84.06,5.28,-3.2,-102.94,171.29,143.8,-107.61,-8.01,-169.63,37.27,-1.18,-35.46,-9.38,9.6,0.0
3.0,2.0,2.0,-12.74,1.34,76.63,38.01,-34.39,-77.52,93.03,62.23,3.33,51.66,-88.63,103.12,-41.31,16.59,104.31,33.76,17.75,2.87,-74.17,-14.3,1.0
3.0,3.0,2.0,-38.63,58.3,-44.38,113.59,-65.45,56.23,-82.05,8.2,11.32,-87.49,13.24,55.97,-267.67,-21.18,139.0,26.29,22.66,-71.13,90.39,23.17,2.0
3.0,3.0,2.0,18.2,35.86,-131.87,54.73,28.46,4.92,182.23,-32.58,-57.08,152.57,-202.99,105.8,291.94,-11.74,48.54,-62.29,-24.47,43.16,3.85,-40.17,2.0
1.0,3.0,2.0,27.63,2.75,-159.45,97.86,46.06,-69.21,-119.43,-23.36,9.43,145.79,-66.29,-53.79,86.18,65.56,-71.26,-42.69,-10.92,18.35,-68.57,113.69,2.0
2.0,1.0,2.0,-2.87,-19.29,-67.07,-222.74,-20.34,-196.97,58.43,51.28,16.72,55.05,-4.45,-35.15,-65.93,-20.11,-7.86,-37.87,-8.34,66.97,-73.96,78.21,1.0
3.0,3.0,1.0,-6.04,-195.29,-42.76,13.87,-25.74,-102.75,-42.76,-35.18,60.7,45.3,-24.27,55.15,-280.86,19.37,-5.83,-71.93,8.41,2.8,-38.77,-76.05,2.0
2.0,2.0,2.0,-10.69,-60.73,-70.73,-67.96,25.39,-50.14,-116.57,6.51,-6.99,148.32,-188.55,133.64,-23.88,-1.36,16.93,-28.86,4.35,16.26,23.23,3.41,2.0
2.0,0.0,2.0,-15.96,65.81,42.83,79.31,-76.7,-103.96,194.58,-8.06,-79.19,-72.92,120.98,-42.11,13.69,-17.75,-15.14,-45.96,-3.76,49.49,8.9,-32.0,1.0
1.0,2.0,3.0,-0.01,68.97,-40.29,218.95,-2.28,-150.79,37.35,-14.12,-58.23,139.59,-79.07,-46.09,51.85,4.82,102.83,-1.15,9.05,-27.27,105.49,-20.93,1.0
1.0,3.0,2.0,23.18,-41.31,143.08,-80.8,6.22,15.26,-215.78,-53.74,-76.65,29.66,-4.13,45.43,232.46,26.95,-158.54,21.12,-4.43,25.57,92.42,15.21,2.0
2.0,3.0,2.0,-23.32,-84.86,167.0,-78.95,38.78,-142.36,-20.41,30.33,203.35,138.89,-101.54,-41.82,74.21,-0.02,5.89,-30.79,-1.55,112.31,-34.0,-29.23,0.0
2.0,2.0,1.0,-41.97,33.49,-36.96,134.44,10.68,118.63,136.29,46.54,-81.34,109.04,-35.43,-36.49,-212.13,-16.79,-12.02,22.75,-24.77,92.0,108.37,41.52,0.0
2.0,2.0,2.0,-11.33,50.64,-20.02,-189.63,-15.85,-85.6,-218.84,30.74,-54.68,-29.23,72.21,65.97,34.97,31.48,-89.25,-31.97,8.76,2.43,-39.75,-64.12,0.0
2.0,3.0,2.0,-4.93,43.06,71.36,167.5,37.3,-164.84,-19.47,-11.92,127.7,220.8,-253.14,-28.27,245.71,-28.82,-13.07,23.36,-13.64,8.42,-3.12,33.43,2.0
2.0,2.0,2.0,3.84,72.35,47.02,-167.43,-47.31,-151.36,56.32,-60.34,54.28,-6.26,51.76,-209.2,39.02,-22.92,-22.78,36.72,-21.84,33.18,12.36,4.8,1.0
2.0,2.0,1.0,-6.96,-144.0,-14.19,135.75,79.48,233.31,-253.34,-16.18,130.85,-51.46,128.96,-77.92,196.81,6.95,-103.94,46.51,5.56,-137.83,1.74,70.72,0.0
2.0,2.0,1.0,10.07,52.77,121.02,-83.63,34.73,151.46,-165.87,-0.06,-7.88,-11.88,89.01,-9.4,125.18,3.74,-101.69,-8.7,14.93,-45.15,46.8,12.7,1.0
0.0,2.0,4.0,16.41,-107.38,-58.03,58.59,-114.18,-165.25,85.57,27.92,62.83,266.66,-235.92,-56.12,-28.65,35.79,125.59,-35.7,-29.01,-4.93,79.4,4.93,0.0
2.0,2.0,2.0,-3.29,68.81,7.27,-18.89,-22.86,57.55,128.72,71.76,-91.93,56.5,-86.5,-72.89,-9.37,-27.87,152.56,23.97,-21.53,-32.18,-111.85,47.55,1.0
2.0,1.0,2.0,-21.75,127.42,-16.38,18.28,-16.32,-198.4,87.67,-2.13,20.63,142.76,-140.85,20.45,-127.09,6.37,150.86,-3.35,-12.45,-1.35,-39.68,-56.64,1.0
3.0,2.0,1.0,-17.17,-76.27,-4.58,-72.85,14.4,57.49,-70.86,-92.78,-10.89,-10.95,41.17,66.53,-32.9,-12.37,-40.56,-47.27,-24.99,-172.9,16.67,96.71,1.0
0.0,2.0,2.0,-21.62,81.87,-160.74,-16.92,-13.47,-6.17,119.47,10.21,-45.35,333.9,-117.93,-68.86,-441.97,26.12,-21.8,42.05,-14.57,65.52,107.38,-13.07,0.0
2.0,3.0,1.0,10.59,56.93,-97.21,14.07,41.5,-86.89,114.56,61.78,-36.8,190.42,-137.97,63.8,-29.77,-37.1,47.31,-75.73,-6.12,-30.84,33.32,35.93,2.0
2.0,3.0,1.0,1.95,17.26,-40.87,-17.72,8.74,-135.7,-28.7,-41.29,-7.94,-3.49,49.47,-40.57,106.71,-16.87,-76.04,40.96,-26.65,-11.99,194.73,-13.5,1.0
2.0,3.0,1.0,47.43,33.77,92.17,98.76,48.64,88.73,-160.24,-84.53,157.1,-13.93,83.47,-169.23,137.09,-14.4,-93.81,-67.87,12.47,-89.26,-150.94,9.7,1.0
3.0,3.0,2.0,-5.72,0.49,9.45,1.61,12.93,117.62,148.6,-68.4,78.57,13.85,-27.35,79.52,38.66,-20.76,108.93,15.16,-5.45,-147.85,98.39,55.2,0.0
2.0,2.0,3.0,8.38,-33.26,-117.21,141.7,-39.8,105.98,7.55,79.99,-23.58,58.55,-36.7,4.83,-117.86,-0.12,107.22,-1.61,4.86,-85.91,86.39,-20.45,0.0
3.0,3.0,1.0,19.98,20.3,-209.77,70.49,62.04,215.04,-57.67,-15.77,-94.93,-9.31,-4.54,-112.55,134.25,1.38,-33.08,-13.57,0.81,11.2,15.54,0.17,1.0
1.0,1.0,2.0,23.8,-16.75,-117.16,-122.94,22.27,184.42,-113.26,-19.76,-65.59,7.43,64.81,17.86,285.11,-24.93,-116.65,16.95,23.75,-21.11,-51.72,-181.52,1.0
1.0,2.0,2.0,-14.69,-54.72,48.73,-194.12,-22.6,-50.59,198.07,53.15,-69.76,292.69,-156.84,-51.35,-197.79,6.64,-37.77,5.97,9.03,17.44,-119.46,23.53,0.0
3.0,2.0,2.0,6.34,76.23,-135.81,-139.93,-53.45,-36.79,144.63,22.82,77.44,39.63,-39.66,-1.06,-218.78,11.89,36.8,5.14,0.52,3.97,-138.9,-38.76,1.0
2.0,1.0,2.0,-26.27,45.23,74.31,305.77,11.18,34.8,-115.74,19.04,158.08,97.98,-107.41,-21.17,245.86,-10.66,-108.49,49.94,-17.67,-32.88,104.93,-2.84,2.0
3.0,2.0,2.0,0.72,104.58,-19.61,26.01,-4.58,126.57,12.24,-0.38,-82.46,-36.65,19.52,-22.87,-51.41,14.32,44.85,51.02,-6.94,135.03,-62.99,-98.1,0.0
2.0,3.0,3.0,-23.23,57.05,12.98,-175.7,-51.99,-19.7,66.65,-103.22,7.74,57.33,-124.76,26.86,-57.23,-24.33,200.37,-70.92,23.2,21.52,68.45,-83.17,1.0
1.0,1.0,2.0,-9.07,-29.93,14.64,40.83,-47.23,-2.39,214.34,-44.33,38.61,63.08,77.87,41.76,-187.66,-1.17,82.63,-103.95,9.37,34.85,107.33,79.22,1.0
2.0,2.0,2.0,21.83,106.66,-91.94,-37.26,-31.15,30.29,233.66,-0.67,46.48,220.48,-160.33,-53.4,-181.32,-4.85,63.01,46.78,40.14,20.02,7.8,23.61,0.0
1.0,1.0,2.0,4.71,-7.73,-84.3,6.59,15.67,129.01,95.78,-29.81,68.73,219.34,-170.02,188.42,6.39,-9.74,47.23,-26.32,-20.12,112.21,67.76,2.98,2.0
1.0,3.0,2.0,8.41,-64.68,-120.03,73.41,-26.22,102.5,57.55,8.45,-30.83,7.53,92.31,-154.77,-31.03,-5.46,18.8,-26.1,7.36,86.56,93.01,69.41,0.0
2.0,2.0,2.0,-0.23,69.22,55.72,-141.46,-19.92,159.43,-103.45,-35.97,53.73,-25.22,14.12,-58.06,-73.72,-35.32,-70.66,-48.15,14.09,-111.08,96.71,14.97,0.0
3.0,3.0,1.0,4.46,61.71,14.43,-62.97,-36.4,21.02,12.32,37.71,128.92,89.13,-115.61,-275.65,-228.63,-4.38,-44.83,-27.08,1.76,50.67,-5.66,22.02,1.0
4.0,3.0,1.0,0.72,28.26,-62.94,37.75,-70.55,18.46,92.93,-2.72,25.47,-84.25,12.41,9.54,-140.68,23.82,-8.92,0.01,-0.6,-27.97,-83.5,-26.93,2.0
1.0,2.0,2.0,-30.13,18.06,109.32,113.44,25.45,51.74,-68.22,-114.25,26.9,189.5,-100.85,-57.33,-188.94,2.68,87.51,4.55,-14.13,65.16,-51.55,96.62,0.0
2.0,3.0,2.0,2.71,32.87,4.82,81.87,-40.34,-44.35,44.8,-51.0,-38.7,36.4,-97.48,92.05,113.11,-7.5,-1.91,-34.89,-0.52,-0.67,-37.86,57.34,2.0
1.0,3.0,2.0,-20.42,31.1,14.29,-40.78,29.44,-200.63,-170.31,48.43,18.11,186.49,-124.01,-176.71,-42.54,-0.13,6.55,-47.66,16.51,-42.18,-111.87,-78.18,2.0
2.0,3.0,1.0,,-61.73,177.25,-130.4,55.97,231.6,-137.34,32.83,-17.71,-49.67,65.29,-82.1,236.85,-19.21,-76.05,3.42,-17.66,27.4,-49.06,0.68,2.0
2.0,1.0,3.0,38.7,58.85,-279.28,-17.41,-60.6,-32.58,73.15,-47.81,87.42,47.69,-89.71,-23.79,-96.67,-4.77,188.33,-47.72,7.31,-63.79,-276.12,-57.62,1.0
1.0,3.0,2.0,-17.77,-98.43,156.66,85.26,35.34,-100.22,-21.68,67.39,31.21,212.25,-148.04,-9.87,8.27,13.87,78.07,-51.67,-3.14,-112.17,83.24,71.3,1.0
2.0,3.0,2.0,9.05,-52.8,-47.26,85.66,19.48,248.85,-200.25,50.78,16.89,-172.54,224.67,58.48,100.59,-1.86,-6.11,33.0,39.66,10.22,-50.69,85.92,1.0
3.0,2.0,1.0,-12.59,-63.39,2.27,235.86,34.0,-13.56,58.93,-53.62,-137.13,49.84,-55.62,77.21,156.41,14.62,-30.59,25.54,-12.21,37.0,-52.63,118.39,1.0
2.0,2.0,3.0,-32.2,36.16,-11.09,-36.56,-55.79,-197.87,-127.8,-5.6,86.26,22.88,53.49,10.39,-355.83,23.24,84.93,-22.43,5.97,23.25,-53.26,-55.94,2.0
1.0,2.0,3.0,-2.15,-11.45,-145.15,62.04,-31.71,3.72,-50.23,24.99,-105.37,73.84,-0.41,-120.45,-105.27,-2.51,56.7,-18.48,-5.37,-116.83,-21.91,36.88,0.0
